code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
69960,현대백화점,경기소비재,2015,Q4,"730,583,382,000","3,854,827,245,000","4,585,422,226,000","852,054,915,000","723,208,064,000","1,575,262,979,000","117,012,205,000","2,238,986,950,000","3,010,159,247,000",1216059039000,256049215000,250725317000,190566910000,190566910000,
69960,현대백화점,경기소비재,2016,Q1,"685,402,626,000","3,951,903,050,000","4,637,317,275,000","852,925,344,000","730,677,966,000","1,583,603,310,000","117,012,205,000","2,286,667,305,000","3,053,713,965,000",343592239000,71926442000,84030580000,63634185000,63634185000,
69960,현대백화점,경기소비재,2016,Q2,"821,363,621,000","3,975,646,155,000","4,797,009,776,000","974,662,636,000","729,639,022,000","1,704,301,658,000","117,012,205,000","2,331,044,201,000","3,092,708,118,000",340647953000,54343702000,57492400000,44376896000,44376896000,
69960,현대백화점,경기소비재,2016,Q3,"813,398,817,000","4,020,773,673,000","4,834,172,490,000","951,652,038,000","740,747,440,000","1,692,399,478,000","117,012,205,000","2,371,494,965,000","3,141,773,012,000",316569556000,54247799000,53509028000,40450764000,40450764000,
69960,현대백화점,경기소비재,2016,Q4,"894,360,569,000","4,025,220,905,000","4,919,581,474,000","1,095,949,412,000","619,274,716,000","1,715,224,128,000","117,012,205,000","2,447,359,678,000","3,204,357,346,000",369778944000,84141034000,89989038000,70215955000,70215955000,
69960,현대백화점,경기소비재,2017,Q1,"760,215,287,000","4,064,935,916,000","4,825,151,203,000","939,367,544,000","628,999,815,000","1,568,367,359,000","117,012,205,000","2,511,766,911,000","3,256,783,844,000",366300365000,94178322000,105941722000,80312063000,80312063000,
69960,현대백화점,경기소비재,2017,Q2,"739,560,346,000","4,128,957,048,000","4,868,517,394,000","934,729,195,000","632,619,481,000","1,567,348,676,000","117,012,205,000","2,550,808,323,000","3,301,168,718,000",325794047000,48069493000,50735895000,39041412000,39041412000,
69960,현대백화점,경기소비재,2017,Q3,"820,583,136,000","4,152,395,014,000","4,972,978,150,000","1,284,160,631,000","344,641,720,000","1,628,802,351,000","117,012,205,000","2,586,066,145,000","3,344,175,799,000",314599135000,44359261000,46590902000,35257822000,35257822000,
69960,현대백화점,경기소비재,2017,Q4,"741,209,881,000","4,200,583,129,000","4,941,793,010,000","1,363,209,638,000","178,283,653,000","1,541,493,291,000","117,012,205,000","2,640,298,509,000","3,400,299,719,000",369817004000,79506972000,73540398000,47430984000,47430984000,
69960,현대백화점,경기소비재,2018,Q1,"809,393,043,000","4,182,693,882,000","4,992,086,925,000","1,319,845,502,000","265,210,150,000","1,585,055,652,000","117,012,205,000","2,675,979,041,000","3,407,031,273,000",339102954000,71476230000,86864742000,65659579000,65659579000,
