code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),총포괄손익
105630,한세실업,경기소비재,2015,Q4,2016-03-30,"550,516,989,825","339,652,203,343","890,169,193,168","419,609,928,141","21,817,922,585","441,427,850,726","20,000,000,000","375,776,810,415","448,741,342,442",1464200813382,140789683288,132890487881,98704944707,98704944707,
105630,한세실업,경기소비재,2016,Q1,2016-05-13,"500,704,598,329","345,476,519,324","846,181,117,653","361,962,988,098","22,092,504,777","384,055,492,875","20,000,000,000","387,357,313,008","462,125,624,778",354187192995,26001981209,29020417715,21580502593,21580502593,
105630,한세실업,경기소비재,2016,Q2,2016-08-12,"565,667,828,636","337,866,913,047","903,534,741,683","404,427,233,226","22,366,480,222","426,793,713,448","20,000,000,000","402,566,279,213","476,741,028,235",325015631563,21638843004,20786860101,15208966205,15208966205,
105630,한세실업,경기소비재,2016,Q3,2016-11-11,"529,424,495,710","458,049,156,079","987,473,651,789","409,972,741,468","71,557,233,329","481,529,974,797","20,000,000,000","430,032,750,994","505,943,676,992",409634368159,28993082675,35856248909,27466471781,27466471781,
105630,한세실업,경기소비재,2016,Q4,2017-03-31,"571,862,485,512","382,470,927,606","954,333,413,118","408,570,652,708","72,420,687,249","480,991,339,957","20,000,000,000","410,108,061,474","473,342,073,161",333138767591,9257768776,-23438146058,-19689879488,-19689879488,
105630,한세실업,경기소비재,2017,Q1,2017-05-15,"490,901,898,629","396,464,954,960","887,366,853,589","344,043,117,370","71,645,703,885","415,688,821,255","20,000,000,000","412,533,718,684","471,678,032,334",299903897794,4849243314,20581351271,15482439520,15482439520,
105630,한세실업,경기소비재,2017,Q2,2017-08-14,"577,092,615,156","349,554,987,234","926,647,602,390","377,416,943,020","72,150,127,887","449,567,070,907","20,000,000,000","418,034,000,347","477,080,531,483",318108165868,11199972039,7567851560,5500281663,5500281663,
105630,한세실업,경기소비재,2017,Q3,2017-11-14,"659,787,414,495","288,666,559,610","948,453,974,105","379,040,006,309","72,669,772,100","451,709,778,409","20,000,000,000","439,132,072,136","496,744,195,696",425061481024,31032642503,28439053345,21098071789,21098071789,
105630,한세실업,경기소비재,2017,Q4,2018-03-30,"636,832,392,464","282,984,538,485","919,816,930,949","355,395,670,319","68,620,964,234","424,016,634,553","20,000,000,000","435,985,074,339","495,800,296,396",311553426937,2564707476,607977162,-4498085390,-4498085390,
105630,한세실업,경기소비재,2018,Q1,2018-05-15,"608,163,934,990","243,574,937,888","851,738,872,878","307,406,845,689","68,266,156,593","375,673,002,282","20,000,000,000","425,790,398,762","476,065,870,596",278465735544,-9923019855,-2423797861,-1837909404,-1837909404,
