code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익(손실),자본금,총포괄손익
23530,롯데쇼핑,경기소비재,2015,Q4,2016-03-23,"4,089,662,092,627","21,931,044,298,021","26,020,706,390,648","5,964,061,249,116","4,524,937,877,670","10,488,999,126,786","11,080,392,565,190","15,531,707,263,862",16177331526990,714742794117,-183132038691.0,-304411960517,,
23530,롯데쇼핑,경기소비재,2016,Q1,2016-05-16,"3,796,379,336,096","22,031,402,234,815","25,827,781,570,911","5,538,056,828,484","4,716,868,710,413","10,254,925,538,897","11,124,938,324,661","15,572,856,032,014",4010312028976,189696868916,156984982444.0,113286488866,,
23530,롯데쇼핑,경기소비재,2016,Q2,2016-08-16,"3,272,905,938,416","22,107,761,290,784","25,380,667,229,200","5,194,529,633,067","4,623,294,946,018","9,817,824,579,085","11,126,065,381,687","15,562,842,650,115",3839080923826,68315694615,16369683282.0,4378908323,,
23530,롯데쇼핑,경기소비재,2016,Q3,2016-11-14,"3,607,667,177,094","22,162,808,959,673","25,770,476,136,767","5,946,890,239,301","4,204,599,914,187","10,151,490,153,488","11,174,919,495,608","15,618,985,983,279",3957596492110,107179533126,69049052245.0,52385685272,,
23530,롯데쇼핑,경기소비재,2016,Q4,2017-03-31,"3,896,693,330,582","22,086,116,736,437","25,982,810,067,019","6,261,733,649,474","4,215,322,167,166","10,477,055,816,640","11,065,343,685,832","15,505,754,250,379",4235375152036,354665986815,-89373819291.0,-118267745252,,
23530,롯데쇼핑,경기소비재,2017,Q1,2017-05-15,"4,190,642,436,068","22,055,365,653,125","26,246,008,089,193","6,013,547,994,188","4,658,582,100,222","10,672,130,094,410","11,118,972,676,458","15,573,877,994,783",3770911788714,137682306051,165879977500.0,122578683488,,
23530,롯데쇼핑,경기소비재,2017,Q2,2017-08-02,"3,605,556,398,664","22,035,954,175,334","25,641,510,573,998","5,735,385,407,926","4,582,210,645,171","10,317,596,053,097","10,858,300,427,971","15,323,914,520,901",3663640418459,33434320352,-249546805142.0,-251029637345,,
23530,롯데쇼핑,경기소비재,2017,Q3,2017-11-14,"4,084,361,859,969","19,471,866,358,346","25,867,879,856,879","9,473,713,407,983","4,022,312,196,835","14,793,145,657,241","9,829,520,550,360","11,074,734,199,638",3740300884122,94541607982,-1109930998120.0,-1036175663422,"157,454,460,000",
23530,롯데쇼핑,경기소비재,2017,Q4,2018-04-02,"3,475,718,734,190","19,345,147,938,370","22,820,866,672,560","6,146,883,101,187","4,161,997,255,483","10,308,880,356,670","11,309,446,385,538","12,511,986,315,890",-603033554059,224492407146,1703217428647.0,1534264300546,"140,610,235,000",
23530,롯데쇼핑,경기소비재,2018,Q1,2018-05-14,"2,848,688,252,729","19,360,082,490,917","22,208,770,743,646","6,087,205,018,733","3,900,871,411,068","9,988,076,429,801","11,028,299,926,357","12,220,694,313,845",2633378345893,155679918181,-99695323855.0,-135171703233,"140,610,235,000",
23530,롯데쇼핑,경기소비재,2018,Q2,2018-08-14,"2,945,094,689,921","19,450,375,241,683","22,395,469,931,604","5,600,775,542,622","4,854,983,163,991","10,455,758,706,613","10,756,260,281,372","11,939,711,224,991",2489584713627,3732979348,-279735836079.0,-268167339515,"140,610,235,000",
23530,롯데쇼핑,경기소비재,2018,Q3,2018-11-14,"3,413,034,793,352","19,372,311,083,355","22,785,345,876,707","5,400,050,761,725","5,270,608,813,838","10,670,659,575,563","10,911,675,503,545","12,114,686,301,144",2581885016607,95685572131,181939094168.0,160373719078,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2018,Q4,2019-04-01,"2,931,006,896,075","18,931,429,654,220","21,862,436,550,295","5,191,889,915,518","5,098,339,612,863","10,290,229,528,381","10,618,311,454,631","11,572,207,021,914",2512939940076,148041918568,-261050957619.0,-259952951714,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2019,Q1,2019-05-15,"2,976,739,483,039","24,575,063,951,764","27,551,803,434,803","5,544,882,434,321","10,507,514,344,238","16,052,396,778,559","10,537,965,802,632","11,499,406,656,244",2469415929555,124986046561,84951748396.0,73893734626,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2019,Q2,2019-08-14,"2,281,574,869,722","25,029,455,372,088","27,311,030,241,810","5,445,320,479,215","10,403,657,436,782","15,848,977,915,997","10,493,192,653,115","11,462,052,325,813",2389317343667,-10460697847,-47362465636.0,-37289258811,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2019,Q3,2019-11-14,"3,055,216,936,954","24,204,754,185,171","27,259,971,122,125","5,184,472,651,687","10,605,068,228,669","15,789,540,880,356","10,502,594,507,766","11,470,430,241,769",2430354001903,54209530724,-5341308613.0,5721224591,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2019,Q4,2020-03-30,"3,184,070,136,909","23,780,196,195,973","26,964,266,332,882","5,507,224,680,617","10,791,399,830,415","16,298,624,511,032","9,688,039,289,185","10,665,641,821,850",2406237886020,102284861633,,-796027009968,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2020,Q1,2020-05-15,"2,217,995,224,191","23,830,558,060,271","26,048,553,284,462","4,704,094,761,915","10,803,383,378,105","15,507,478,140,020","9,572,302,208,552","10,541,075,144,442",2263937150258,11546758106,,-3740181148,"141,443,775,000",
23530,롯데쇼핑,경기소비재,2020,Q2,2020-08-14,"2,854,949,985,020","22,796,413,870,596","25,651,363,855,616","5,284,564,953,055","10,301,631,124,066","15,586,196,077,121","9,022,244,308,866","10,065,167,778,495",2122934207442,-78684876117,-726733134662.0,-560698858922,"141,443,775,000",
