,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
30,S_hynix,Technology,2017,Q1,-0.1637093570661865,-0.06255930479739469,0.0045008504976972175,000660
31,Hansol_Technics,Technology,2017,Q1,-0.05151942155755607,-0.015971676509116683,-0.21712219248323472,004710
31,Samsung_Electronics,Technology,2017,Q1,0.020754157965270248,0.007041103592100528,0.20514799179264642,005930
31,Samsung_SDI,Technology,2017,Q1,-0.11654233181841689,0.014264801836723184,0.06233195239016498,006400
30,Daeduck_Electronics,Technology,2017,Q1,0.1294306967774218,0.008690967818259177,-0.35788011069241366,008060
31,Samsung_Electro-Mechanics,Technology,2017,Q1,-0.2038226735644355,0.004523413158312839,0.0005329024928105719,009150
30,IS_Dongseo,Technology,2017,Q1,0.21558788738794699,-0.0036085964294227946,0.17773984614332838,010780
30,LG_Innotek,Technology,2017,Q1,0.20253008246179294,-0.02715125841874344,-0.31749722678521586,011070
31,Samsung_SDS,Technology,2017,Q1,0.036310731470997615,-0.001981052032709707,-0.007435259547843298,018260
30,LG_Display,Technology,2017,Q1,0.0978995766449644,-0.027103382491869832,0.054233820519447584,034220
30,NAVER_Corp,Technology,2017,Q1,-0.0002964881385356666,-0.06623233884350332,-0.0023346605719229974,035420
30,NCSOFT,Technology,2017,Q1,0.17211204159420446,0.03045965739497769,-0.032035835690512826,036570
30,Hanmi_Semiconductor,Technology,2017,Q1,0.03528275647372492,0.04378902945567453,-0.03371835415349822,042700
30,LG_Electronics,Technology,2017,Q1,-0.12026801288676725,-0.027180229838689396,0.08656803507360333,066570
