,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
11,S_hynix,Technology,2021,Q4,-0.032584508096590525,-0.0598200520613994,-0.29305030877923466,000660
12,Hansol_Technics,Technology,2021,Q4,-0.09464205097360145,-0.010318305857018206,-0.5700784032879858,004710
12,Samsung_Electronics,Technology,2021,Q4,-0.020290445374698374,-0.030970802034322897,-0.31240182989349075,005930
12,Samsung_SDI,Technology,2021,Q4,-0.13422557638672883,-0.004232833937874991,0.09054625483566803,006400
11,Daeduck_Electronics,Technology,2021,Q4,-4.867501539985821,0.001984733094655966,0.3426403290459499,008060
12,Samsung_Electro-Mechanics,Technology,2021,Q4,-0.10088163373969561,-0.027114313356644493,0.4358763541481485,009150
11,IS_Dongseo,Technology,2021,Q4,-1.4234848012453218,-0.04824453595065803,0.213487314658117,010780
11,LG_Innotek,Technology,2021,Q4,-0.5060473862843013,-0.04478366713939841,0.11579502134351405,011070
12,Samsung_SDS,Technology,2021,Q4,-0.0819742825893488,0.0016528993952624749,-0.17735015903742202,018260
11,LG_Display,Technology,2021,Q4,-0.1670554839575069,0.0020617346438369655,-0.12419108382756794,034220
11,NAVER_Corp,Technology,2021,Q4,-0.08583797270347837,-0.05117232871151778,-0.18588136712418368,035420
11,NCSOFT,Technology,2021,Q4,-0.5679129207031273,-0.04738365873503403,0.047040630715138865,036570
11,Hanmi_Semiconductor,Technology,2021,Q4,-0.11550884390122618,-0.08324201679206777,0.5483856287501492,042700
11,LG_Electronics,Technology,2021,Q4,0.09253183778049434,-0.002232242002494944,0.05969354647986047,066570
