,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
18,S_hynix,Technology,2020,Q1,-0.06706475320862215,0.00031960579808698597,-0.15965438664596987,000660
19,Hansol_Technics,Technology,2020,Q1,-0.12348736387249293,-0.06869095774180445,-0.04932456144994446,004710
19,Samsung_Electronics,Technology,2020,Q1,-0.07244699748760564,0.0024821127054487357,0.029003973457554344,005930
19,Samsung_SDI,Technology,2020,Q1,0.1629927689411944,0.029232052668078712,0.03460977096733331,006400
18,Daeduck_Electronics,Technology,2020,Q1,1.0013849350595037,0.6788506053988828,0.9885205908437414,008060
19,Samsung_Electro-Mechanics,Technology,2020,Q1,-0.046834683797202015,0.0035883404138135067,-0.16576353318163806,009150
18,IS_Dongseo,Technology,2020,Q1,0.3130603952963201,0.026004114112722965,0.0822829358020638,010780
18,LG_Innotek,Technology,2020,Q1,0.3258920725054716,-0.028533783971928406,0.05214925368215639,011070
19,Samsung_SDS,Technology,2020,Q1,0.12612520315749387,0.04393011523724388,-0.029542954808339017,018260
18,LG_Display,Technology,2020,Q1,0.24123330925125852,0.031828899297990376,0.0966928384298843,034220
18,NAVER_Corp,Technology,2020,Q1,0.07369796058639022,-0.03218038402654644,-0.018377121720294154,035420
18,NCSOFT,Technology,2020,Q1,-0.39740858712670324,-0.06479842742786435,-0.06402891664305743,036570
18,Hanmi_Semiconductor,Technology,2020,Q1,-0.059413832898216334,-0.013811206078146787,-0.11256652329110661,042700
18,LG_Electronics,Technology,2020,Q1,-0.03218425182104623,-0.05505721703793731,-0.029936047734310467,066570
