,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
24,S_hynix,Technology,2018,Q3,-0.10544827720045191,-0.07269134859195692,-0.035655263194535936,000660
25,Hansol_Technics,Technology,2018,Q3,-0.3050489994915284,-0.014643989966069082,0.05284661717119432,004710
25,Samsung_Electronics,Technology,2018,Q3,-0.1532290558985474,-0.048314350828653874,0.08034539546244157,005930
25,Samsung_SDI,Technology,2018,Q3,-0.1215631318278605,-0.013063768607744608,-0.8192723844833385,006400
24,Daeduck_Electronics,Technology,2018,Q3,0.024768878368004565,-0.014089573353317286,-0.38228916786763256,008060
25,Samsung_Electro-Mechanics,Technology,2018,Q3,-0.24007934134864972,-0.03993398418717664,-0.0458997900849909,009150
24,IS_Dongseo,Technology,2018,Q3,0.7198713746065704,-0.007436638501780335,-0.8218164250166198,010780
24,LG_Innotek,Technology,2018,Q3,-0.5696541720101531,-0.03640420321386051,0.04432018027843876,011070
25,Samsung_SDS,Technology,2018,Q3,0.05304291265137384,-0.02860455634117276,-0.2981444219244167,018260
24,LG_Display,Technology,2018,Q3,-0.12434642061138046,-0.0015065064372092873,-0.07324866157775167,034220
24,NAVER_Corp,Technology,2018,Q3,0.006556821466819018,-0.04748924375414432,-0.0335247438595645,035420
24,NCSOFT,Technology,2018,Q3,0.09496916947718059,0.08265888970691149,0.29057521142385934,036570
24,Hanmi_Semiconductor,Technology,2018,Q3,0.32732215069005255,0.03785504928996841,-0.25861251702057886,042700
24,LG_Electronics,Technology,2018,Q3,0.04650560291012218,-0.012842413399269725,-0.045860129850008535,066570
