,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
9,S_hynix,Technology,2022,Q2,-0.13763873936646442,-0.051842287960773836,-0.15923209782299397,000660
10,Hansol_Technics,Technology,2022,Q2,0.11387293657825681,-0.007160689956053901,0.11336833616686659,004710
10,Samsung_Electronics,Technology,2022,Q2,-0.033795594117775885,-0.028438558074947773,-0.1092737699151447,005930
10,Samsung_SDI,Technology,2022,Q2,-0.15127945958187805,-0.001683167316154588,-0.04219533814102294,006400
9,Daeduck_Electronics,Technology,2022,Q2,0.797665750019331,-0.0002655085462810458,-0.040092661506073046,008060
10,Samsung_Electro-Mechanics,Technology,2022,Q2,-0.004697378060489754,-0.04515192019072001,-0.18168980246585287,009150
9,IS_Dongseo,Technology,2022,Q2,0.07519644167991779,-0.04375287188412602,0.4833161479755541,010780
9,LG_Innotek,Technology,2022,Q2,0.06566695927201793,-0.06494507429684182,0.0026486021304990004,011070
10,Samsung_SDS,Technology,2022,Q2,-0.022469698113209757,-0.017426769786942575,-0.6993268563696984,018260
9,LG_Display,Technology,2022,Q2,0.2163827585411292,0.037239932943242904,-0.05499806675924157,034220
9,NAVER_Corp,Technology,2022,Q2,-0.06782044089482797,0.00694341678350896,-0.18637210507235769,035420
9,NCSOFT,Technology,2022,Q2,0.22428692005634143,0.056144086658945214,0.0664246028019767,036570
9,Hanmi_Semiconductor,Technology,2022,Q2,-0.9364411352133091,-0.11404145132141252,-0.21521398316554952,042700
9,LG_Electronics,Technology,2022,Q2,0.1318821983900701,-0.037096575820441346,-0.0180664664317296,066570
