,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
5,S_hynix,Technology,2023,Q2,-0.2885048301160691,0.0329557895502387,0.020279968690568362,000660
6,Hansol_Technics,Technology,2023,Q2,0.0934123113877372,-0.051429380109657474,-0.033508678127680325,004710
6,Samsung_Electronics,Technology,2023,Q2,0.057853152098978455,-0.034224483101041425,-0.7254105191102409,005930
6,Samsung_SDI,Technology,2023,Q2,-0.05641249989352737,-0.005424550792170191,0.08814276371416563,006400
5,Daeduck_Electronics,Technology,2023,Q2,0.8475316080122379,-0.0008005340350198953,-3.5457701404813644,008060
6,Samsung_Electro-Mechanics,Technology,2023,Q2,-0.16319134126303547,-0.021801602890640037,-0.374681669383492,009150
5,IS_Dongseo,Technology,2023,Q2,-0.036625441489424926,-0.04206762297953359,-0.36751587634034855,010780
5,LG_Innotek,Technology,2023,Q2,0.10312585569416033,0.0011629469479775834,-0.29685194557265127,011070
6,Samsung_SDS,Technology,2023,Q2,-0.033420599536504,-0.012296775510095115,0.017906102103352972,018260
5,LG_Display,Technology,2023,Q2,-0.09821092682397214,-0.07685417907384418,-0.17352855180051385,034220
5,NAVER_Corp,Technology,2023,Q2,-0.06073888120502202,-0.04472883182091225,0.0036381448299033226,035420
5,NCSOFT,Technology,2023,Q2,0.06941553356161068,0.015545057197712153,-0.10833597285970042,036570
5,Hanmi_Semiconductor,Technology,2023,Q2,-0.8537219998243983,-0.0807240600168091,-18.242594832280815,042700
5,LG_Electronics,Technology,2023,Q2,-0.04348260579017538,-0.051806567135193715,0.006882998539915697,066570
