,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
28,S_hynix,Technology,2017,Q3,-0.197922888157966,-0.10881110754950951,0.01123063528873769,000660
29,Hansol_Technics,Technology,2017,Q3,-0.2843900497430034,-0.02351160673677377,-0.008139557358693095,004710
29,Samsung_Electronics,Technology,2017,Q3,-0.02239411068512842,-0.03315868433484215,-0.029465831152768462,005930
29,Samsung_SDI,Technology,2017,Q3,-0.17657987721387203,0.0014852049628781838,0.19794515069431529,006400
28,Daeduck_Electronics,Technology,2017,Q3,-0.12358722610799289,-0.019155514301728793,0.04981955767173318,008060
29,Samsung_Electro-Mechanics,Technology,2017,Q3,-0.010347441345526898,0.013803860043424154,-0.5042913214802947,009150
28,IS_Dongseo,Technology,2017,Q3,0.053138811542937536,-0.0633533976823204,0.11347294111953543,010780
28,LG_Innotek,Technology,2017,Q3,-0.36915799094531687,-0.022694658174722937,-0.08104568501195919,011070
29,Samsung_SDS,Technology,2017,Q3,-0.01654545761479853,-0.021775067525310554,-0.2926257133595145,018260
28,LG_Display,Technology,2017,Q3,-0.09487848860946424,-0.021360129843164488,-0.07341762328556323,034220
28,NAVER_Corp,Technology,2017,Q3,-0.05206955374118949,-0.04787481885811151,-0.024340802579827736,035420
28,NCSOFT,Technology,2017,Q3,-2.220824232255106,-0.12359171719960371,0.03639552753187525,036570
28,Hanmi_Semiconductor,Technology,2017,Q3,0.15488927049203138,-0.060135182669955656,-0.029036396350313742,042700
28,LG_Electronics,Technology,2017,Q3,-0.028545263700275214,-0.01491752069653507,-0.009733771248090273,066570
