,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
2,S_hynix,Technology,2024,Q1,-0.06867721615939582,-0.03609357235903188,-0.002079855812495701,000660
3,Hansol_Technics,Technology,2024,Q1,0.051226761768065066,0.003795765492005554,0.3591266180224736,004710
3,Samsung_Electronics,Technology,2024,Q1,-0.20252283384744074,-0.032704977095417975,-0.001105583359361173,005930
3,Samsung_SDI,Technology,2024,Q1,0.079347585827512,-0.052610363931345105,-0.07128528312032834,006400
2,Daeduck_Electronics,Technology,2024,Q1,-3.055410869131536,0.010105491480299156,0.4570157931511454,008060
3,Samsung_Electro-Mechanics,Technology,2024,Q1,-0.045619563169473354,-0.013669042983432744,-0.12446649549514466,009150
2,IS_Dongseo,Technology,2024,Q1,0.21211305871518848,0.0103214984098845,0.1505167842696753,010780
2,LG_Innotek,Technology,2024,Q1,0.42947969548252374,0.005818776965208383,-0.06967368797480211,011070
3,Samsung_SDS,Technology,2024,Q1,0.03182030644830236,0.01288454165374675,0.014615562718719,018260
2,LG_Display,Technology,2024,Q1,0.2501773104770312,-0.0706813539603155,0.09894308233308402,034220
2,NAVER_Corp,Technology,2024,Q1,0.019913457271475643,-0.010463132222046756,-0.18668827203147464,035420
2,NCSOFT,Technology,2024,Q1,0.09476812194486794,-0.006259534694455393,0.0034244360785326,036570
2,Hanmi_Semiconductor,Technology,2024,Q1,-0.48609152065634764,-0.12238881805097801,-0.26738004672056137,042700
2,LG_Electronics,Technology,2024,Q1,-0.14762871307434855,-0.07103786422142377,-0.012719326046750856,066570
