,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
0,S_hynix,Technology,2024,Q3,-0.08672057855736326,-0.08382739687598484,0.11181680755630952,000660
1,Hansol_Technics,Technology,2024,Q3,-0.3517203742182027,-0.005088827059204437,-0.9387851557957727,004710
1,Samsung_Electronics,Technology,2024,Q3,-0.03898461681272969,-0.013514758918475867,0.721294838092693,005930
1,Samsung_SDI,Technology,2024,Q3,0.17838575258093825,0.00453029835390395,-0.17123925982773014,006400
0,Daeduck_Electronics,Technology,2024,Q3,0.02105291815362409,-0.005493708129709951,0.0358695691612394,008060
1,Samsung_Electro-Mechanics,Technology,2024,Q3,-0.014314726284690993,-0.007148848749282566,-0.018637113602766542,009150
0,IS_Dongseo,Technology,2024,Q3,0.02847823102011726,0.0063869756964760604,-0.2871915688269393,010780
0,LG_Innotek,Technology,2024,Q3,-0.26345606635635854,-0.014448246022765066,0.029066133429905605,011070
1,Samsung_SDS,Technology,2024,Q3,-0.046680792845466224,-0.12144425607203568,0.010535360203904776,018260
0,LG_Display,Technology,2024,Q3,-0.11253592036748739,0.07471692985137468,0.08218749114213486,034220
0,NAVER_Corp,Technology,2024,Q3,-0.02038538721596983,-0.0953397828788567,0.011555039451646376,035420
0,NCSOFT,Technology,2024,Q3,-0.10763558166220144,0.031206728708489506,-0.048422311553787845,036570
0,Hanmi_Semiconductor,Technology,2024,Q3,-0.6984951864199953,-0.03225566725514084,0.45885614823706533,042700
0,LG_Electronics,Technology,2024,Q3,0.080756694106071,0.05206765706781491,0.013105602089571122,066570
