,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
26,S_hynix,Technology,2018,Q1,0.01637143941015351,-0.07573234671498041,0.02495499684393454,000660
27,Hansol_Technics,Technology,2018,Q1,0.22610137053282742,-0.006130507567957411,-0.006704205160904753,004710
27,Samsung_Electronics,Technology,2018,Q1,-0.011288378546699951,-0.030517938025572677,0.1536640690723321,005930
27,Samsung_SDI,Technology,2018,Q1,-0.09461079293891528,-0.010236075339977058,-0.057891173877240076,006400
26,Daeduck_Electronics,Technology,2018,Q1,-0.08935867106138651,0.05362250264779711,-0.01744170248621102,008060
27,Samsung_Electro-Mechanics,Technology,2018,Q1,-0.17123445098905732,-0.009977433697170746,-0.057017357819861614,009150
26,IS_Dongseo,Technology,2018,Q1,0.43604926444254966,0.17460180264765357,0.20264234688775118,010780
26,LG_Innotek,Technology,2018,Q1,0.40354892247558394,0.00248821741365135,-0.033668496572247575,011070
27,Samsung_SDS,Technology,2018,Q1,0.02419236220423171,0.009322027210367234,-0.03993475931622048,018260
26,LG_Display,Technology,2018,Q1,0.19852809690072792,0.019046212092781012,-0.13785544603327016,034220
26,NAVER_Corp,Technology,2018,Q1,-0.018551162686173184,0.0015687914974150674,-0.04668255984760994,035420
26,NCSOFT,Technology,2018,Q1,0.08173005069450168,0.037510081605280465,0.5792999627608157,036570
26,Hanmi_Semiconductor,Technology,2018,Q1,0.0791191615052379,0.05812355457071017,0.8580129346005367,042700
26,LG_Electronics,Technology,2018,Q1,0.04557992293774071,-0.02818460245135146,0.01308432553578931,066570
