,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
31,S_hynix,Technology,2016,Q4,-0.3068127848232687,-0.07395957274557574,0.03727215359766056,000660
32,Hansol_Technics,Technology,2016,Q4,0.12368211009380647,0.23424465274237227,0.2097522642211247,004710
32,Samsung_Electronics,Technology,2016,Q4,-0.08371564451258218,-0.042758375605147725,0.20118347654335622,005930
32,Samsung_SDI,Technology,2016,Q4,0.018872464709970838,0.03809371786442828,0.18399093026862168,006400
31,Daeduck_Electronics,Technology,2016,Q4,-0.10293212608916225,-0.0058345047479579915,-0.17021295360550037,008060
32,Samsung_Electro-Mechanics,Technology,2016,Q4,0.14327205005233168,0.00860699224640471,0.27361317577434807,009150
31,IS_Dongseo,Technology,2016,Q4,-0.3183118177143469,-0.08385135287715606,0.062261510306290124,010780
31,LG_Innotek,Technology,2016,Q4,-0.5488238774445655,-0.09593632308681777,0.1785801122573425,011070
32,Samsung_SDS,Technology,2016,Q4,-0.13213372253932598,-0.023503623530058748,0.531473678554432,018260
31,LG_Display,Technology,2016,Q4,-0.16555117543994124,-0.10512722363164317,-0.030928531935222603,034220
31,NAVER_Corp,Technology,2016,Q4,-0.10089461412716538,0.04785011407438111,0.04644655163230338,035420
31,NCSOFT,Technology,2016,Q4,-0.4275794622642912,-0.07794980967291876,0.2956053287129865,036570
31,Hanmi_Semiconductor,Technology,2016,Q4,0.016479251720769583,-0.045058835509945716,0.2670038937970385,042700
31,LG_Electronics,Technology,2016,Q4,0.018781477540914082,0.02436979653621829,0.05256809966044229,066570
