,name,sector,year,quarter,매출액변화율,자본총계변화율,비유동부채변화율,Code
17,S_hynix,Technology,2020,Q2,-0.18579422862190587,-0.026243493168132126,0.012681546862921556,000660
18,Hansol_Technics,Technology,2020,Q2,-0.1538146184395548,-0.024841560381516414,-0.020956214070046775,004710
18,Samsung_Electronics,Technology,2020,Q2,0.05447621041331163,-0.007449142135378617,-0.10816993804911079,005930
18,Samsung_SDI,Technology,2020,Q2,-0.1632316546734498,-0.020719084973179758,-0.0189345923426818,006400
17,Daeduck_Electronics,Technology,2020,Q2,3.373828658316331,-0.3476251874452121,0.18431541888867042,008060
18,Samsung_Electro-Mechanics,Technology,2020,Q2,0.10484189444621406,-0.011311873949176876,0.009464982879890727,009150
17,IS_Dongseo,Technology,2020,Q2,-0.6394817559698918,-0.016593748255606,0.1439823723937339,010780
17,LG_Innotek,Technology,2020,Q2,0.23324522485460442,-0.01220788279457019,-0.16187864955837172,011070
18,Samsung_SDS,Technology,2020,Q2,0.002777199749802395,-0.017728430338884715,0.26958040552642093,018260
17,LG_Display,Technology,2020,Q2,-0.09141899410923449,0.04425279058369924,0.032530489662600526,034220
17,NAVER_Corp,Technology,2020,Q2,-0.08247233403984278,-0.059294361061688505,-0.022382525788191776,035420
17,NCSOFT,Technology,2020,Q2,0.7180523319981457,-0.029152679281451377,-0.10062354302693177,036570
17,Hanmi_Semiconductor,Technology,2020,Q2,-0.5701531327579761,-0.07191420788311342,-0.07524378378611396,042700
17,LG_Electronics,Technology,2020,Q2,0.06028592874009153,-0.02391513051515015,0.01111784361192203,066570
