,p1,p2,p3,p4,Average
CAGR,0.8242634985092667,-0.344476073490523,-0.19471236815936166,0.3895852688981898,0.16866508143939296
Sharpe Ratio,2.2599837108128833,-1.79140533055779,-0.6685951639720839,1.019727470712032,0.2049276717487604
MDD_model,0.10308036920034556,0.10055036474112462,0.12395308795747964,0.21913587105871435,0.13667992323941605
