,p1,p2,p3,p4,Average
CAGR,0.9267953764878383,-0.12341315172810496,-0.15106016350275975,0.41352177826405545,0.26646095988025725
Sharpe Ratio,2.404490515734489,-0.378247307998916,-0.6049187710913266,1.5579282105982957,0.7448131618106355
MDD_model,0.11515686022677729,0.12211070915109934,0.104683375584586,0.07539430041535934,0.10433631134445549
