,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,총포괄손익 변화율,자본총계 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,이익잉여금 변화율,GDP 변화율,비유동부채 변화율,매출액 변화율,Label,Code
26,Hite_Jinro,2018,Q1,생활소비재,-0.09438815270238425,-0.02421513045968382,-0.02421513045968382,0.04017936805941125,-0.024215130459684042,-0.02421513045968382,0.17417891544136044,-0.014530287258507357,-0.43119421570573335,0.07796089871644829,-0.036254670906736695,000080
26,CJ_Corp,2018,Q1,생활소비재,0.060061376717955764,-0.02425729835375834,-0.024257298353758117,0.01597892675759849,-0.024257298353758117,-0.02425729835375834,0.019818424766712694,-0.014530287258507357,-0.2198254107251465,-0.024257298353758117,-0.08982418208883033,001040
26,Daesang,2018,Q1,생활소비재,0.23586837225331314,-0.024282791088177103,-0.024282791088177103,0.00015303284369039272,-0.024282791088177103,-0.024282791088177103,-0.015370072491683429,-0.014530287258507357,0.19748671965179532,-0.08608180703131563,-0.02586129616553586,001680
26,Orion_Corp,2018,Q1,생활소비재,0.16327084798437141,0.0,-0.02426149790350962,0.005433963134464093,-0.02426149790350962,0.0,0.9926994593784183,-0.014530287258507357,-0.9084235137684953,-1.508125899389872,0.05272606442925967,001800
26,AmoreG,2018,Q1,생활소비재,0.14027907254562516,-0.02429586062439104,-0.024295860624391263,-0.00915845066838461,-0.02429586062439104,-0.024295860624391263,-0.0141200532035346,-0.014530287258507357,0.000744620215749503,-0.024295860624391263,0.023689514414966896,002790
26,Namyang_Dairy_Products,2018,Q1,생활소비재,0.04533238825144399,-0.024295065332145427,-0.02429506533214565,0.0010421763271928342,-0.02429506533214565,-0.02429506533214565,0.001022363290348327,-0.014530287258507357,-0.19007623406988983,0.11394502918148464,0.02553742230124241,003920
26,Nongshim,2018,Q1,생활소비재,0.021332008257165233,-0.024291300406868555,-0.024291300406868555,-0.002706275996884555,-0.024291300406868332,-0.024291300406868332,-0.0029484114677724715,-0.014530287258507357,0.0037552667810434315,-0.016830457509033447,-0.09900577208621575,004370
26,Binggrae,2018,Q1,생활소비재,0.042684408029380345,0.0,-0.02429743380688465,0.01841170128954528,-0.02429743380688465,0.0,0.834798981741074,-0.014530287258507357,-0.22389707911038847,-0.011715595240410881,-0.012809652973047599,005180
26,Lotte_Chilsung_Beverage,2018,Q1,생활소비재,0.0,-0.02431781684491985,-0.02431781684492007,0.01947470889380487,-0.02431781684491985,-0.02431781684491985,0.009517764297424791,-0.014530287258507357,-0.24066308542314796,-0.12176873079293293,0.18838735443090426,005300
26,Hyundai_Green_Food,2018,Q1,생활소비재,-0.04620034503345688,-0.024288958522203252,-0.024288958522203252,0.012399815123429359,-0.024288958522203474,-0.024288958522203252,-0.023161907917499613,-0.014530287258507357,0.005300282775021037,-0.13259417894039305,-0.026189432311464735,005440
