,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,총포괄손익 변화율,자본총계 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,이익잉여금 변화율,GDP 변화율,비유동부채 변화율,매출액 변화율,Label,Code
15,Hite_Jinro,2020,Q4,생활소비재,-0.2673010092459902,-0.01516203340939648,-0.01516203340939648,0.030624713227711653,-0.41110492023688394,-0.01516203340939648,0.10302111760401089,-0.015741758304966824,0.05936497526718176,0.17501687502731245,-0.3857845769560666,000080
15,CJ_Corp,2020,Q4,생활소비재,-0.15970799481926284,-0.01539596742675764,-0.01539596742675764,0.0031136428423581552,-0.41134896117123354,-0.01539596742675764,0.0050442249377706805,-0.015741758304966824,0.734842390154945,-0.01539596742675764,-0.12989862404368988,001040
15,Daesang,2020,Q4,생활소비재,-0.1006749159388557,-0.015355489039456938,-0.015355489039456938,0.023887300624633845,-0.4115916003215412,-0.015355489039456938,0.01935828128277406,-0.015741758304966824,0.017742954018179602,0.1280731435308854,-0.26669930910589,001680
15,Orion_Corp,2020,Q4,생활소비재,-0.17606019607712448,0.0,-0.015366808322325953,-0.000931066520990731,-0.4418280737385505,0.0,-0.046578488805371965,-0.015741758304966824,0.05849621095695523,0.011378728109333047,-0.170773852597417,001800
15,AmoreG,2020,Q4,생활소비재,-0.12472449646942785,-0.015353948098122183,-0.015353948098121961,0.023125240237849676,-0.4115317044201847,-0.015353948098122183,0.03755802216495441,-0.015741758304966824,-0.011850582515684716,-0.015353948098122183,-0.1205476429509175,002790
15,Namyang_Dairy_Products,2020,Q4,생활소비재,-0.1926825774491634,-0.015368224774753081,-0.015368224774753081,0.015473274423676076,-0.41161802915813483,-0.015368224774753081,0.015174295595625553,-0.015741758304966824,0.04111927710331853,0.0694597335601207,-0.1503925587679416,003920
15,Nongshim,2020,Q4,생활소비재,-0.23394420092961396,-0.01535085259818203,-0.01535085259818203,-0.005703088218233177,-0.39150444922854244,-0.01535085259818203,-0.006439455738519229,-0.015741758304966824,-0.12083697580542019,0.02397200550946821,-0.3078265170762418,004370
15,Binggrae,2020,Q4,생활소비재,-0.14296081285468956,0.0,-0.0153684046781839,0.013293055373343021,-0.4116610539126635,0.0,0.15746254688205952,-0.015741758304966824,0.14153396045933153,0.27655083645508394,-0.30234410735607753,005180
15,Lotte_Chilsung_Beverage,2020,Q4,생활소비재,-0.21499254766479128,-0.015345215027843473,-0.015345215027843695,-0.06185155531640851,-0.3744779307119892,-0.015345215027843695,0.030276882367736957,-0.015741758304966824,0.013446238288995493,0.22219245468301663,-0.06488591337614444,005300
15,Hyundai_Green_Food,2020,Q4,생활소비재,-0.1331120411755779,-0.015369981003946709,-0.015369981003946709,-0.0186125307416245,-0.15969220816710372,-0.015369981003946931,0.008458545933064388,-0.015741758304966824,0.07050219006712355,0.06274708299506981,-0.09200782216202738,005440
15,SPC_Samlip,2020,Q4,생활소비재,-0.12015456579214959,0.0,-0.015369505816493101,-0.02914458611326065,-0.3429934198388942,0.0,-0.03102938839982028,-0.015741758304966824,0.12260129240477102,-0.08619164032272986,-0.09214506199451636,005610
15,Crown_Confectionery,2020,Q4,생활소비재,0.006112238957440105,0.0,-0.015373016531020411,-0.08231874031742548,-0.411672723670905,0.0,-0.13429119920647925,-0.015741758304966824,-0.01313247587152655,0.02601332229258768,-0.2890617375519686,005740
15,GS_Retail,2020,Q4,생활소비재,-0.17770045536491486,-0.015091953131698643,-0.015091953131698643,-0.008794453851313166,-0.11076415934833261,-0.015091953131698643,-0.006679638764601981,-0.015741758304966824,-0.0005104477749833247,0.08586604776142825,-0.219546132537156,007070
15,Ottogi,2020,Q4,생활소비재,-0.0769411492617196,-0.015350080138439193,-0.01535008013843897,-0.007722008462778263,-0.3468525881783353,-0.01535008013843897,-0.007872758078043107,-0.015741758304966824,0.2682885085614023,0.09548949631862447,-0.25371534481427155,007310
15,Korea_Electric_Power_Corporation_(KEPCO),2020,Q4,생활소비재,-0.05222500162198392,-0.03387654424525155,0.003812399659267718,-0.016453468111738978,-0.21109992270269395,-0.028543214490450275,-0.024548680154163227,-0.015741758304966824,0.02827715697080635,0.07262649943388866,0.07613972764949656,015760
15,KT&G,2020,Q4,생활소비재,-0.05132198554829781,-0.015342338239089814,-0.015342338239089814,-0.039784170037736155,-0.6028921760076107,-0.015342338239089814,-0.3696414548667446,-0.015741758304966824,0.05722847315054613,-0.053318601714388736,-0.2595945660679904,033780
15,Muhak,2020,Q4,생활소비재,0.1262403353634719,0.0,-0.015370126018429575,-0.03711097741514968,-0.4952068651855648,-0.015370126018429575,-0.03780646769521079,-0.015741758304966824,0.633087572227907,-0.04211576753541313,-0.15765302375428086,033920
15,Korea_Gas_Corporation,2020,Q4,생활소비재,-0.15399370910497712,-0.02275186503099813,0.19384857769507113,-0.042510166676763994,-0.40390005437157406,-0.03902912270659975,-0.040404518701038006,-0.015741758304966824,0.018570245977946653,-0.6103468074665894,-0.018716651776021137,036460
15,Farmsco,2020,Q4,생활소비재,-0.3048639882511183,-0.015358563131964376,-0.015358563131964376,0.035171246594863925,-0.41165153447344704,-0.015358563131964376,0.021733176259626785,-0.015741758304966824,0.07685078094381437,-0.04910476535255315,-0.2509436056838368,036580
15,Dongwon_F&B,2020,Q4,생활소비재,-0.1508659552236591,-0.015355216039981023,-0.015355216039981023,-2.1848443234384618e-05,0.32964028065452766,-0.015355216039981023,-0.045305653370320886,-0.015741758304966824,-0.0570917007220495,0.2705992417147579,-0.22251569733053211,049770
15,LG_Household & Health Care,2020,Q4,생활소비재,-0.01244431322722303,-0.01539642907923322,-0.015396429079233442,-0.03730264013402951,-0.4111526231444871,-0.01539642907923322,-0.011689252736563294,-0.015741758304966824,-0.7112033575061847,0.10729881025208621,-0.14379154382816667,051900
15,Able_C&C,2020,Q4,생활소비재,-0.26081910593037394,-0.015370370728237548,-0.015370370728237548,0.3099322808811058,-0.4265409968870595,-0.015370370728237548,1.0150629441435755,-0.015741758304966824,0.07653775089320802,-0.25044089149554183,-0.26788879284961215,078520
15,Amorepacific,2020,Q4,생활소비재,-0.09304132815259616,-0.015312498150960252,-0.015312498150960474,0.01162555960958056,-0.410213219931749,-0.015312498150960474,0.013521089529572206,-0.015741758304966824,0.030410941339538256,0.07574663628727718,-0.012480614747280877,090430
15,CJ_CheilJedang,2020,Q4,생활소비재,0.09314485803359002,-0.014973219814988559,-0.014973219814988559,0.02694003455050331,-0.4094260124766309,-0.014973219814988337,0.04138685061726166,-0.015741758304966824,0.04237261747178178,0.13587701927039508,-0.2938560582754929,097950
15,Lock_&_Lock,2020,Q4,생활소비재,-0.1287271512288381,-0.015371376224936562,-0.015371376224936784,0.0010400858857350093,-0.5195168208761918,-0.015371376224936562,0.058857370832248845,-0.015741758304966824,0.07106850391234232,0.11501231248277122,-0.3216360188465424,115390
15,Emart,2020,Q4,생활소비재,0.2418643322247623,-0.014890580752455085,-0.014890580752454863,-0.01785798183754972,-0.40209552048913144,-0.014890580752455085,0.00028819365189070023,-0.015741758304966824,0.10105202244634792,0.05417450923621292,-0.17505074854097963,139480
15,Samyang_Foods,2020,Q4,생활소비재,0.27036719315066193,0.0,-0.015370981262073924,-0.01618395555650376,-0.41161644885797544,0.0,0.022083896431671968,-0.015741758304966824,0.03647256640057461,-0.02545821448468688,-0.16299070713311212,145990
