,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,총포괄손익 변화율,자본총계 변화율,전체 주식 수 변화율,특정 증권 등 소유 수 변화율,이익잉여금 변화율,GDP 변화율,비유동부채 변화율,매출액 변화율,Label,Code
4,Hite_Jinro,2023,Q3,생활소비재,-0.08994987313571379,-0.0015478807862610022,0.2682704060273555,-0.011470825467099433,-0.0,-0.0015478807862610022,-0.039699472260998014,-0.007533279773421997,-0.1534918485429133,-0.005466180006437282,-0.08967059887248052,000080
4,CJ_Corp,2023,Q3,생활소비재,-0.3908602830322851,-4.204943084998896,0.7867715284243354,-0.004096622552653084,-0.0,-0.026734608515290637,-0.006561338116065185,-0.007533279773421997,-0.025254475159158796,-0.0015527611823289433,0.35268798576114657,001040
4,Daesang,2023,Q3,생활소비재,-0.16564057860556586,-0.8087854122140876,0.056138398742599294,-0.019934195473575,-0.0,0.047355961777118316,-0.026382540041726132,-0.007533279773421997,-0.0035075270613653675,-0.1057636148372354,0.125819002339975,001680
4,Orion_Corp,2023,Q3,생활소비재,-0.18571380198672288,0.0,0.45297010562690165,-0.0014432566163897764,-0.0,0.0,-0.06838789522540623,-0.007533279773421997,-0.0043341107601491125,-0.07764086580874863,0.08069442329002781,001800
4,AmoreG,2023,Q3,생활소비재,-0.3657020855250943,1.0000354166666667,3.0131297486626365,-0.006727113428855125,-0.0,0.9999981215509051,-0.005912931268771127,-0.007533279773421997,-0.052095060638998714,-0.0015369665350861705,0.18887909245870807,002790
4,Namyang_Dairy_Products,2023,Q3,생활소비재,-0.09321939934588515,-0.0015352362964577981,0.6655168210015036,0.006186335668034726,-0.0,-0.0015352362964577981,0.006101072294212084,-0.007533279773421997,0.020107263389877117,0.01906458558677937,-0.09338576647435151,003920
4,Nongshim,2023,Q3,생활소비재,0.02275429031383186,-2.8315145258811385,-0.17745837245767837,-0.016036162447492508,-0.0,0.07120394312235112,-0.016540520193583097,-0.007533279773421997,0.028774285245781184,-0.018355636706757883,0.22380246365383405,004370
4,Binggrae,2023,Q3,생활소비재,0.08914278320998921,0.0,-0.4539830137951508,-0.06308393520003364,-0.0,0.0,-1.0009816047653333,-0.007533279773421997,0.007632707849610565,-0.08249118129573252,0.20999055591201393,005180
4,Lotte_Chilsung_Beverage,2023,Q3,생활소비재,-0.2739431080448752,10.184467425025852,-0.9292528118770562,-0.03932703915144198,-0.0,-0.43110499869661756,-0.027675458181970036,-0.007533279773421997,0.0009405614736194279,-0.0447503517944603,0.02799283568827775,005300
4,Hyundai_Green_Food,2023,Q3,생활소비재,0.0,8.351946334139972,0.17287299195255257,-0.383021752709626,-0.0,-3.902801692338419,0.002978315583453406,-0.007533279773421997,-0.36594538993286485,-0.0015807440429402853,-0.016496192633558143,005440
4,SPC_Samlip,2023,Q3,생활소비재,-0.047168361184918364,0.0,0.4291835322406624,-0.025948718244346303,-0.0,0.0,-0.02722079096604868,-0.007533279773421997,0.054087860571124025,0.04392489708069802,0.0021413292648333193,005610
4,Crown_Confectionery,2023,Q3,생활소비재,-0.08446177544757494,0.0,1.3318111786302032,0.00285665824821435,-0.0,0.0,0.004558357255376233,-0.007533279773421997,-0.008199403998065291,-0.028213504681165347,-0.05342509973931412,005740
4,GS_Retail,2023,Q3,생활소비재,-0.23505683077570483,0.9994933675996198,-7.093526258116649,-0.015177611647266831,-0.0,0.9997470304723971,-0.02509165483471998,-0.007533279773421997,0.07722410995713103,-0.047659965535571835,0.06813972305217961,007070
4,Ottogi,2023,Q3,생활소비재,-0.1616930765160853,-0.0,-0.1590948263812597,-0.02466785286661377,-0.0,-0.0,-0.025665620279390122,-0.007533279773421997,-0.006153775652151694,-0.07620596875256891,-0.033781572228582406,007310
4,Korea_Electric_Power_Corporation_(KEPCO),2023,Q3,생활소비재,0.1038514859034771,-1.0244648318042815,-0.09516157750560916,0.05547502665016879,-0.0,-2.058103975535168,-0.5090174773276013,-0.007533279773421997,0.02944168792407653,-0.2516407394113349,-0.08329186654602039,015760
4,KT&G,2023,Q3,생활소비재,-0.05527146351552494,-1.1483950617283951,-0.02014179490311263,0.02226625324575937,-0.0,-0.023692810457516256,-0.2703200864728017,-0.007533279773421997,-4.400596526596545,-0.10589226623588943,0.07958152482970149,033780
4,Muhak,2023,Q3,생활소비재,0.012459265319183357,0.0,0.8386247289097589,-0.005269935317893992,-0.0,-0.19928848113186448,-0.005472279046010664,-0.007533279773421997,0.18461131487913118,0.033899681099560874,0.043374886553684454,033920
4,Korea_Gas_Corporation,2023,Q3,생활소비재,-0.09736260213026038,4.715705765407554,-6.56549718142254,0.037560478320813995,-0.0,1.0,0.05093188431632445,-0.007533279773421997,-0.08167884352780663,0.028394588472587023,-0.03382092216759001,036460
4,Farmsco,2023,Q3,생활소비재,0.11638582656281778,-0.00153675137318654,0.3750374173415908,-0.0201563702162868,-0.0,-0.00153675137318654,-0.030548509106162136,-0.007533279773421997,0.04905456142051656,0.03714185183795338,-0.22191460051675477,036580
4,Dongwon_F&B,2023,Q3,생활소비재,-0.172462648905376,-0.25,-4.087322025511624,-0.0390234182278788,-0.0,-1.0,-0.8590753456751412,-0.007533279773421997,-0.6905977322918218,-0.25737382172868295,0.13313234784005276,049770
4,LG_Household & Health Care,2023,Q3,생활소비재,-0.281974964060868,0.9986625003183015,0.3288175057852678,-0.014007653190733604,-0.0,0.9995580538649456,-0.014681027917104794,-0.007533279773421997,0.030087257281666724,-0.025610086487110495,0.017916683646788018,051900
4,Able_C&C,2023,Q3,생활소비재,-0.07816961799262678,-0.20047396829858877,0.703732087135517,0.24673410934641293,-0.0,-0.20047396829858877,0.32451172046767274,-0.007533279773421997,-0.17775325639038964,0.03634338482330579,0.41700369673881443,078520
4,Amorepacific,2023,Q3,생활소비재,-0.33172988362311917,-0.8963333441556214,0.4076786004097973,-0.005793510039429961,-0.0,0.983058954838508,-0.006789477913397457,-0.007533279773421997,0.0290088394013428,-0.01190746954770372,0.2872662514663093,090430
4,CJ_CheilJedang,2023,Q3,생활소비재,-0.2228013221663157,0.9741156625514645,0.6644887404637827,-0.0049151251508656735,-0.0,0.005120617636714009,-0.006551489367824681,-0.007533279773421997,0.1428382634764973,-0.14899305456908452,0.17057755314184508,097950
4,Lock_&_Lock,2023,Q3,생활소비재,-0.06204195480614007,-0.0015360789912968187,-0.019167131858199404,-0.007536000274334986,-0.0,-0.0015360789912970407,-0.022808734936163866,-0.007533279773421997,-0.006338727305879699,-0.06516697065595745,0.05161846808369437,115390
