,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,환율 변화율,Label,Code
9,한솔홀딩스,2022,Q3,경기소비재,-0.007796958663335372,0.4504710205604894,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.01577219283522478,004150
9,신세계,2022,Q3,경기소비재,-6.238894900662331e-05,-0.07537262510934506,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.004501769986062963,004170
9,세방전지,2022,Q3,경기소비재,-0.2247195993508979,0.5534269054695726,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.23811265633220116,004490
9,조광피혁,2022,Q3,경기소비재,0.12106497013110835,-0.7199774291277887,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.017470721292549653,004700
9,현대차,2022,Q3,경기소비재,-0.10248663137324907,0.5636734253952467,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.03507395094661494,005380
9,에스엘,2022,Q3,경기소비재,0.0686989082333432,-0.3001295080984243,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.20658044446095197,005850
9,녹십자,2022,Q3,헬스케어,-0.21901211677481514,1.2370928829007566,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.05390522417246933,006280
9,동아타이어,2022,Q3,경기소비재,0.13158774332612566,0.679040710679454,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.1420023270632949,007340
9,일양약품,2022,Q3,헬스케어,-0.19433139479695985,2.327167186908419,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.032175523882569446,007570
9,서연,2022,Q3,경기소비재,-0.19857463000362055,8.761771886588264,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.4854545034186941,007860
9,서흥,2022,Q3,헬스케어,0.007213375163110887,0.3810199843386284,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.1258111825675394,008490
9,호텔신라,2022,Q3,경기소비재,0.03852179079860803,0.027790710035832333,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.08616230172227207,008770
9,한샘,2022,Q3,경기소비재,-0.176739029683098,-6.335304320397458,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.2280126134690762,009240
9,광동제약,2022,Q3,헬스케어,-0.07497466965076101,0.2244676069036904,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.0623101367041075,009290
9,모토닉,2022,Q3,경기소비재,-0.05163327017506027,0.009889328025399324,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.1380744008389,009680
9,화신,2022,Q3,경기소비재,-0.05897837810889822,0.5882262406290795,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.16628078205642297,010690
9,현대위아,2022,Q3,경기소비재,-0.08420756657308598,-0.8481678528293224,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.08536472003780006,011210
9,현대모비스,2022,Q3,경기소비재,0.008737214225596548,0.7665305206759352,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.024720731635329344,012330
9,에스원,2022,Q3,경기소비재,0.04138536964160911,0.09813323385946071,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.11639364341564651,012750
9,한온시스템,2022,Q3,경기소비재,-0.21318263248020905,-4.289325364304909,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.05138460650563711,018880
9,대교,2022,Q3,경기소비재,-0.10933139479695986,-0.21367603586347428,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.10892748720312813,019680
9,한섬,2022,Q3,경기소비재,-0.10472942660435813,0.2490556310847185,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.0025610501554348755,020000
9,코웨이,2022,Q3,경기소비재,-0.1000078558883386,0.07618681491243673,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.09228379109716646,021240
9,롯데쇼핑,2022,Q3,경기소비재,-0.09641621850671969,472.18284593649446,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.0596959442468507,023530
9,삼성물산,2022,Q3,경기소비재,0.016778307168797926,0.08814176113800154,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.07638541067999186,028260
9,세종공업,2022,Q3,경기소비재,-0.09085853943019648,2.4357059107914933,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.09190221673647223,033530
9,강원랜드,2022,Q3,경기소비재,-0.045886143738278665,1.0176706328855842,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.16316983941119673,035250
9,한라홀딩스,2022,Q3,경기소비재,-0.14289067177728945,1.784968890364293,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.03200931989221556,060980
9,S&T모티브,2022,Q3,경기소비재,0.08846812055756101,0.573274155005739,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.06905931342222485,064960
9,대웅제약,2022,Q3,헬스케어,-0.10600496073427504,0.0372476361920655,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.27721589401366126,069620
9,현대백화점,2022,Q3,경기소비재,-0.07635642688938603,-0.08749619778384987,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.07868827140159483,069960
9,금호타이어,2022,Q3,경기소비재,-0.1189307559967932,0.717125675769227,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.02641936837357102,073240
9,현대리바트,2022,Q3,경기소비재,-0.21778366955164316,-2.8737298473040362,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.07619375490002152,079430
9,베이직하우스,2022,Q3,경기소비재,-0.08808892294568987,19.971880741924696,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.08429491889029364,084870
9,LF,2022,Q3,경기소비재,-0.08831635720297489,-0.4409707142623718,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.1289149835255759,093050
9,한세실업,2022,Q3,경기소비재,-0.07172943246229882,0.42079185521328033,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.04649242226806319,105630
9,영원무역,2022,Q3,경기소비재,0.17763602374940607,0.45704876643720405,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.04692763550207138,111770
9,GKL,2022,Q3,경기소비재,0.11045285497258145,-1.557495938399808,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.2178161154878016,114090
9,한미약품,2022,Q3,헬스케어,-0.13993765977515552,0.5539344219152431,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.05742923487358205,128940
9,한국타이어,2022,Q3,경기소비재,-0.1254086454457056,-0.49195563035154,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,0.0014299127151808574,161390
9,동아에스티,2022,Q3,헬스케어,0.038819261367116956,5.533985136702214,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.03320790542035765,170900
9,종근당,2022,Q3,헬스케어,-0.043965937339236594,0.19267622100723303,0.0359464250541639,-0.11299650647329962,0.09093510066157107,-0.023255813953488302,0.06411636151380273,-0.010816597752292663,185750
