,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,환율 변화율,Label,Code
4,세방전지,2023,Q4,경기소비재,0.36977242575198865,0.027621981089347658,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.4007713733267313,004490
4,조광피혁,2023,Q4,경기소비재,-0.05089445165686884,-0.6583673558532753,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.05251658889123406,004700
4,현대차,2023,Q4,경기소비재,0.2734972278669586,-0.5106847372730772,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.009406230730933338,005380
4,에스엘,2023,Q4,경기소비재,0.006456914060957136,0.29637418907204816,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.03461302608610922,005850
4,녹십자,2023,Q4,헬스케어,0.05349638702774506,-1.4188171806601613,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.09395144067091342,006280
4,동아타이어,2023,Q4,경기소비재,0.03251053802867514,125.47819148699813,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.014087573516147707,007340
4,일양약품,2023,Q4,헬스케어,-0.129648217565095,-3.1120597192667923,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.05179431666068886,007570
4,서연,2023,Q4,경기소비재,0.5346106457624004,-0.26158995585003475,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.20480535678798745,007860
4,서흥,2023,Q4,헬스케어,-0.34901971392386616,-2.1951301880232177,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.0072312532263483715,008490
4,호텔신라,2023,Q4,경기소비재,-0.19203755714336204,-11.164538451885665,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.04357529876882611,008770
4,한샘,2023,Q4,경기소비재,-0.03923797918023775,-8.517594866400234,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.286103432571834,009240
4,광동제약,2023,Q4,헬스케어,-0.09776234306129312,-0.8206922090447989,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.06094678622268626,009290
4,모토닉,2023,Q4,경기소비재,-0.14646401817030763,0.3931063667802914,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.0123775520447868,009680
4,화신,2023,Q4,경기소비재,0.023948836478993027,-0.9324819988010727,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.10286384503520953,010690
4,현대위아,2023,Q4,경기소비재,0.00259770778010443,-1.5387754186938098,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.05819062057776517,011210
4,현대모비스,2023,Q4,경기소비재,0.017273440100927018,-0.4755067510747226,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.13460224986892455,012330
4,에스원,2023,Q4,경기소비재,-0.09318244698881686,0.43328837265522857,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.047238957968351515,012750
4,한온시스템,2023,Q4,경기소비재,-0.2832009689684778,-0.9023230457361301,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.034667048053187474,018880
4,대교,2023,Q4,경기소비재,-0.05463245554297086,6.8440946463174495,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.003950613797002948,019680
4,한섬,2023,Q4,경기소비재,-0.13490299181612053,1.6244221181771747,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.07203196331158042,020000
4,코웨이,2023,Q4,경기소비재,-0.08419632174887393,-0.76696225301967,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.0958327671506026,021240
4,롯데쇼핑,2023,Q4,경기소비재,-0.20080451805087574,-0.6131229903290145,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.05610878565989993,023530
4,삼성물산,2023,Q4,경기소비재,0.3043683746304152,0.16015888415548085,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.12791300370953812,028260
4,세종공업,2023,Q4,경기소비재,0.03486446706733724,-5.937807614443198,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.06194140166156326,033530
4,강원랜드,2023,Q4,경기소비재,0.021748695461052403,-0.06419333201315292,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.10023142195089471,035250
4,한라홀딩스,2023,Q4,경기소비재,-0.05918162085129282,-0.16476575938850457,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.06401341293330459,060980
4,S&T모티브,2023,Q4,경기소비재,-0.06883703867537157,-1.0486025226734357,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.002516592375339438,064960
4,대웅제약,2023,Q4,헬스케어,0.048743475475966636,1.152495600356298,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.1442210789928504,069620
4,현대백화점,2023,Q4,경기소비재,-0.09406537592792313,-4.813491710195799,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.04812189164976931,069960
4,금호타이어,2023,Q4,경기소비재,0.054146213218127,150.66521551149086,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.34575440324195367,073240
4,현대리바트,2023,Q4,경기소비재,-0.16775723237457824,-70.0287720245964,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.2796667580566886,079430
4,베이직하우스,2023,Q4,경기소비재,-0.3901181250225063,-3.6394024750501623,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.10863203718014715,084870
4,LF,2023,Q4,경기소비재,-0.08648764508470742,0.37709823700724865,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.11242984945421906,093050
4,한세실업,2023,Q4,경기소비재,-0.2089563831462501,-0.44060083668959127,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.018754813434009993,105630
4,영원무역,2023,Q4,경기소비재,-0.32383335969031685,0.554660651501184,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.11740459804395488,111770
4,GKL,2023,Q4,경기소비재,-0.3304773561078983,-0.807933887719906,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.12916254155375093,114090
4,한미약품,2023,Q4,헬스케어,0.029600978467908226,-0.05139021052366921,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.06703902988820826,128940
4,한국타이어,2023,Q4,경기소비재,0.02537526421537871,0.23005537056564052,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.14156129378174886,161390
4,동아에스티,2023,Q4,헬스케어,0.24990245783200782,-1.7082679966008865,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.16437181620274033,170900
4,종근당,2023,Q4,헬스케어,-0.11728085040185014,1.0369179289560186,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.07600579313281458,185750
