,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,환율 변화율,Label,Code
4,경방,2023,Q4,경기소비재,-0.06536116314323508,-5.73043317612189,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.10878884492008238,000050
4,유한양행,2023,Q4,헬스케어,0.09501216460727777,1.1958351714301148,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.05938153517806958,000100
4,일동제약,2023,Q4,헬스케어,-0.18290683109768113,-1.4947923299851809,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.06595967810721542,000230
4,한국타이어월드와이드,2023,Q4,경기소비재,0.034485011002909904,-5.381222278906394,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.08591958436319505,000240
4,기아차,2023,Q4,경기소비재,0.5421023299411623,1.370423833534864,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.1401535190996598,000270
4,동아쏘시오홀딩스,2023,Q4,헬스케어,0.06673828483305849,-5.5085440398174255,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.09398115169705518,000640
4,SK네트웍스,2023,Q4,경기소비재,0.004194578508096722,0.6801311321859267,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.2159909261683488,001740
4,넥센타이어,2023,Q4,경기소비재,-0.0604559493638817,-0.7893937316068622,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.027219072914569806,002350
4,부광약품,2023,Q4,헬스케어,-0.031270062069607765,-0.26580679491658343,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.02739847236300402,003000
4,일신방직,2023,Q4,경기소비재,-0.05024642351393234,-47.672820771913386,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.04609063520141231,003200
4,영진약품,2023,Q4,헬스케어,-0.16696533678456976,0.3312276933852587,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.022138869449247443,003520
4,쌍용차,2023,Q4,경기소비재,-0.03968703890399624,-2.400805231279629,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.28141137809411815,003620
4,한솔홀딩스,2023,Q4,경기소비재,0.01571117054234447,-2.265149238764325,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,-0.11212239306554904,004150
4,신세계,2023,Q4,경기소비재,-0.1313811011295,0.2547984922483457,0.00757180156657955,-0.03388722209400741,0.10965773361610065,0.0625,0.0065457565880464585,0.017770747728767536,004170
