,Feature,Average_Importance
0,F_당기순이익 변화율,0.7511376627981807
1,M_금리 변화율,0.06113204178207428
2,M_국제유가 변화율,0.05770491838120247
3,M_소비자물가지수 변화율,0.03975272207568462
4,M_실업률 변화율,0.03476376045097655
5,M_환율 변화율,0.02938401720390743
