,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,소비자물가지수 변화율,실업률 변화율,환율 변화율,Label,Code
8,경방,2022,Q4,경기소비재,-0.015779626136757832,-3.068304614311116,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.05075163065633926,000050
8,유한양행,2022,Q4,헬스케어,-0.04341924912778849,1.9978147993865303,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.08422430114085966,000100
8,일동제약,2022,Q4,헬스케어,-0.4629102238676061,48.858129193272426,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.07049849609311148,000230
8,한국타이어월드와이드,2022,Q4,경기소비재,-0.05457576397169826,-2.572534656188707,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.04704054396149173,000240
8,기아차,2022,Q4,경기소비재,0.16996704520573117,7.736851204035144,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.11084148040708677,000270
8,동아쏘시오홀딩스,2022,Q4,헬스케어,-0.08799314204559384,-2.5832542556196314,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.08179994737427296,000640
8,SK네트웍스,2022,Q4,경기소비재,0.039444218410868585,-0.2660080497621661,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.025948287350597267,001740
8,넥센타이어,2022,Q4,경기소비재,0.05304448707738941,-9.130176310874022,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.14645767932000284,002350
8,부광약품,2022,Q4,헬스케어,-0.01689194641921392,-1.6303474864943548,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.016555608896838294,003000
8,일신방직,2022,Q4,경기소비재,0.2541788765844919,-21.461090373178536,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.06536431941289537,003200
8,영진약품,2022,Q4,헬스케어,0.0621983953460601,7.099835510877169,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.0429975109636127,003520
8,쌍용차,2022,Q4,경기소비재,0.0,-0.7866667098226592,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.0,003620
8,한솔홀딩스,2022,Q4,경기소비재,0.01577219283522478,-1.5974041937371934,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.057138712873934336,004150
8,신세계,2022,Q4,경기소비재,-0.004501769986062963,0.16867849050951955,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.05916883963494138,004170
8,세방전지,2022,Q4,경기소비재,0.23811265633220116,-0.5663428001218254,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.030740159975824806,004490
8,조광피혁,2022,Q4,경기소비재,0.017470721292549653,2.6039679093304358,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.01757296417821786,004700
8,현대차,2022,Q4,경기소비재,0.03507395094661494,0.6822058083739648,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.1625501261126868,005380
8,에스엘,2022,Q4,경기소비재,-0.20658044446095197,-0.668701331694331,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.2625216443275829,005850
8,녹십자,2022,Q4,헬스케어,-0.05390522417246933,-1.2664686208751577,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.02518955971872306,006280
8,동아타이어,2022,Q4,경기소비재,0.1420023270632949,-1.5284453482555147,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.010042012977869802,007340
8,일양약품,2022,Q4,헬스케어,-0.032175523882569446,-1.0055681882634742,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.03270437844605266,007570
8,서연,2022,Q4,경기소비재,0.4854545034186941,0.2816778647444589,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.1357405586895126,007860
8,서흥,2022,Q4,헬스케어,-0.1258111825675394,-1.4823775344881738,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.07148922121958703,008490
8,호텔신라,2022,Q4,경기소비재,0.08616230172227207,-0.08411789816159321,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.027152477936989855,008770
8,한샘,2022,Q4,경기소비재,0.2280126134690762,7.921126018223283,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.09954028325980965,009240
8,광동제약,2022,Q4,헬스케어,-0.0623101367041075,0.3442936375405625,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.04456560647099108,009290
8,모토닉,2022,Q4,경기소비재,0.1380744008389,0.02188057857448822,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,-0.00043641934367581736,009680
8,화신,2022,Q4,경기소비재,0.16628078205642297,-1.6714920666068158,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.33871152305409663,010690
8,현대위아,2022,Q4,경기소비재,-0.08536472003780006,-12.381828939583196,0.11445954938682568,-0.12070563315019511,-0.11456608043309557,0.023809523809523725,0.01431559495807777,0.04138724448866944,011210
