,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자기주식수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,Label,Code
0,Hite_Jinro,음식료·담배,2024,Q3,0.02482612226164639,-0.035690868729803205,0.04871650070662881,0.09523809523809512,-0.0009958598205548341,0.005170537880498038,0.005170537880497927,0.005170537880497927,0.005170537880498038,0.005170537880498038,0.02482612226164639,000080
0,Daesang,음식료·담배,2024,Q3,0.4341903834300313,-0.03268997630045667,-0.001712445881012048,0.09523809523809512,-0.0009958598205548341,6.124605902472884,0.005185606497138617,0.0,0.005185606497138839,6.151515151515151,0.4341903834300313,001680
0,Namyang_Dairy_Products,음식료·담배,2024,Q3,-0.02198634200364806,0.015483866867247675,0.0647405051450548,0.09523809523809512,-0.0009958598205548341,4.824305952694302,0.005187073274554921,0.005187073274555032,0.005187073274555032,68.5061254695244,-0.02198634200364806,003920
0,Nongshim,음식료·담배,2024,Q3,0.3101608124470829,-0.01223123150497285,-1.4156469687842432,0.09523809523809512,-0.0009958598205548341,0.9195649277922232,0.005171049173078313,0.005171049173078313,0.0051710491730782016,0.9189594797398699,0.3101608124470829,004370
0,Binggrae,음식료·담배,2024,Q3,0.7591157397479852,-0.05943182809302239,0.07005627763353373,0.09523809523809512,-0.0009958598205548341,0.0,0.005183371534695169,0.005183371534695169,0.005183371534695169,0.0,0.7591157397479852,005180
0,Lotte_Chilsung_Beverage,음식료·담배,2024,Q3,0.021470636204831174,-0.033961288820209434,0.05690666951576495,0.09523809523809512,-0.0009958598205548341,0.005181757529177045,0.005181757529177156,0.005181757529177045,0.005181757529177045,0.005181757529177156,0.021470636204831174,005300
0,SPC_Samlip,음식료·담배,2024,Q3,-0.03910081837762301,-0.023672320683135073,0.046284003700138854,0.09523809523809512,-0.0009958598205548341,0.0,0.005187436178071159,0.00518743617807127,0.005187436178071381,0.0,-0.03910081837762301,005610
0,Ottogi,음식료·담배,2024,Q3,0.06701427411813368,-0.014944421648222184,0.02640373454737477,0.09523809523809512,-0.0009958598205548341,0.005180960631814058,0.005180960631814058,0.005180960631814058,0.005180960631814058,0.0,0.06701427411813368,007310
0,KT&G,음식료·담배,2024,Q3,-0.08053481192094383,0.03859466787506327,0.15081631318525623,0.09523809523809512,-0.0009958598205548341,-1.6818356265179308,0.005226355988670717,0.005226355988670828,0.005226355988670828,0.0,-0.08053481192094383,033780
0,Muhak,음식료·담배,2024,Q3,0.22339383059497972,-0.0048010856613247554,0.7223961603960414,0.09523809523809512,-0.0009958598205548341,0.0,0.00518373231616065,0.005183732316160761,0.005183732316160872,0.0,0.22339383059497972,033920
0,Farmsco,음식료·담배,2024,Q3,-0.0699085377715211,-0.11811329707111606,-0.21494601259600277,0.09523809523809512,-0.0009958598205548341,0.0051821506377351945,0.0051821506377353055,0.0051821506377353055,0.0051821506377353055,0.0,-0.0699085377715211,036580
0,Dongwon_F&B,음식료·담배,2024,Q3,0.3029792754147996,-0.032510944057513536,0.4407849796925294,0.09523809523809512,-0.0009958598205548341,0.005187061245917168,0.005187061245917168,0.0,0.005187061245917057,0.005187061245917168,0.3029792754147996,049770
0,CJ_CheilJedang,음식료·담배,2024,Q3,0.2899391166119289,-0.003102424685409,0.020051941624939063,0.09523809523809512,-0.0009958598205548341,2.452413793103448,0.005406160850105701,0.005406160850105701,0.005406160850105812,2.4453781512605044,0.2899391166119289,097950
0,Samyang_Foods,음식료·담배,2024,Q3,-0.007243615422294746,-0.026279218563327156,-0.008560000009077084,0.09523809523809512,-0.0009958598205548341,0.0,0.005185638504293322,0.005185638504293544,0.005185638504293433,0.0,-0.007243615422294746,145990
