,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자기주식수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,Label,Code
32,Hite_Jinro,음식료·담배,2016,Q3,-0.14231013652254332,-0.005556238667820068,-0.007578404108758541,-0.08411214953271018,-0.003894683630669471,0.050579598600738684,0.050579598600738795,0.050579598600738684,0.050579598600738684,0.050579598600738795,-0.10763656400908422,000080
32,Daesang,음식료·담배,2016,Q3,-0.04917330347607171,-0.03265393998615407,-0.01379193633164566,-0.08411214953271018,-0.003894683630669471,0.05059790410213627,0.05059790410213638,0.0,0.05059790410213627,0.05059790410213627,0.015756567407986602,001680
32,Namyang_Dairy_Products,음식료·담배,2016,Q3,-0.1499262220562829,-0.008852896448488634,0.11207685588350424,-0.08411214953271018,-0.003894683630669471,0.05061649096192666,0.050616490961926774,0.05061649096192655,0.05061649096192666,0.05061649096192655,-0.04823750664161107,003920
32,Nongshim,음식료·담배,2016,Q3,-0.0590958508082576,-0.011303837397361738,0.03885686732472038,-0.08411214953271018,-0.003894683630669471,0.05059153717190212,0.05059153717190212,0.05059153717190212,0.05059153717190212,0.05059153717190212,-0.2115790158471797,004370
32,Binggrae,음식료·담배,2016,Q3,-0.017183873896280684,-0.02531109305230217,0.01389388780367462,-0.08411214953271018,-0.003894683630669471,0.0,0.05061989862279925,0.050619898622799364,0.050619898622799364,0.0,-0.16966972687906717,005180
32,Lotte_Chilsung_Beverage,음식료·담배,2016,Q3,-0.008986980107381777,-0.01065090818784431,-0.002219944672770202,-0.08411214953271018,-0.003894683630669471,0.05052565752903637,0.05052565752903626,0.05052565752903626,0.05052565752903637,0.05052565752903637,-0.155291398154239,005300
32,SPC_Samlip,음식료·담배,2016,Q3,-0.11381416066741251,-0.01619459835385828,-0.06398974857759443,-0.08411214953271018,-0.003894683630669471,0.0,0.050619597679938955,0.050619597679938955,0.050619597679938955,0.0,0.004848791639451337,005610
32,Ottogi,음식료·담배,2016,Q3,-0.09069299680167142,-0.035328869132002616,0.0215868369313601,-0.08411214953271018,-0.003894683630669471,0.05060214637701366,0.05060214637701366,0.050602146377013546,0.05060214637701366,0.0,-0.14535410691127332,007310
32,KT&G,음식료·담배,2016,Q3,0.23563387892147214,-0.035765708985097344,-0.036714611639130146,-0.08411214953271018,-0.003894683630669471,0.05020384059879868,0.05020384059879879,0.05020384059879868,0.05020384059879879,0.0,-0.1420602992696396,033780
32,Muhak,음식료·담배,2016,Q3,-0.32048473969714647,-0.07823762872071915,-1.9246006705882355,-0.08411214953271018,-0.003894683630669471,0.0,0.0506184578179073,0.050618457817907525,0.0506184578179073,0.0,-0.0676121137103429,033920
32,Farmsco,음식료·담배,2016,Q3,0.11412925741685062,-0.05274963635313168,0.2951097310214065,-0.08411214953271018,-0.003894683630669471,0.05062624705519758,0.05062624705519758,0.05062624705519758,0.05062624705519758,0.0,-0.020263177472517775,036580
32,Dongwon_F&B,음식료·담배,2016,Q3,-0.1465658346801888,-0.03321475765185933,-0.0054479532680524745,-0.08411214953271018,-0.003894683630669471,0.050613524269104815,0.050613524269104704,0.0,0.050613524269104815,0.05061352426910459,-0.2486660517494632,049770
32,CJ_CheilJedang,음식료·담배,2016,Q3,0.11590414919174241,-0.023995825228603884,0.0014454880890318877,-0.08411214953271018,-0.003894683630669471,0.05037678602593321,0.050376786025933096,0.050376786025933096,0.050376786025933096,0.050376786025933096,-0.11437701481216157,097950
32,Samyang_Foods,음식료·담배,2016,Q3,-0.009802657090980108,-0.02614601184460419,0.012506712010023291,-0.08411214953271018,-0.003894683630669471,0.0,0.050601235695163505,0.05060123569516373,0.050601235695163616,0.0,0.026343483783825006,145990
