,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자기주식수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,Label,Code
9,Hite_Jinro,음식료·담배,2022,Q2,0.32362506353247594,-0.030006510551201515,0.10949444394848495,0.033707865168539186,-0.007975770342554478,-0.05643214740049518,-0.0564321474004954,-0.0564321474004954,-0.05643214740049518,-0.05643214740049518,-0.028131566770931288,000080
9,Daesang,음식료·담배,2022,Q2,0.08374936184843425,-0.03294952920263716,-0.06033884571001935,0.033707865168539186,-0.007975770342554478,-0.056541247104498815,-0.056541247104498815,0.0,-0.056541247104498815,-0.056541247104498815,0.03580271967422689,001680
9,Namyang_Dairy_Products,음식료·담배,2022,Q2,0.06468443247238281,0.013871221191578575,0.0011934618686342269,0.033707865168539186,-0.007975770342554478,-0.05654523242669662,-0.05654523242669662,-0.0565452324266964,-0.05654523242669662,-0.0565452324266964,0.07444167943904208,003920
9,Nongshim,음식료·담배,2022,Q2,0.019784385937645532,-0.002119769040015651,-0.04821851607253591,0.033707865168539186,-0.007975770342554478,-0.0565277706396321,-0.0565277706396321,-0.0565277706396321,-0.05652777063963188,-0.05652777063963188,0.05362540020537877,004370
9,Binggrae,음식료·담배,2022,Q2,0.09447661100581045,-0.01956346778401641,-0.054633435406981734,0.033707865168539186,-0.007975770342554478,0.0,-0.056549413765594414,-0.056549413765594636,-0.056549413765594636,0.0,0.013381800901376778,005180
9,Lotte_Chilsung_Beverage,음식료·담배,2022,Q2,0.4530239226812254,-0.037812803246184856,-0.1349866741941097,0.033707865168539186,-0.007975770342554478,-0.05652290151553707,-0.05652290151553707,-0.05652290151553707,-0.05652290151553685,-0.05652290151553707,0.10448387858882033,005300
9,SPC_Samlip,음식료·담배,2022,Q2,0.3456362001194396,-0.039108200323989095,0.05382006031875408,0.033707865168539186,-0.007975770342554478,0.0,-0.056548019097987234,-0.05654801909798701,-0.056548019097987234,0.0,-0.05688591692731665,005610
9,Ottogi,음식료·담배,2022,Q2,0.05860568368751472,-0.022567284905200102,0.0525477586276768,0.033707865168539186,-0.007975770342554478,-0.056542847749691205,-0.05654284774969143,-0.056542847749691205,-0.056542847749691205,0.0,0.11416648388944961,007310
9,KT&G,음식료·담배,2022,Q2,0.09966657707141695,-0.043831257011698765,-0.08601292750400491,0.033707865168539186,-0.007975770342554478,-0.05630312711684793,-0.05630312711684771,-0.05630312711684793,-0.05630312711684793,0.0,0.17709240591632963,033780
9,Muhak,음식료·담배,2022,Q2,0.2950078792962971,0.03789784187457779,-0.0902602759043325,0.033707865168539186,-0.007975770342554478,0.0,-0.05654778647730985,-0.05654778647731007,-0.05654778647731007,0.0,-0.1940256065060306,033920
9,Farmsco,음식료·담배,2022,Q2,0.11320107489866155,0.058764502665395124,0.12336778199435094,0.033707865168539186,-0.007975770342554478,-0.056553839947451445,-0.056553839947451445,-0.05655383994745167,-0.056553839947451445,0.0,-0.05157277631735138,036580
9,Dongwon_F&B,음식료·담배,2022,Q2,-0.004502310482520283,-0.008882973343804057,0.0015110148024761738,0.033707865168539186,-0.007975770342554478,-0.05654082542959937,-0.05654082542959937,0.0,-0.05654082542959937,-0.05654082542959937,-0.018999242516465203,049770
9,CJ_CheilJedang,음식료·담배,2022,Q2,0.03175860464971403,-0.007490295306680439,0.008198340767540224,0.033707865168539186,-0.007975770342554478,-0.0562389599872366,-0.0562389599872366,-0.056238959987236825,-0.0562389599872366,-0.0562389599872366,0.181684812979761,097950
9,Samyang_Foods,음식료·담배,2022,Q2,-0.08431297026055101,0.023789766936534895,0.011063023679417139,0.033707865168539186,-0.007975770342554478,0.0,-0.05652960068729529,-0.05652960068729551,-0.05652960068729551,0.0,-0.06677895258633654,145990
