,0
특정 증권 등 소유 증감 수변화율,0.08115062648447777
자기주식수변화율,0.07896728267191587
전체 주식 수변화율,0.07845706872551235
전체 주주 수변화율,0.05624334269632467
특정 증권 등 소유 수변화율,0.05378638500975332
