,name,sector,year,quarter,Relative Return,자본총계변화율,비유동자산변화율,이익잉여금변화율,비유동부채변화율,영업이익변화율,실업률변화율,GDP변화율,환율변화율,금리변화율,수출액변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 수변화율,Label,Code
12,Hite_Jinro,음식료·담배,2021,Q3,-0.03759449289155107,-0.006789876115768312,0.010429713121749784,-0.023598230002784604,-0.007834902605450944,0.08061077428503849,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06931344857357868,-0.06931344857357868,-0.06931344857357868,-0.06931344857357868,-0.06931344857357868,-0.03245324829027793,000080
12,Daesang,음식료·담배,2021,Q3,0.04661056287647527,-0.03344569652482243,-0.04099591593784102,-0.026442307744815485,-0.013072277985940017,0.2985676566318719,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06935728605493408,0.0,-0.06935728605493408,-0.06935728605493408,-0.06935728605493408,-0.03842650878481503,001680
12,Namyang_Dairy_Products,음식료·담배,2021,Q3,1.438585681109497,0.01622448785973185,0.016377330673513324,0.01589649551061645,0.003931316577776789,-0.014671512088517469,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06936954049782562,-0.06936954049782562,-0.06936954049782562,-0.0693695404978254,-0.06936954049782562,-0.34805517222242643,003920
12,Nongshim,음식료·담배,2021,Q3,0.045674217052751036,-0.01012577079303778,0.00478453812924029,-0.010720752177248105,0.03804880052532156,-1.563081266438171,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06934281126443542,-0.06934281126443542,-0.06934281126443542,-0.06934281126443542,-0.06934281126443542,-0.0186980640167506,004370
12,Binggrae,음식료·담배,2021,Q3,0.009370277913087442,-0.024900332974426842,-0.0046739451202113536,-0.9306133576446585,-0.03780316183399424,-0.2352288552999322,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,0.0,-0.0693751133438898,-0.0693751133438898,-0.0693751133438898,0.0,-0.025737404586276866,005180
12,Lotte_Chilsung_Beverage,음식료·담배,2021,Q3,0.021674735960450324,-0.09374772613238647,-0.005777892870768131,-0.042638731008894926,0.08143507061958122,-0.9122489392336841,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.0693359623789267,-0.0693359623789267,-0.0693359623789267,-0.0693359623789267,-0.0693359623789267,0.10313919484985412,005300
12,SPC_Samlip,음식료·담배,2021,Q3,0.14732517979271234,-0.017363693465513474,0.03335581699311363,-0.018381964149829733,0.018489157570360404,0.07309099850497103,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,0.0,-0.06937425938711939,-0.06937425938711939,-0.06937425938711961,0.0,-0.034653275160835134,005610
12,Ottogi,음식료·담배,2021,Q3,-0.09633606922082938,-0.02059360183262071,0.0033662954842730297,-0.02158131225086346,0.007983799829643923,-0.7372420296021085,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.0693559002982429,-0.0693559002982429,-0.06935590029824268,-0.06935590029824268,-0.06935590029824268,-0.00969041975460834,007310
12,KT&G,음식료·담배,2021,Q3,-0.015544301258586891,-0.03695879867974261,-0.029105280375611775,-0.6120770717100623,-0.0706236889035321,0.006386082005609084,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06922986624429672,-0.06922986624429672,-0.06922986624429672,-0.06922986624429672,-0.06922986624429672,0.047983123596381336,033780
12,Muhak,음식료·담배,2021,Q3,0.2775425223514925,0.045134654371936755,0.0424557182281351,0.045946930450436296,0.48526196630593266,-1.021981529529512,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,0.0,-0.06937242500398733,-0.06937242500398755,-0.06937242500398733,-0.06937242500398755,0.3099415313865038,033920
12,Farmsco,음식료·담배,2021,Q3,-0.04254018318404628,-0.0018522642297378322,0.043837707592764064,-0.0025851455421188607,-0.02790176482577733,0.01895999768623957,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.069375712653575,-0.069375712653575,-0.069375712653575,-0.069375712653575,-0.069375712653575,-0.03404639645491189,036580
12,Dongwon_F&B,음식료·담배,2021,Q3,0.1320515649380682,-0.03798401331895307,-0.05110687190006136,-0.7818500257465513,-0.00589382784882031,-2.2574108735248286,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06937974866754826,0.0,-0.06937974866754826,-0.06937974866754826,-0.06937974866754826,-0.018686025658470842,049770
12,CJ_CheilJedang,음식료·담배,2021,Q3,0.06382342217693315,-0.025894656884540845,-0.06614820868605675,-0.03864332624928224,-0.09831171645639292,-0.2637445781065981,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,-0.06926342165948984,-0.06926342165948984,-0.06926342165948984,-0.06926342165948962,-0.06926342165948984,-0.021945321715392666,097950
12,Samyang_Foods,음식료·담배,2021,Q3,0.046731096668984944,-0.032360102724522166,-0.03393752275825124,-0.009781796895500738,-0.02849152060795479,0.5938370150361982,0.1504424778761062,-0.0003381422427111147,-0.034507991437758845,0.05306772908366497,-0.06937716438105035,0.0,-0.06936407068829853,-0.06936407068829853,-0.06936407068829853,0.0,0.21109591379624465,145990
