,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자기주식수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,Label,Code
11,Hite_Jinro,음식료·담배,2021,Q4,-0.03245324829027793,0.0045021121627238925,0.10778592211798232,-0.02083333333333348,-0.015938933266124167,-0.08221354426969829,-0.2514373667273688,-0.024319733463393334,-0.6320469505950768,-0.08221354426969851,-0.060367014190983226,000080
11,Daesang,음식료·담배,2021,Q4,-0.03842650878481503,-0.04475631043247885,0.01806669354966317,-0.02083333333333348,-0.015938933266124167,-0.08220508544108496,-1.167751474929978,0.0,-1.6163101728530593,-0.08220508544108496,-0.017819326482005193,001680
11,Namyang_Dairy_Products,음식료·담배,2021,Q4,-0.34805517222242643,0.010804385777449577,0.10985991829670982,-0.02083333333333348,-0.015938933266124167,-0.08221678084329898,-0.7780837802000566,-0.17393720813338986,-1.356412080478059,-0.08221678084329898,-0.036799792139622894,003920
11,Nongshim,음식료·담배,2021,Q4,-0.0186980640167506,-0.013038746076905028,-0.01669080952966917,-0.02083333333333348,-0.015938933266124167,-0.08218998448807047,-1.1372778229801925,-0.3305862149929646,-1.9593093732869709,-0.08218998448807047,0.1368224948264828,004370
11,Binggrae,음식료·담배,2021,Q4,-0.025737404586276866,0.07321151795376668,0.3760392492570819,-0.02083333333333348,-0.015938933266124167,0.0,-1.1677738420604409,-0.33056624315166294,-1.6435995227345916,0.0,-0.04504137494299171,005180
11,Lotte_Chilsung_Beverage,음식료·담배,2021,Q4,0.10313919484985412,0.011863514202512082,0.001153379318375003,-0.02083333333333348,-0.015938933266124167,-0.0821145397348062,-0.6727454317822936,-0.542921974457728,-0.9805724255741122,-0.08211453973480598,-0.06910852210109772,005300
11,SPC_Samlip,음식료·담배,2021,Q4,-0.034653275160835134,-0.057111290562657846,0.013294156491499565,-0.02083333333333348,-0.015938933266124167,0.0,-1.193911464357801,-0.46429966477736406,-1.571405025011702,0.0,-0.06715377581645453,005610
11,Ottogi,음식료·담배,2021,Q4,-0.00969041975460834,-0.016333604157027226,0.025184436243192998,-0.02083333333333348,-0.015938933266124167,-0.08219631460057575,-0.19798973002724618,0.015037697265678052,-0.43486228642225133,0.0,-0.056022050399014825,007310
11,KT&G,음식료·담배,2021,Q4,0.047983123596381336,0.031182599268850142,0.4523208600093468,-0.02083333333333348,-0.015938933266124167,-0.0815606032104057,-0.25253327966923433,-0.1990355258516543,-0.6927923830108409,0.0,-0.008911523019746282,033780
11,Muhak,음식료·담배,2021,Q4,0.3099415313865038,0.008249421438959237,0.37901553633428753,-0.02083333333333348,-0.015938933266124167,0.0,-0.5514561500739568,-0.8609340880787875,-0.36301618874968233,0.0,-0.22057924942541438,033920
11,Farmsco,음식료·담배,2021,Q4,-0.03404639645491189,0.087795866152382,-0.0004477458358578268,-0.02083333333333348,-0.015938933266124167,-0.08222006795008752,-0.5075295952359924,-0.26605326053490974,-0.4292696872849864,0.0,-0.004262500425179134,036580
11,Dongwon_F&B,음식료·담배,2021,Q4,-0.018686025658470842,-0.00555891526061747,0.26288306870965505,-0.02083333333333348,-0.015938933266124167,-0.08221335896785797,-0.19887836065866926,0.0,-1.6212573080049983,-0.08221335896785797,-0.040160146678874395,049770
11,CJ_CheilJedang,음식료·담배,2021,Q4,-0.021945321715392666,-0.009946747756716778,-0.0038475484533599946,-0.02083333333333348,-0.015938933266124167,-0.08195299651741217,-1.1671416849214613,-0.33035972408678105,-1.749794084023347,-0.08195299651741217,-0.034545843208521915,097950
11,Samyang_Foods,음식료·담배,2021,Q4,0.21109591379624465,0.025041536035250056,0.024292290913738968,-0.02083333333333348,-0.015938933266124167,0.0,-0.2648831882262628,-0.2759520189375877,-0.22697115011490387,0.0,-0.09347190213458084,145990
