,name,sector,year,quarter,Relative Return,자본총계 변화율,비유동부채 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자기주식수 변화율,전체 주주 수 변화율,특정 증권 등 소유 증감 비율 변화율,Label,Code
29,Hite_Jinro,음식료·담배,2017,Q2,-0.11734288045406419,-0.01281742830059418,-0.0705316149159343,0.00900900900900925,-0.007378041034466598,-0.040656233728595614,-0.040656233728595614,-0.04065623372859539,-0.040656233728595614,-0.04065623372859539,0.03470064449352615,000080
29,Daesang,음식료·담배,2017,Q2,-0.17236389449323078,-0.021217118940284996,-0.011012804249244335,0.00900900900900925,-0.007378041034466598,-0.04068638721456419,-0.04068638721456419,0.0,-0.04068638721456441,-0.04068638721456419,-0.014481011640001637,001680
29,Namyang_Dairy_Products,음식료·담배,2017,Q2,0.0762533971825936,-0.003351428038886217,0.09662522282409203,0.00900900900900925,-0.007378041034466598,-0.040692267549145456,-0.040692267549145456,-0.040692267549145456,-0.040692267549145456,-0.040692267549145456,-0.21271504178098366,003920
29,Nongshim,음식료·담배,2017,Q2,-0.18792640683212014,-0.009380309921189545,0.11474294815587871,0.00900900900900925,-0.007378041034466598,-0.040673174589422656,-0.040673174589422656,-0.040673174589422656,-0.040673174589422656,-0.040673174589422656,0.01380624022018892,004370
29,Binggrae,음식료·담배,2017,Q2,-0.008130145158635652,-0.002549692879849408,0.17043401869136499,0.00900900900900925,-0.007378041034466598,0.0,-0.040696616179688894,-0.040696616179688894,-0.04069661617968867,0.0,-0.10451504178098364,005180
29,Lotte_Chilsung_Beverage,음식료·담배,2017,Q2,-0.11592452128544409,-0.014028199802123664,-0.4609220713342408,0.00900900900900925,-0.007378041034466598,-0.0407509662068577,-0.0407509662068577,-0.040750966206857475,-0.0407509662068577,-0.040750966206857475,0.10299911039289326,005300
29,SPC_Samlip,음식료·담배,2017,Q2,0.21231979030144182,-0.056580540885529995,0.09351265187611224,0.00900900900900925,-0.007378041034466598,0.0,-0.04069511487551214,-0.04069511487551214,-0.04069511487551214,0.0,-0.2843269665508916,005610
29,Ottogi,음식료·담배,2017,Q2,0.05934328438375942,-0.03267763773185561,0.0029427882710244546,0.00900900900900925,-0.007378041034466598,-0.04068935163109533,-0.04068935163109555,-0.04068935163109555,-0.04068935163109555,0.0,-0.07342480463900644,007310
29,KT&G,음식료·담배,2017,Q2,-0.11645132210391639,-0.04488005283325136,-0.002766455711353588,0.00900900900900925,-0.007378041034466598,-0.040414905056918915,-0.040414905056918915,-0.040414905056918915,-0.040414905056918915,0.0,0.07795411609493268,033780
29,Muhak,음식료·담배,2017,Q2,-0.07527611762694694,-0.03175050657416101,-0.6751545243960819,0.00900900900900925,-0.007378041034466598,0.0,-0.04069362502094709,-0.04069362502094709,-0.04069362502094709,0.0,-0.07708745469408815,033920
29,Farmsco,음식료·담배,2017,Q2,0.0033085262213416733,-0.01194001438177894,-0.02092472693364189,0.00900900900900925,-0.007378041034466598,-0.040694569616004816,-0.040694569616004816,-0.040694569616004816,-0.040694569616004816,0.0,-0.06839371825157188,036580
29,Dongwon_F&B,음식료·담배,2017,Q2,0.09245412366544485,-0.002030463672553884,-2.5994713392921813,0.00900900900900925,-0.007378041034466598,-0.040706506101276796,-0.04070650610127702,0.0,-0.040706506101276796,-0.040706506101276796,-0.04875150102457162,049770
29,CJ_CheilJedang,음식료·담배,2017,Q2,-0.0985109486793873,-0.00637731249032214,0.06003118170525512,0.00900900900900925,-0.007378041034466598,-0.040519511386179596,-0.040519511386179596,-0.040519511386179596,-0.040519511386179596,-0.040519511386179596,-0.08192430335795486,097950
29,Samyang_Foods,음식료·담배,2017,Q2,-0.16141870983795045,-0.009355014615403778,-0.005245672990340067,0.00900900900900925,-0.007378041034466598,0.0,-0.04068180134265109,-0.040681801342651314,-0.040681801342651314,0.0,-0.04669411732469238,145990
