,name,sector,year,quarter,Relative Return,자본총계변화율,비유동자산변화율,이익잉여금변화율,비유동부채변화율,영업이익변화율,실업률변화율,GDP변화율,환율변화율,금리변화율,수출액변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 수변화율,Label,Code
25,Hite_Jinro,음식료·담배,2018,Q2,-0.036254670906736695,-0.007179471377986468,0.0007248461255195959,-0.037824002600140405,0.28229728721539105,-0.30770681300134783,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.02259548894976171,-0.02259548894976171,-0.02259548894976171,-0.02259548894976171,-0.02259548894976171,-0.07041875485447845,000080
25,Daesang,음식료·담배,2018,Q2,-0.02586129616553586,-0.05005585474943608,-0.006311173347896881,-0.07017943798988657,-0.00925595266782775,-0.14756225587192406,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.022639000938162512,0.0,-0.022639000938162512,-0.022639000938162512,-0.02263900093816229,0.07746591794808669,001680
25,Namyang_Dairy_Products,음식료·담배,2018,Q2,0.02553742230124241,-0.00207268739370714,0.007889604975540254,-0.002033537102949845,-0.13353870131867907,0.7056430829763842,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.022629301777558508,-0.022629301777558508,-0.02262930177755873,-0.022629301777558508,-0.02262930177755873,-0.010831292147876925,003920
25,Nongshim,음식료·담배,2018,Q2,-0.09900577208621575,-0.004626646883394425,0.012848747551868711,-0.004664006226601902,0.01691487655903301,0.8960078094308352,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.022619107402275462,-0.022619107402275462,-0.022619107402275462,-0.022619107402275462,-0.022619107402275462,0.12299387499911095,004370
25,Binggrae,음식료·담배,2018,Q2,-0.012809652973047599,-0.03662618865832923,-0.0007936919788043006,-3.5187877351926202,-0.0019262102652743973,-8.755732719032938,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,0.0,-0.022633412983864565,-0.022633412983864565,-0.022633412983864565,0.0,0.037250325274680376,005180
25,Lotte_Chilsung_Beverage,음식료·담배,2018,Q2,0.18838735443090426,0.00020103364914259014,0.009115468227461787,-0.0017040675947410655,-0.005472391123079623,-1.656095121459793,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.022568705175519455,-0.022568705175519455,-0.022568705175519232,-0.022568705175519455,-0.022568705175519455,0.052344286918953244,005300
25,SPC_Samlip,음식료·담배,2018,Q2,-0.1696829522164913,-0.031886654492153,0.007661231143876068,-0.03279383505944855,0.2986102868308189,-0.5934259238651154,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,0.0,-0.022630572789509085,-0.022630572789509085,-0.022630572789509085,0.0,0.09403740792383199,005610
25,Ottogi,음식료·담배,2018,Q2,-0.08248660633923313,-0.025984204369873476,-0.05705006381186628,-0.026285864546393256,0.03362167386088888,0.05199865236996071,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.02262835601363622,-0.022628356013635997,-0.02262835601363622,-0.02262835601363622,-0.022628356013635997,0.2534678467660355,007310
25,KT&G,음식료·담배,2018,Q2,-0.09629607877423152,-0.03594175015608614,-0.039089205062428745,-1.1232585470914058,-0.0256390845484209,-0.29251266251329455,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,-0.022516611919007,-0.022516611919007,-0.02251661191900678,-0.02251661191900678,-0.022516611919007,0.1214576853441094,033780
25,Muhak,음식료·담배,2018,Q2,-0.08484863793768777,-0.009005064846438149,0.044947115445095664,-0.009461175893714646,-0.22697238910841833,-2.252214123841252,-0.009009009009008917,-0.007847684343889938,-0.007779076758894776,0.0044422507403751865,-0.0226310282981268,0.0,-0.022629341225206545,-0.022629341225206767,-0.022629341225206767,-0.022629341225206767,-0.07135251616174428,033920
