,name,sector,year,quarter,Relative Return,자본총계변화율,비유동자산변화율,이익잉여금변화율,비유동부채변화율,영업이익변화율,실업률변화율,GDP변화율,환율변화율,금리변화율,수출액변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 수변화율,Label,Code
33,Hite_Jinro,음식료·담배,2016,Q2,0.2129300588806049,-0.00842012655509694,0.01278768375772199,-0.03565536001713587,0.08062696440096995,-0.06225300778873777,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008466842500108651,-0.008466842500108651,-0.008466842500108651,-0.008466842500108651,-0.008466842500108651,-0.14231013652254332,000080
33,Daesang,음식료·담배,2016,Q2,-0.1280324838053197,-0.02434976139185352,-0.004025403210617284,-0.037867127047358284,-0.005528093952218871,0.07869163330313955,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008475026130010388,0.0,-0.008475026130010388,-0.008475026130010388,-0.008475026130010166,-0.04917330347607171,001680
33,Namyang_Dairy_Products,음식료·담배,2016,Q2,0.09810699538563405,-0.013030719419212966,0.0030317113324968004,-0.012882603226104461,0.19925423295573153,-2.7223651060540877,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008472119326596417,-0.008472119326596417,-0.008472119326596417,-0.008472119326596417,-0.008472119326596417,-0.1499262220562829,003920
33,Nongshim,음식료·담배,2016,Q2,-0.12141102375321756,-0.00612638442825264,-0.008573434334518959,-0.006493477010582893,0.20368961434244914,0.8281181286527772,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008458121364367077,-0.008458121364366855,-0.008458121364367077,-0.008458121364366855,-0.008458121364366855,-0.0590958508082576,004370
33,Binggrae,음식료·담배,2016,Q2,-0.0068250534647624275,-0.004218359236114244,0.02393667263633148,-1.9420546648583596,0.14858791219877743,-5.715947888773787,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,0.0,-0.008473335010149352,-0.008473335010149352,-0.008473335010149352,0.0,-0.017183873896280684,005180
33,Lotte_Chilsung_Beverage,음식료·담배,2016,Q2,-0.20767275279756087,0.012534437969069168,0.007538595202371434,-0.011534706840914843,0.01243528318788445,-0.18738296545846644,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.00850276771372327,-0.008502767713723047,-0.008502767713723047,-0.008502767713723047,-0.00850276771372327,-0.008986980107381777,005300
33,SPC_Samlip,음식료·담배,2016,Q2,-0.2534530717606884,-0.032305658519557134,0.008557721781451755,-0.0446446146537558,0.11399869358440795,-1.2036628476313251,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,0.0,-0.008471469727760583,-0.008471469727760583,-0.008471469727760583,0.0,-0.11381416066741251,005610
33,Ottogi,음식료·담배,2016,Q2,-0.3075720189176102,-0.02638211762193876,-0.005306243830301094,-0.03436006418630311,-0.05079721842817464,-0.18633507939600613,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008473141647665106,-0.008473141647664884,-0.008473141647664884,-0.008473141647664884,-0.008473141647664884,-0.09069299680167142,007310
33,KT&G,음식료·담배,2016,Q2,0.03027901893342762,-0.04655423934245628,-0.0074791594414069795,-1.0887993393470765,0.05579607033318834,0.014085893398914195,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008399457212202588,-0.008399457212202366,-0.008399457212202588,-0.008399457212202366,-0.008399457212202366,0.23563387892147214,033780
33,Muhak,음식료·담배,2016,Q2,-0.07117986700821695,-0.020625392085228844,0.0009032949881446761,-0.032295654445108735,-0.0,-0.29585624077582184,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,0.0,-0.008471712470121462,-0.00847171247012124,-0.00847171247012124,-0.008471712470121462,-0.32048473969714647,033920
33,Farmsco,음식료·담배,2016,Q2,-0.30691639434894213,-0.00939456067672051,-0.020221113385233247,-0.015067403999617479,0.04825227031109869,-0.016790479992745633,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008468350371029443,-0.00846835037102922,-0.00846835037102922,-0.008468350371029443,-0.008468350371029443,0.11412925741685062,036580
33,Dongwon_F&B,음식료·담배,2016,Q2,-0.16195460754813745,-0.005513295846068633,-0.00401170646878013,-0.008458708205552945,0.00017930679909250458,0.8350499102942968,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008458708205553167,0.0,-0.008458708205553167,-0.008458708205553167,-0.008458708205553167,-0.1465658346801888,049770
33,CJ_CheilJedang,음식료·담배,2016,Q2,-0.10074662209221341,0.005537071583085806,0.012695461224801585,-0.009211786304353264,0.03911490802343409,0.3797347000759673,0.044642857142857095,-0.012538958150480006,0.03230381641886115,0.08606485539000996,-0.008471446426447704,-0.008254322904642564,-0.008254322904642342,-0.008254322904642564,-0.008254322904642342,-0.008254322904642342,0.11590414919174241,097950
