주식 코드,주식 종목,시작 날짜,종료 날짜,종가,시가,주가 변화율,KOSPI 50 종가,KOSPI 50 시가,KOSPI 50 주가 변화율,시장초과수익률
028260,Samsung_C&T,2024-07-01,2024-09-30,142000,160300,-0.1141609482220836,2666.2,2628.3,0.01441996727922978,-0.12858091550131337
