,name,year,quarter,sector,Relative Return,당기순이익 변화율,금리 변화율,국제유가 변화율,실업률 변화율,소비자물가지수 변화율,Label,Code
22,경방,2019,Q2,경기소비재,-0.040084517690679194,-0.3290145472866285,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.08417773824815472,000050
22,하이트진로,2019,Q2,생활소비재,0.0872777002159705,1.2962579058515744,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,0.2802798329144396,000080
22,한국타이어월드와이드,2019,Q2,경기소비재,-0.06653944086627385,-0.6485623086337156,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.14771301028660141,000240
22,기아차,2019,Q2,경기소비재,0.10098884400028099,-0.4750465375189129,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.11778577207084691,000270
22,CJ,2019,Q2,생활소비재,-0.22322779129095355,-1.1913260258684892,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,0.0876596259759125,001040
22,대상,2019,Q2,생활소비재,-0.045225165199967235,0.7284055598854582,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.016678527527980727,001680
22,SK네트웍스,2019,Q2,경기소비재,0.035223477066856856,-1.7376483717155322,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,0.05723596590228673,001740
22,오리온,2019,Q2,생활소비재,-0.10415342262919178,-1.0539131416945589,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,0.02043666881706442,001800
22,넥센타이어,2019,Q2,경기소비재,-0.05602256155802762,0.29166740998453666,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.006226561336162936,002350
22,아모레G,2019,Q2,생활소비재,-0.1419193800760003,-0.967354803878449,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,0.3027252659402598,002790
22,일신방직,2019,Q2,경기소비재,-0.08912750190341145,5.193448115769525,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.23515143393192162,003200
22,쌍용차,2019,Q2,경기소비재,-0.26669851343738016,0.8277343416366099,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.3314040789789173,003620
22,남양유업,2019,Q2,생활소비재,-0.03722636073201374,8.14654055651324,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.21883060991489223,003920
22,한솔홀딩스,2019,Q2,경기소비재,-0.006378103177246568,-0.670820912212129,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.12828546915520633,004150
22,신세계,2019,Q2,경기소비재,-0.2235193800760003,-0.9738445623521533,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,0.06796373283963282,004170
22,농심,2019,Q2,생활소비재,-0.10368408595835324,-0.8530114961440134,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.00952486751588151,004370
22,세방전지,2019,Q2,경기소비재,-0.09002628430762613,-0.19368133782350483,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.047217827068810836,004490
22,조광피혁,2019,Q2,경기소비재,-0.01646950861070466,0.6348597637169608,-0.10064059339177356,0.09107698802174014,0.017241379310344973,0.17798441463015324,-0.01831826709875478,004700
