,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
1,조선내화,2025,Q1,철강_소재,0.012667066272910314,-2.24559688673933,-0.0185180312857276,-0.07763206586436633,-1.6532691372988977,0.019332200109229536,3.5762021746194366,-0.26209384428896926,000480
1,SK하이닉스,2025,Q1,정보기술,-0.030066302085341168,0.21322040013974797,0.09737812245501498,0.08157082369288715,0.1467991413059324,0.1029845794233204,-0.05799690057451379,0.09458248508869174,000660
1,영풍,2025,Q1,철강_소재,-0.24950479926112323,-1.2656997641271044,0.036213625023082896,-0.11314372307107545,-1.250989673985928,0.03643659555080658,-0.2691886206336055,-0.10956011269972218,000670
1,동국제강,2025,Q1,철강_소재,-0.0015164438331533234,-2.223967077305029,0.008131010817211681,0.016978780490943146,-2.269674631120692,0.00314127280545895,6.115838745716006,-0.20014343847310512,001230
1,세아베스틸,2025,Q1,철강_소재,-0.06278559773055506,-6.882081517276062,0.020403711830128568,0.00159376644970588,-6.5943441240331735,0.030316269472149715,27.15182892923719,0.3126950890977065,001430
1,고려제강,2025,Q1,철강_소재,-0.0233973178933037,0.2289449177872238,0.008419404293060762,-0.005507367489772541,0.2759894411946009,0.007048998201259371,-0.04084109488112275,-0.19626976164276805,002240
1,세아제강,2025,Q1,철강_소재,-0.12460350825255152,-0.7420223129143441,0.004345748912591096,0.006187005760132092,-0.7479705445319784,0.005163442356193482,2.0582353855483966,-0.38339165403071496,003030
1,LG,2025,Q1,정보기술,0.007923733864309217,-6.257781038304249,-0.0140260503430093,0.032359117158981654,-8.886881815177883,-0.017061720631659893,2.0641487128577816,-0.17024859716539664,003550
1,현대제철,2025,Q1,철강_소재,-0.12164982523185557,-0.6562957696749141,-0.001340460729122972,-0.008758226395629842,-0.6645248317908974,-0.010448316988727724,-0.043172109978599216,0.07372108673938901,004020
1,한솔테크닉스,2025,Q1,정보기술,0.24352230988518891,-2.2056899001539314,0.001407563078934082,-0.0007810916727490902,-2.5410901991001182,0.0062588049161007575,0.1520980235169811,-0.21125377949327379,004710
1,삼광글라스,2025,Q1,철강_소재,0.0268489959099954,-0.912617515585101,-0.03468232058015697,-0.013696061385328973,-1.4667692215150996,-0.12387194948294267,0.046491302910901755,-0.2238999553112057,005090
1,POSCO,2025,Q1,철강_소재,-0.22547184760977046,2.855376714567939,0.009279961381225998,0.0007176087631801664,8.798157855954665,0.0005249105007665289,0.239505606891262,-0.01164361692415003,005490
1,삼성전자,2025,Q1,정보기술,-0.05240876083254836,5.070897185726466,0.006172168500673925,0.017662324720594258,-7.318718537821838,0.003781430194443436,0.1509917059595789,0.00743668936223188,005930
1,삼성SDI,2025,Q1,정보기술,-0.12446658679747356,0.2524044907699785,-0.018641992557762888,0.023104184409613815,-0.03259919978213188,-0.038709310432171073,-0.13579318064704848,0.04787657211982857,006400
1,대덕전자,2025,Q1,정보기술,0.12411012258288677,1.8344508221225198,-0.009790480188378359,-0.015313762641684159,1.335255860919537,-0.32337126693013096,7.505790254313236,-0.22142655105588657,008060
1,삼성전기,2025,Q1,정보기술,-0.08760991025783572,-0.9337971856903613,-0.015734759854371005,-0.009083597392332665,-0.9245339576378434,-0.9781783505867933,-0.001505142518798963,0.05802344894411346,009150
1,무림P&P,2025,Q1,철강_소재,0.02589583686860106,3.1248775695435675,-0.019343305575528436,0.03185673102359532,-0.6083849537755739,-0.0359595246368003,-0.09209092955474263,-0.3273913161565577,009580
1,고려아연,2025,Q1,철강_소재,-0.005550704011902082,-2.9738307194272053,0.01085108003948032,0.02790613271692033,-2.6849130057895167,0.009425012566701696,0.05768749933596751,-0.2815401874195229,010130
1,LG이노텍,2025,Q1,정보기술,-0.05743749646473227,-0.8381729755840506,-0.008697371021941125,-0.04512891288496279,-0.8252086044257732,-0.011863400537215907,-0.25032947232043057,-0.11734699047000108,011070
1,삼성에스디에스,2025,Q1,정보기술,0.07883299533854642,0.01055181562861085,-0.011981628564099123,-0.021135009916453562,0.013287004652194456,-0.014004336314022425,-0.026181968819081414,-0.0714313773107128,018260
1,일진머티리얼즈,2025,Q1,정보기술,-0.1534280625024681,-0.8085159384232264,0.5574402800933806,1.0962329182389232,-0.747657688745536,-0.06146106612620916,-0.1461802990082932,-0.025445609351850695,020150
1,신도리코,2025,Q1,정보기술,0.1535513340214701,-0.6168771502274086,-0.0007815659145197218,0.0010829319861058728,-0.6177508986385756,-0.0009432397595051656,0.050383110532381314,-0.17971379710554797,029530
1,LG디스플레이,2025,Q1,정보기술,-0.046024452986471405,-0.7103669338502236,-0.09601854471707927,-0.02513751169175593,-0.7151109198757277,0.23896216122653424,-0.2093605546453461,0.28416752259198463,034220
1,SK,2025,Q1,정보기술,0.015251732065107612,-2.494973017272039,0.11155675957705302,0.011871159946087673,-3.3729449869494927,0.1432949558974228,-0.15956861004157663,0.11892228615341574,034730
