,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
5,조선내화,2024,Q1,철강_소재,-0.0012792231628196346,-6.680670749998671,-0.029035405139045567,-0.021415858983619196,-0.016812430830184244,-1.1831940695346221,-1.024776169445625,-0.00897636853708058,000480
5,SK하이닉스,2024,Q1,정보기술,0.11877857579055068,-2.986111238152385,0.03609357235903188,0.016744415765374887,0.039282082296707044,-2.498817908099369,0.06867721615939582,0.0056832299734496106,000660
5,영풍,2024,Q1,철강_소재,-0.1295066593822119,-1.1383126797086305,0.0015419523581305938,0.008535729481025545,0.0014072893918761764,-1.12123253599034,-0.1703596563950096,-0.19948717902138044,000670
5,동국제강,2024,Q1,철강_소재,0.05823256798790203,-1.3736737934635188,-0.0035896160572981284,0.006495803115770027,-0.001015554359956261,-1.1383422080741366,-1.0129982413577208,-0.036666990580011,001230
5,세아베스틸,2024,Q1,철강_소재,-0.017354936305981457,-18.35111331532828,0.026935253484175137,0.007078623819785523,0.0412993582690937,-20.401297295080507,12.038729545424093,-0.18567547567097034,001430
5,고려제강,2024,Q1,철강_소재,0.1212701135954875,0.405546041945291,0.008250044380698318,0.014571404987608894,0.00847749148529453,0.9946087619360682,-0.024158679598197064,-0.15266216149938563,002240
5,세아제강,2024,Q1,철강_소재,-0.05712206131270418,-2.686173233519824,0.004042524059573838,-0.008437131254377728,0.004907986542276754,-1.9270902154362721,2.799767760593717,-0.18026534526083993,003030
5,LG,2024,Q1,정보기술,-0.10745274930297537,2.2395303607581822,-0.012343653211819516,-0.0006712273122987389,-0.009357032896905704,7.695258401470991,2.687944674626454,0.014990612373758504,003550
5,현대제철,2024,Q1,철강_소재,-0.03168000517650488,-1.3552840388351843,0.0018122048112987343,0.0001890502015244877,-0.002180305928973003,-1.2168309923040108,-0.016324079376329848,-0.1563753635269633,004020
5,한솔테크닉스,2024,Q1,정보기술,-0.06421288110560722,-0.6878657088957686,-0.003795765492005554,-0.005265285699899036,-0.013763496123470942,-0.45422298947064643,-0.051226761768065066,-0.14484993285867254,004710
5,삼광글라스,2024,Q1,철강_소재,0.09423811643698098,2.8356498149999187,-0.0031329533290295197,0.04857722089598804,-0.013294224358720408,2.1967588575741472,-0.03461978092075868,0.13213881684211737,005090
5,POSCO,2024,Q1,철강_소재,-0.07025565716679101,12.939193473479131,0.015429326091499718,0.0013332332890201304,0.016203627802559017,25.451226732730415,-0.381919753177547,-0.14691335242608847,005490
5,삼성전자,2024,Q1,정보기술,-0.01425576275226245,6.868254468470216,0.032704977095417975,0.006506668574258079,0.03311669860857869,-7.928767999689134,0.20252283384744074,0.0027033693163534683,005930
5,삼성SDI,2024,Q1,정보기술,-0.04126699591138176,5.739870088497999,0.052610363931345105,0.012498642323440556,0.09798548109025274,11.151012569769714,-0.079347585827512,-0.2315671435127912,006400
5,대덕전자,2024,Q1,정보기술,-0.06390403115053085,1.962010198159533,-0.010105491480299156,0.026369983345946757,-0.469732299144235,1.5585760032998057,3.055410869131536,0.03163855907571102,008060
5,삼성전기,2024,Q1,정보기술,0.007101211386190702,3.9142416209159476,0.013669042983432744,0.025085575440972674,-0.2518569297624933,8.476357018294511,0.045619563169473354,-0.027343267338761988,009150
5,무림P&P,2024,Q1,철강_소재,0.021778926242952863,-1.1932538341428862,-0.007926587747871694,0.005443426269698959,-0.015011722115773396,-1.0879346350091113,0.009097921055614355,0.01743315876677804,009580
5,고려아연,2024,Q1,철강_소재,0.10082827947383163,-0.29168976762564536,-0.0024538089578324263,0.007619757021439133,0.004901975058575037,-0.4060202799383561,-0.04837552033036774,0.08101589615635317,010130
