,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
34,조선내화,2016,Q4,철강_소재,-0.10868480499333208,0.3966461935807486,0.030559662433801815,0.10625605904870405,0.0162658941913012,0.11786187693217753,-0.0040120400693193226,-0.04734576757532285,000480
34,SK하이닉스,2016,Q4,정보기술,0.08710305237046095,2.170030395919734,0.07395957274557574,0.0710983063433126,0.11006855425269446,1.678646681523385,0.3068127848232687,0.052929045634001595,000660
34,영풍,2016,Q4,철강_소재,-0.2136415102393987,0.19471892787211242,0.003938833725357638,-0.007239102717696233,0.0039462044052551715,0.2728223891832693,0.17273065661911802,0.012761599558819628,000670
34,동국제강,2016,Q4,철강_소재,0.17177142733886117,-1.9895918469219747,-0.024041252724883555,-0.033728198471191795,-0.055431784565136644,-2.4169203896982956,0.09099191754581115,-0.10668863911925516,001230
34,세아베스틸,2016,Q4,철강_소재,-0.011207545546282949,2.310415395818762,0.011458986916975,-0.004843643745099602,0.015248611007558699,-0.014759998866663682,0.052401527568183504,-0.09566865615504155,001430
34,고려제강,2016,Q4,철강_소재,-0.20798426977013534,0.08864622777159914,0.0058655059996324255,0.009361649135027239,0.005797279844001357,0.34930231863261985,0.12932866407562926,-0.10077720686807902,002240
34,세아제강,2016,Q4,철강_소재,-0.04268711329638637,-2.452221661994699,-0.006537310732305901,0.019146872142506544,-0.0072307915758352825,1.7514074189846052,0.2470862567498182,-0.038684637003037335,003030
34,LG,2016,Q4,정보기술,0.10243597864206164,-0.9651776891887287,-0.00038998610231344433,-0.009690564428949222,-0.0004324368195223194,0.33326462251996913,0.09830928687028684,0.09787465280162318,003550
34,현대제철,2016,Q4,철강_소재,0.03772479362107048,-0.6221541148856881,0.006075580076098763,0.008428093167250905,0.014277709254098214,-0.6026907087677421,0.1550476651594448,-0.07999712705595062,004020
34,한솔테크닉스,2016,Q4,정보기술,0.04458624605853348,-34.63296410824512,-0.23424465274237227,-0.17187524090543338,-24.43507816089667,-33.84189197988164,-0.12368211009380647,-0.11391479668790597,004710
34,삼광글라스,2016,Q4,철강_소재,-0.1756689652315645,0.8047691090225011,-0.02041688100265293,0.015566616956715684,-0.02386779693286578,1.1755051177276323,-0.01134839367603857,-0.027107771436219577,005090
34,POSCO,2016,Q4,철강_소재,0.0091609985260281,-0.22343225279823586,0.011498461190453169,0.008141993694010807,0.009765042998288509,-0.3895338402295845,0.054884459210046366,-0.11427898775290565,005490
34,삼성전자,2016,Q4,정보기술,0.12864318857678003,1.774644103578459,0.042758375605147725,0.06718597188691122,0.034306285834921235,1.7351774997371856,0.08371564451258218,0.004030880644940865,005930
34,삼성SDI,2016,Q4,정보기술,0.38499998716041406,-1.40354319865898,-0.03809371786442828,-0.011459343479045647,0.01542161904380901,-1.6369825204445196,-0.018872464709970838,0.10881904906204777,006400
34,대덕전자,2016,Q4,정보기술,0.10837159411435979,-0.36751767219510467,0.0058345047479579915,0.04597550299744113,0.09122384288590957,0.6108506062923609,0.10293212608916225,0.01667514420648457,008060
34,삼성전기,2016,Q4,정보기술,0.39261612030730775,-0.7349165987098731,-0.00860699224640471,0.009751100920568412,0.08824302354109204,-0.13901705303851553,-0.14327205005233168,0.12848318518158702,009150
34,무림P&P,2016,Q4,철강_소재,-0.103612548181771,-2.285966404028449,-0.016994354175033366,-0.0075929060733193054,-0.03454349538767354,-2.2758732678823126,0.05238954505931259,-0.09521796742649159,009580
34,고려아연,2016,Q4,철강_소재,-0.21191636358507027,0.4893052834115632,0.029897096290615766,0.18154969073520877,0.030541135191520352,0.45602251731381704,0.09743861178173674,-0.08683473389355746,010130
34,LG이노텍,2016,Q4,정보기술,0.6219621907116853,-3.0634287822454107,0.09593632308681777,0.043893774029364785,0.7714640322823432,-3.272962759082997,0.5488238774445655,-0.09400319267491947,011070
34,삼성에스디에스,2016,Q4,정보기술,-0.16301403581366858,0.130452289223558,0.023503623530058748,0.03477549535572089,0.017247907358534986,0.18703840649257253,0.13213372253932598,0.16410159569445754,018260
34,일진머티리얼즈,2016,Q4,정보기술,0.3018974606998305,1.6733556298773689,0.053386918468912414,0.08845893484044653,0.25531750924784213,-0.347682119205298,-0.020712825470277862,0.2983404017749181,020150
34,신도리코,2016,Q4,정보기술,-0.18744271981682067,13.776273508643254,0.012639141979084556,0.009600250345092487,0.010827626222680298,13.171613987323381,0.06281648123725714,-0.012834733893557465,029530
34,LG디스플레이,2016,Q4,정보기술,-0.04599860929540342,7.955141630901288,0.10512722363164317,0.027789084178410528,0.1655331220126588,8.011617010622697,0.16555117543994124,-0.0901197442484814,034220
34,SK,2016,Q4,정보기술,-0.08772762010172097,-0.9660237833516538,0.0006192986931043976,0.0006017532503461709,0.0014687659633321193,-0.9993105886512286,1.1686888304878704,0.0798319327731092,034730
34,한미반도체,2016,Q4,정보기술,0.14218690981280893,1.2098879552911987,0.045058835509945716,0.1987050796986778,0.0461228617286098,1.1462470620798202,-0.016479251720769583,0.057282913165266056,042700
34,LG전자,2016,Q4,정보기술,0.39326852239884624,11.49255306942054,-0.02436979653621829,0.012641636855472926,-0.05042562369744974,7.303905954980545,-0.018781477540914082,0.13571285029385105,066570
34,풍산,2016,Q4,철강_소재,-0.1133686457427466,1.2717722789577128,-0.015324534466947703,-0.03996698587584724,-0.05180458230385965,1.1246017923939586,0.25191609977938256,-0.030712284913965625,103140
34,한국철강,2016,Q4,철강_소재,-0.13145650103990422,-0.12028322009126113,0.010934955326329376,-0.0032867340458127003,0.05124966156687605,0.24474328732577977,0.11336845647129556,-0.08288216472359698,104700
