,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
3,조선내화,2024,Q3,철강_소재,0.08784612279377998,-2.230883165191921,0.0022583921565824117,-0.0969799322364332,-0.03606813228289352,-2.337591745798588,-0.7958279457918038,-0.15715534465534467,000480
3,SK하이닉스,2024,Q3,정보기술,0.08992808521243906,0.2981108288074521,0.08382739687598484,0.02785444477482013,0.09147430673700385,0.3096333659206143,0.08672057855736326,0.0445844819477952,000660
3,영풍,2024,Q3,철강_소재,0.5465668384448691,4.653477077279811,0.018986109022914643,-0.01909849364266314,0.018963873065243275,2.969584955486524,-0.03447722683178023,0.04592210067873782,000670
3,동국제강,2024,Q3,철강_소재,0.049555744786907135,8.754881142469028,0.010662310200651559,0.015084311815485751,0.0018179818582024776,7.362498927667465,0.7741807447281785,-0.061692024192024214,001230
3,세아베스틸,2024,Q3,철강_소재,0.3329772278839628,30.7756999748689,0.042393791827423755,0.010794944768331538,0.06406130841838542,-70.19704504459632,16.74023170037393,-0.21793369186866945,001430
3,고려제강,2024,Q3,철강_소재,0.06741695319321186,-0.6390078021621519,0.003241665460390175,-0.0019940546492694944,0.003329466970329431,-0.6250116908114463,-0.09453618228589877,-0.06580406533764746,002240
3,세아제강,2024,Q3,철강_소재,0.19260601248470607,-2.282426784582291,-0.006203040316058006,-0.050368744572667934,-0.007169778634204649,-2.314606601177621,-0.64666403753243,0.3261819702037093,003030
3,LG,2024,Q3,정보기술,0.049045669220156504,1.5440341218201206,0.009094625060398931,-0.0045883768820113024,0.014191878166301075,1.2486489974351116,0.5793899877543407,-0.17025058275058277,003550
3,현대제철,2024,Q3,철강_소재,-0.043175915444753105,-13.394283392928067,-0.009674820183508848,-0.014133072580781558,-0.004641271730100649,-5.266473491504564,-0.08013288385384587,0.25920678159050253,004020
3,한솔테크닉스,2024,Q3,정보기술,-0.08934260402630234,-0.40235288758996923,0.005088827059204437,-0.008348600140601348,0.016664624374237436,-0.569407623325852,0.3517203742182027,-0.0021534869551774888,004710
3,삼광글라스,2024,Q3,철강_소재,0.05594463367579603,-0.3806037809736852,0.019878823315578664,-0.008648976816167941,0.07709210896685681,-0.40963308544096266,-0.04140058354598142,-0.17631118881118885,005090
3,POSCO,2024,Q3,철강_소재,-0.0031877864155281654,0.7425953774120619,0.001737250802340773,0.002401960102372813,-0.005920181731375984,1.1018967408562732,1.5163762369579037,0.045205011251724034,005490
3,삼성전자,2024,Q3,정보기술,-0.22919748518725305,-0.19776338865411824,0.013514758918475867,0.012059726196401943,0.01397316425613715,-0.48886223357616054,0.03898461681272969,0.0956192711670799,005930
3,삼성SDI,2024,Q3,정보기술,-0.08946737351994968,-1.1525392029625054,-0.00453029835390395,-0.03146048947642255,-0.004758052798244816,-1.484932280717812,-0.17838575258093825,-0.33068191769011634,006400
3,대덕전자,2024,Q3,정보기술,0.15248247586581212,0.14605496275466434,0.005493708129709951,-0.017394865784618796,0.25388865480477496,0.14503714396769118,-0.02105291815362409,0.006835990603486691,008060
3,삼성전기,2024,Q3,정보기술,-0.14076218433053553,-0.7234371456105648,0.007148848749282566,-0.019654816465402125,0.12174449634536222,-0.8060686767681225,0.014314726284690993,0.19893709231944523,009150
3,무림P&P,2024,Q3,철강_소재,-0.07226464356260742,-0.49037408603332167,0.010650253155898293,0.022955162046520705,0.019936310455429096,-0.5086963345744653,0.04849812318387792,0.04208537525466656,009580
3,고려아연,2024,Q3,철강_소재,1.0330713697869072,-0.015475471876960079,-0.02061997163718754,0.01762680891471935,-0.001392235904259409,-0.010840285408243777,0.020901273606985127,-0.21294248601030938,010130
3,LG이노텍,2024,Q3,정보기술,-0.23235601991897523,-13.295698924731182,0.014448246022765066,-0.03560779936036773,0.022843645089141162,-12.095903165735567,0.26345606635635854,-0.13359592088583688,011070
3,삼성에스디에스,2024,Q3,정보기술,0.060844780178995965,5.689491605973878,0.12144425607203568,-0.011649499565403731,0.14695428281698608,4.366787704463661,0.046680792845466224,-0.20942333214231026,018260
3,일진머티리얼즈,2024,Q3,정보기술,-0.04266647743531507,-57.369938002565426,-0.019940879836016667,0.06661861299734584,-0.06933610666050649,-41.458754002949625,-0.37707673416111553,-0.2306466223545432,020150
3,신도리코,2024,Q3,정보기술,0.14739875270247443,-0.7766867273678177,0.004932950799740876,-0.12476732531822543,0.00543901769874755,-0.7774409951996989,-0.12739714171772476,-0.12279006205062545,029530
3,LG디스플레이,2024,Q3,정보기술,-0.016816672104377678,-0.31307353429343576,-0.07471692985137468,-0.07406521484357398,-1.8227196384133098,-0.5568929293722633,0.11253592036748739,-0.14412445662445666,034220
3,SK,2024,Q3,정보기술,0.12210989641145588,-0.46997492411244557,-0.003571186184424646,-0.006009727154304589,-0.004620380249198197,-0.9115320769456108,-0.07513835327269691,-0.10789426091150231,034730
3,한미반도체,2024,Q3,정보기술,-0.19476319905215403,-4.099456634107114,0.03225566725514084,0.03879379348296519,0.06767207384591711,-4.236627232293471,0.6984951864199953,-0.0024876919669855335,042700
3,LG전자,2024,Q3,정보기술,0.03059741145357381,-1.5881615386292767,-0.05206765706781491,0.006539568571971355,-0.07601934451954429,-1.241970384348111,-0.080756694106071,-0.1658715718030554,066570
