,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
35,조선내화,2016,Q3,철강_소재,0.012444592633271873,-0.3269928992175709,0.027107261458705345,0.03407413733282283,0.011783632523946874,-0.3874310843136157,0.013266443858707788,-0.10868480499333208,000480
35,SK하이닉스,2016,Q3,정보기술,0.2128195492664015,0.6381839217079097,0.022041112589152867,0.024114907588651313,0.033192362976240286,0.5062291554599248,0.05827801117646958,0.08710305237046095,000660
35,영풍,2016,Q3,철강_소재,-0.050008817005713545,-0.5723415932189881,0.004063916059734218,-0.00605457438118473,0.0040715517674208,-0.579009120733925,0.0381807557997198,-0.2136415102393987,000670
35,동국제강,2016,Q3,철강_소재,0.14184363360064392,0.5175480891295987,0.025412220871648072,-0.012003249855782383,0.061004749353227083,0.9037989331480576,-0.05250628823733039,0.17177142733886117,001230
35,세아베스틸,2016,Q3,철강_소재,0.04821344146071057,-0.6892630268255185,0.010124814299325768,0.07336779766301293,0.014719886954358552,-0.4043324325016886,-0.12046353944958499,-0.011207545546282949,001430
35,고려제강,2016,Q3,철강_소재,0.13885307202490596,0.23741799633894356,0.007061531126294929,-0.0030507036733354864,0.0071086510459128505,0.41735755274027775,-0.10078387276806766,-0.20798426977013534,002240
35,세아제강,2016,Q3,철강_소재,0.27489730390854217,-0.5895010330094723,0.0049997261760894585,0.002062564775350717,0.003988864040612716,-0.6691635332113386,-0.0793209961513609,-0.04268711329638637,003030
35,LG,2016,Q3,정보기술,-0.11936767754331938,0.12143211952160793,0.003293161242589937,0.026969752263637625,0.006229215125274523,0.12122262668284511,0.028279060984101934,0.10243597864206164,003550
35,현대제철,2016,Q3,철강_소재,0.0176877708637462,0.5274650053533827,0.02561070974734525,0.00699885589135163,0.030480674724842283,0.43258169108558975,-0.02991797969050014,0.03772479362107048,004020
35,한솔테크닉스,2016,Q3,정보기술,-0.21020138258164384,2.052598247418023,0.007338520279426719,-0.0040561768107790774,2.658162999224271,2.03635021519843,0.08267641190539687,0.04458624605853348,004710
