,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,매출액 변화율,Label,Code
19,조선내화,2020,Q3,철강_소재,0.005107927694768047,-0.9551525060053452,0.009560970924148426,0.02196536242546898,-0.9314224836694822,0.0038288495814671197,0.05307745671082231,-0.20923138118842174,000480
19,SK하이닉스,2020,Q3,정보기술,0.08288061989992215,-0.2619947874216846,0.018702415962917662,0.006875559435074008,-0.30050809094921904,0.02109478239496454,-0.04157585555511434,0.26734508252159245,000660
19,영풍,2020,Q3,철강_소재,-0.062118970693377545,-3.0295203008729317,0.005974761287205421,-0.006673365773977036,-2.6533464803894042,0.005929800460903412,0.16670959759490955,-0.06828687082207244,000670
19,동국제강,2020,Q3,철강_소재,0.016271773013448287,-0.15679781544065619,0.02035096015707083,-0.0033338947837562305,-0.13235630699451462,0.07643782935494303,-0.038333788628357346,0.4553155452322178,001230
19,세아베스틸,2020,Q3,철강_소재,-0.14271610257959336,-1.6772216445416723,-0.008804287129680288,-0.008880066323479596,-1.8593774971731647,-0.013453635327878133,0.0727577180190806,0.4818450341454193,001430
19,고려제강,2020,Q3,철강_소재,-0.14117950358536724,0.1315223398055403,0.006755797844390399,0.004469864847813643,0.13150361286217138,0.0033833719737286216,-0.0730806086143676,0.12773080916359913,002240
19,세아제강,2020,Q3,철강_소재,-0.048352798152391165,-2.6921606182144613,0.002003140429641226,0.0028491300566506617,-1.0409755548936797,0.0008941370342454569,0.396984428796209,-0.22995098416608925,003030
19,LG,2020,Q3,정보기술,-0.20502896673582985,-0.9318295668946661,0.004698998198673365,-0.0019445916017751808,-0.9355239315171208,0.006300249473837116,0.08474823745358973,-0.050044004966378786,003550
19,현대제철,2020,Q3,철강_소재,0.10119407250287302,16.021373095619456,0.006531633395137737,0.0020836288728964814,-11.181844764986735,-0.005483824770072143,0.021343734277917692,0.1326101106530701,004020
19,한솔테크닉스,2020,Q3,정보기술,-0.10629037691083981,-1.563262600231953,-0.013137157237831154,-0.030191119222303886,-1.3493195066451429,-0.15598741284419293,0.14649821058088253,-0.08697748814530831,004710
19,삼광글라스,2020,Q3,철강_소재,-0.10786240206324224,-30.078932511737175,-0.017531355893333767,-0.012634971112723381,-4.442631788993994,-0.022417897730833358,0.11770405847813104,-0.2258449058330345,005090
19,POSCO,2020,Q3,철강_소재,0.10452337292075173,26.205826458473233,-0.0007317443203995744,-0.004014800267313268,-6.523749647999087,0.0030444100196631574,0.11777125929001842,0.05227184426829207,005490
19,삼성전자,2020,Q3,정보기술,0.05408192697705689,0.4962335058844638,0.01587236328278796,0.008416021463130807,0.47864390060594664,0.01653423604249271,0.2611098535514629,0.050223747016706455,005930
19,삼성SDI,2020,Q3,정보기술,0.06431956717818749,0.2677602822556264,0.012079433307689014,-0.0018557771290109715,0.06257285331539952,0.022114227985263746,0.11568988946397041,0.07385475797204433,006400
19,대덕전자,2020,Q3,정보기술,-0.07005600405742587,-0.9610063290540805,0.1506955276432842,0.32894695040974686,0.6179821671757217,0.024948918504670736,0.6389524977039931,-0.1644627854910335,008060
19,삼성전기,2020,Q3,정보기술,0.06296690054866524,1.756832444064948,0.01603700556945431,-0.01748363257651664,1.3083856199320678,0.5750898325211224,0.2208042577247593,0.005219701709263086,009150
19,무림P&P,2020,Q3,철강_소재,0.010531683021133421,-5.025338063289651,-0.01432400636539699,0.0034123825962169008,-4.709612001859854,-0.026346046803052414,-0.146889577214406,0.3116566738459748,009580
19,고려아연,2020,Q3,철강_소재,-0.1474532915728377,0.25117464377331933,0.02440059260495664,0.009858450727470158,0.2544200030339865,0.027175960529972842,0.1281769546994811,-0.18715528524135805,010130
19,LG이노텍,2020,Q3,정보기술,-0.10163931150280228,-0.39360430575516625,0.00841603818953418,0.01821270964040722,-0.5378574853405753,0.01655402419327734,0.4398292161480828,0.11183088987384932,011070
19,삼성에스디에스,2020,Q3,정보기술,-0.0003826296009590835,0.12314625195108153,0.020005257958918055,-0.0038998013193763947,0.09178600536031256,0.025382383089988636,0.016150821528038817,-0.1832734439945295,018260
19,일진머티리얼즈,2020,Q3,정보기술,-0.18079383367203034,-0.6501592356687897,0.014075102080667312,0.002737185335866199,-0.6397801354978908,0.014264751714107682,0.03277380416962883,0.15774264550482742,020150
19,신도리코,2020,Q3,정보기술,0.06173524317610022,-1.358401991898229,0.003515881589893688,0.00025865355994536543,-1.3568384419658577,0.00301608661060615,-0.0743705772939196,-0.08008285675687846,029530
