Variable,VIF
const,1.2691011130238499
F_유동자산 변화율,1.0717855930139326
F_비유동자산 변화율,4.164424983547845
F_자산총계 변화율,5.044249395454215
F_유동부채 변화율,2.1328167424316486
F_비유동부채 변화율,1.2305670744183732
F_부채총계 변화율,2.5212988944601564
F_이익잉여금 변화율,1.0633158851907833
F_자본총계 변화율,4.84309619328409
F_매출액 변화율,1.5460382051531436
F_영업이익 변화율,1.5488718151983853
F_법인세차감전 순이익 변화율,1.046084792857765
F_당기순이익(손실) 변화율,1.0515772812704633
M_소비자물가지수 변화율,2.344407730206923
M_환율 변화율,1.4300410495068698
M_GDP 변화율,2.868370042336044
M_금리 변화율,1.9707939143939015
M_수출액 변화율,2.5932093696460323
M_실업률 변화율,2.496364314365957
M_국제유가 변화율,2.0298447826524386
M_주택가격 변화율,1.7886353503774002
