,Feature,Average_Importance
0,F_당기순이익(손실) 변화율,0.10428065300839051
1,F_자본총계 변화율,0.0697464910460942
2,F_비유동자산 변화율,0.06804755216244587
3,F_법인세차감전 순이익 변화율,0.06566475301570678
4,F_이익잉여금 변화율,0.06479782091927701
5,F_매출액 변화율,0.061005291792756745
