,name,year,quarter,sector,Relative Return,당기순이익(손실) 변화율,자본총계 변화율,비유동자산 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,매출액 변화율,Label,Code
30,조선내화,2017,Q4,철강_소재,0.014328859336553763,-2.2036372896848677,-0.021686761534230548,-0.037501053475453516,-0.03240712164204507,-2.2307844154507523,-0.3173780088069069,0.005031510546119491,000480
30,SK하이닉스,2017,Q4,정보기술,0.031392133818404847,-0.02592907058060845,0.09588897945534725,0.04352044640071373,0.12603590948512866,0.08025595777748995,0.11496335056343177,0.038442663684447834,000660
30,영풍,2017,Q4,철강_소재,-0.16014713113232876,0.5752717365036228,0.0024307954293498746,0.009849262092502364,0.002435228563165248,0.6238902292399693,0.054214485282229496,-0.02755000334376075,000670
30,동국제강,2017,Q4,철강_소재,-0.04343631214212041,-0.4170767164794654,0.0026341123668625066,-0.021753692702076277,0.006352793246475752,9.186698053215881,-0.03453867881574213,0.08776384366769185,001230
30,세아베스틸,2017,Q4,철강_소재,-0.10062329377349408,-0.594567678806517,0.008548447824750616,-0.005993208347597645,0.010930510885672762,-0.5978302708073445,-0.024682704292828705,0.05553319362687495,001430
30,고려제강,2017,Q4,철강_소재,0.03157706959447276,0.4051537088133166,-0.0033805765268788424,-0.0030959751382901857,-0.003339446843215632,-0.5923676171178448,0.029962330557362193,-0.01997427097608287,002240
30,세아제강,2017,Q4,철강_소재,-0.08249437113735411,-2.3679294610268493,-0.046701862299999286,-0.028781016141407156,-0.04825119487297069,-1.9997069116876034,-0.05718581991106675,0.10013072101741091,003030
30,LG,2017,Q4,정보기술,0.039219476740540146,-0.9381423035884764,0.0038935514155022943,0.03456710237460592,0.0038321911788929963,-0.9140778501020237,0.10437176790921199,-0.07444355270467415,003550
30,현대제철,2017,Q4,철강_소재,-0.0498366048289104,-0.14910239957535798,0.019279136994692303,0.014950989570541307,0.02129648500190462,0.18185469799529685,0.021350120299514552,0.3402138495149612,004020
30,한솔테크닉스,2017,Q4,정보기술,-0.28262153522227207,-1.73626433427581,-0.018587323702726977,-0.011305150489280491,-0.36370748348807724,-1.721749605951934,-0.08186798983641574,-0.014781481950958516,004710
