F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_자본금 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,M_주택가격 변화율,P_보유 주식 수 변화율,P_1인평균급여 변화율,P_기초 소유 주식 수 변화율,P_기초 소유주식 지분율 변화율,P_기말 소유주식 수 변화율,P_기말 소유주식 지분율 변화율,P_발행할 주식 총수 변화율,P_현재까지 발행한 주식 총수 변화율,P_발행주식의 총수 변화율,P_자기주식수 변화율,P_유통주식수 변화율,P_증자주식수 변화율,P_주식액면가액 변화율,P_발행금액 변화율,Relative Return
1.0,-0.039310249162225336,0.17660339167039543,0.2917288074489069,0.06763123659631709,0.21413954588594283,-0.0037872299374452204,0.07519093041811106,0.03060205433478449,0.28430455657113435,-0.027402534622748075,-0.011887166898279688,0.001483877912402383,0.001483877912402383,-0.013336219632042162,-0.04468059949943136,-0.04160067704116951,-0.052474376073365164,-0.04738649590148888,-0.04142880339230967,-0.036312032881844515,-0.04546974139259507,-0.004429166137795105,-0.0011598355290860245,-0.003622651183097834,-0.004969452398331258,-0.004780836658316154,-0.012715049244522322,-0.022425446487996686,-0.015614335349358632,-0.02088733078373672,-0.017184345471977606,-0.019348443353321185,-0.008591869901332016,-0.0009808088673064692,0.023610922495570025,0.07072042668744845
-0.039310249162225336,1.0,0.5903187203180883,-0.04370586743727365,0.14720522537959782,-0.01991334236773736,0.22837837859990598,-0.05779722322964862,0.237134883745671,0.056403341069010744,-0.008235653498043087,-0.013023394896003288,-0.0002835116003019031,-0.0002835116003019031,-0.019064806528012054,0.05197693569312625,0.048660537685293916,0.025048389389916947,0.0318071693072548,0.05057901059521638,0.04094513722438603,0.05469068949440777,-0.03356639987341822,-0.01015949161336523,-0.007285214419542901,0.0325214898952446,-0.02183317773924554,0.19773735047889507,0.29863738901287384,0.4193793800649178,0.2699974293118665,0.009019688735583464,0.2882527607250914,0.5065473170534678,-0.003735569266529031,-0.012585951443182994,-0.005594062060188224
0.17660339167039543,0.5903187203180883,1.0,0.18768571273959112,-0.019785753381169773,0.2559573584666574,0.41356646228222305,-0.033235302578826294,0.3021526933547519,0.1282417095485861,-0.024845901139131037,-0.01877463407290656,-0.017946923474796025,-0.017946923474796025,-0.01963380009689065,-0.0003312348682373374,-0.01500755420884313,-0.003658187198354895,-0.030595076325005393,-0.009764703070106462,-0.006968842550012851,-0.013668706229963324,-0.026030209159818504,-0.018843901399842735,-0.005525762953757642,0.01638817596616639,-0.016888052347857153,0.1872600232749626,0.3121881893224568,0.4642749388468113,0.2907906037116066,-0.06873533225214482,0.3127974397049214,0.5832479691199965,-0.003656678201904934,0.10215564865028524,0.06083004688406645
0.2917288074489069,-0.04370586743727365,0.18768571273959112,1.0,-0.04146134848358628,0.7302194618798116,0.0025923356056402847,-0.008926811681049772,-0.13008765415014534,0.2889493410698474,0.0476824774700601,-0.0027376310153824288,0.001306712188405233,0.001306712188405233,-0.00927533042672861,0.00023193664572626803,0.0068165729654858,0.016035490246190602,-0.004516350645199398,0.019804294652102435,-0.0058098216565668215,0.003007747254243344,-0.004106835164193429,-0.0031399447220759776,-0.003819602360715814,-0.002144370996853741,-0.0047614369987497235,0.0071724986985248415,-0.0249175371263855,-0.025464797482200336,-0.026121985047995996,-0.033869791692643876,-0.02633957591160221,-0.02482741402217304,0.02137237745001818,0.03286676164272525,0.044841576552735095
0.06763123659631709,0.14720522537959782,-0.019785753381169773,-0.04146134848358628,1.0,0.04782372429191323,-0.0519593403611063,0.012216002093902128,-0.04459966836916232,0.03204991580993769,0.001819037630008612,-0.03644064377970526,0.007085919879318311,0.007085919879318311,-0.002941919213376685,0.005100997681210665,0.009961020886637667,0.01866639922946433,0.012639129152661605,0.013601826255567296,0.031165488558478536,0.012816536479737333,-0.001507369506120527,-0.004913467206089182,-0.002043116205993721,0.0010781552726715762,-0.0021995699785206588,-0.0015829124180137156,-0.005476284925034935,-0.006286770355348398,-0.004185713277625342,-0.0020981754053780665,-0.004546042392090732,-0.008759997636813248,-0.0009877519774503117,-0.003964702393747702,0.0010180343332695466
0.21413954588594283,-0.01991334236773736,0.2559573584666574,0.7302194618798116,0.04782372429191323,1.0,-0.0033544456621763022,-0.0164177078091983,-0.18958083478217977,0.2502770973961405,0.009198854851451093,-0.007111780973291957,-0.002287137279548601,-0.002287137279548601,-0.009933694000706613,-0.008628585625531015,-0.006687047996504335,0.0038936954482339157,-0.02352625783833294,0.008187183693236144,-0.011873363135716542,-0.008522233941699264,-0.003462933005885221,-0.014471001155631416,-0.003502654530332805,0.011980431795743023,-0.004199377620486283,-0.02158945739956817,-0.0669312609505733,-0.07659020937315592,-0.05800310244182026,-0.036286082054756856,-0.060702816816199615,-0.0855946406562136,0.03389473605715635,0.04101982595184438,0.05893094321904629
-0.0037872299374452204,0.22837837859990598,0.41356646228222305,0.0025923356056402847,-0.0519593403611063,-0.0033544456621763022,1.0,-0.002385694076621501,0.22702205141214188,0.03109802713052552,-0.01872420656048551,0.0024044158216654722,-0.002835549595617384,-0.002835549595617384,0.018727935900354965,0.019989232220970436,0.025143962676215117,0.06162056425593391,0.032653921901428,0.013600156845938636,0.0518492007844826,0.021167035563824793,0.0008536915721979207,-0.020434673833663545,-0.001934923455028344,0.016597124461921846,-0.0009547286598214465,0.127427205499949,0.2999675169722975,0.37465187705733916,0.2706513285106525,-0.10074996127751887,0.2857826522140903,0.4371637080837172,-0.004572302406973808,0.06315785095187716,0.02076990087013482
0.07519093041811106,-0.05779722322964862,-0.033235302578826294,-0.008926811681049772,0.012216002093902128,-0.0164177078091983,-0.002385694076621501,1.0,-0.014212840282109021,0.08187249197964333,0.00024934094566362675,-0.014263331407346517,-0.012871866695401768,-0.012871866695401768,-0.006937288333499541,0.0071995462510858,0.00974104839350518,-0.0067368168804021545,0.02570009686499421,0.0045756353705518,0.02441228211680645,0.010119184202053417,-0.11665178482296848,0.0006173362535225424,-0.041159944241257185,-0.000708523077873726,-0.08794869957776881,-0.04017982478589895,-0.015663206330122706,0.0018283952782428526,-0.0018822898808497572,0.003862400289776942,-0.0018652622797640846,-0.00028490105513896783,-3.486951772669027e-05,-0.002383677638067443,0.008642316067611087
0.03060205433478449,0.237134883745671,0.3021526933547519,-0.13008765415014534,-0.04459966836916232,-0.18958083478217977,0.22702205141214188,-0.014212840282109021,1.0,0.061271196545749376,-8.579360983881933e-06,-0.018270199534679187,-0.018587645743605434,-0.018587645743605434,0.00011174065148664691,0.0104043696841963,0.008133067456185989,0.003944387675505135,0.014037755985073081,0.010261234308851033,-0.005927143668634294,0.008428051577829993,-0.023984831128889345,0.00026381462934415694,-0.005432744830152339,-0.00391992861384423,-0.015834910743254934,0.08153649466372835,0.14770574996841815,0.19708188540485128,0.13329846368780773,0.039141295894925404,0.14142144881969818,0.2296481582009609,-0.0022629683959417167,0.01841651376742426,0.06091338091128457
0.28430455657113435,0.056403341069010744,0.1282417095485861,0.2889493410698474,0.03204991580993769,0.2502770973961405,0.03109802713052552,0.08187249197964333,0.061271196545749376,1.0,-0.008011634541317765,0.0004845250306530485,0.00749923201195412,0.00749923201195412,0.017621888882360964,-0.011670554772683413,0.0024981516298901094,0.05624330852887721,0.017253781982620287,-0.020459917942855104,0.07451259168283643,-0.0006451531162262691,0.0019291051811614107,0.024199331027622596,-0.004343197879065727,-0.0016911352959633598,-0.001973422525252795,0.021532308419708754,0.008321104540184058,0.02480618682539148,0.0128188309274006,-0.019161762512829486,0.01400782362907784,0.03045614681627206,0.049392856490054204,0.004767878854076724,0.06261332915063765
