,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,비유동자산 변화율,이익잉여금 변화율,유동자산 변화율,Label,Code
11,하이트진로,2022,Q1,생활소비재,-0.012106847679306795,-6.841414483054641,0.14243123809696745,0.6800022376931831,-0.0053036190353181745,-0.07736521656314133,0.1636636922553667,-0.05541183527418489,000080
11,한화,2022,Q1,에너지_화학,-0.015352976835334521,-0.016408362804243848,-0.004630210677561197,-0.5715987215052467,0.00012028165151511949,-0.012202849238451274,0.09503793131490657,0.14146888500578209,000880
11,CJ,2022,Q1,생활소비재,0.08096572305841608,4.711137577021406,0.006478284676215251,4.060620788272118,-0.0006623326478456537,0.004591037336294068,0.7509315154456013,0.014524224541941813,001040
11,대상,2022,Q1,생활소비재,0.13444508417465725,-0.4109959040004143,0.22470151714523912,1.758853041157142,0.03470319734599259,-0.0004292251387612023,0.06213814044355992,0.00908591641667051,001680
11,오리온,2022,Q1,생활소비재,0.05552237888351503,7.712667568585347,-0.00843714842080312,6.006456225253842,-0.0037931931973068655,9.468226499093175,3.509611214323507,0.11705508667435624,001800
11,아모레G,2022,Q1,생활소비재,0.058838877200013344,-1.82452083682968,-0.014996901701187393,-5.16477236330467,-0.00013677098251163589,-0.007209428689631703,0.039546206335441036,-0.1529368295026173,002790
11,한국쉘석유,2022,Q1,에너지_화학,0.042623182591799494,0.2269683038552781,0.06469904263456261,0.1399725321219365,-0.030475069474484195,-0.15898117367455533,0.0766598576004851,0.046177535082498944,002960
11,태광산업,2022,Q1,에너지_화학,0.020915546732076327,-0.4424538601529042,0.0006012371518775428,-0.32540960706436894,-0.016441403068846894,0.01286790851956221,0.0475025384060801,-0.04799590552283823,003240
11,남양유업,2022,Q1,생활소비재,0.0018108270868471901,-0.07927643248809135,-0.000837674356544249,0.0765331974780743,-0.008851853308732838,-0.018315492620922247,-0.01651166052529285,0.01619361040473865,003920
11,삼성정밀화학,2022,Q1,에너지_화학,0.09203436602249784,1.4909883125248395,-0.01098957247542487,0.3051738690771093,-0.013069455676948394,0.08510924735670877,0.28812118950862353,-0.07625433178886362,004000
11,농심,2022,Q1,생활소비재,0.08963650623354918,0.2379128774155319,0.010847900384512998,0.03767911344220254,-0.0033770423260756077,0.0021580799081273305,0.05182597940942779,0.018852195521839837,004370
11,효성,2022,Q1,에너지_화학,0.0012464515290683646,-0.5929333532674983,0.019676568440828657,-0.6349697835772609,-0.02759800051030159,-0.013709767774316872,0.34061345760878003,-0.02622894125537778,004800
11,빙그레,2022,Q1,생활소비재,0.01513203476435735,-1.1140870951843103,0.4341467584721297,-1.9041654549967175,0.012715550870961767,-1.5217122344957457,0.06144815308162355,-0.056387606328970115,005180
11,롯데칠성,2022,Q1,생활소비재,0.24279269149990607,-33.862718005166336,-0.08869678693941285,1.625672539291541,-0.006877896042821741,0.0026378455487348074,0.009439945946059236,-0.09264071438839692,005300
11,현대그린푸드,2022,Q1,생활소비재,0.04004255462786395,-2.3115476420275454,0.03614376057843227,1.6811126533391185,-0.013227314955976954,0.007072443339017465,0.03928100226246789,-0.033150363955609836,005440
11,삼립식품,2022,Q1,생활소비재,-0.09474296463364472,-0.5320858147183991,-0.03457552883705506,-0.5372459755098034,-0.029408487006310824,-0.004195764014453318,0.12830510622175617,0.08237324862937995,005610
11,크라운제과,2022,Q1,생활소비재,0.09190569715711869,-7.376765899798592,0.017745546043181903,-26.124290633997973,-0.00021594237662092564,0.01811135880878112,3.085009711772236,-0.17739734218451125,005740
11,SK케미칼,2022,Q1,에너지_화학,0.06695250907717142,3.390476571671405,0.012497347626974964,-10.344201308633778,0.0005888717501187912,0.014773257488093217,0.16465852203941456,-0.031607328065656144,006120
11,대한유화,2022,Q1,에너지_화학,-0.03009590916700716,-1.2872334740069942,0.2069457364902545,-0.8594750479750548,0.007423644846950017,-0.010912448170985134,-0.043834339468107,-0.06255681901992194,006650
11,GS리테일,2022,Q1,생활소비재,-0.032465579571449535,0.38291770402673464,0.008319495510492603,0.17900657065057834,0.015413456923862867,-0.027544177553696203,0.01926129440510227,0.03112638205578504,007070
11,오뚜기,2022,Q1,생활소비재,0.11998002740190816,1.9490863235400875,-0.25570471642697723,1.0598221415875972,-0.010299208733196563,0.02490331468085283,0.01761620074248582,0.08099068262893837,007310
11,국도화학,2022,Q1,에너지_화학,-0.057729820447124075,-0.062187815752529074,0.004585591805700728,-0.1916768694447869,0.0768273267214854,0.03206077022520937,0.13816914279407655,0.03269435282292643,007690
11,한화케미칼,2022,Q1,에너지_화학,-0.09840064230762588,2.4736441058237575,0.07843103975962218,0.24413871784974006,0.08014861437368914,0.01662958798601566,-0.007073221378926631,0.5523209740931654,009830
11,OCI,2022,Q1,에너지_화학,0.008155195614759136,0.14893840683822757,0.18026905564880136,-0.04309694589804014,0.057274384254268895,-0.006337754209028601,-0.08595903394380067,0.29575264424722736,010060
11,S-Oil,2022,Q1,에너지_화학,0.33368463967246115,2.08729385442604,0.10435960179877202,2.408136882713284,-0.005797702137464444,0.10265248777890612,0.2687499880120532,-0.1417745728974242,010950
