,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,비유동자산 변화율,이익잉여금 변화율,유동자산 변화율,Label,Code
34,하이트진로,2016,Q2,생활소비재,-0.21978854970262243,-0.16413379490709135,-0.08062696440096995,0.06225300778873777,-0.01278768375772199,0.03565536001713587,0.06682440002272338,-0.03598531033709729,000080
34,한화,2016,Q2,에너지_화학,-0.11963789620488255,-0.2309656189719732,-0.13896463459713082,0.05351073597396949,0.01130099412211294,0.02782782752995927,-0.017571982519603346,-0.008169161058828388,000880
34,CJ,2016,Q2,생활소비재,-0.18960116914057856,-0.7669861265716806,0.0072292199775858546,-0.7366765580435821,2.998635143214301e-05,0.004545587279831453,-0.13979043045618333,-0.1523368496930036,001040
34,대상,2016,Q2,생활소비재,0.07967801911387586,-0.20499444811329115,0.005528093952218871,-0.07869163330313955,0.004025403210617284,0.037867127047358284,0.038145328014058455,-0.13602207737328315,001680
34,오리온,2016,Q2,생활소비재,-0.15338178941590255,1.1650950645064202,0.018276932877049568,-0.3052714073143963,0.006360994631070316,0.0011200660028105602,-0.07009901755355874,-0.18535685414290062,001800
34,아모레G,2016,Q2,생활소비재,-0.17744728494812168,-0.9901854201928948,-0.00453202231882166,-1.0098850483487791,0.000231187205032235,-0.0004412610287386487,-0.0833298886827829,0.025949920262107042,002790
34,한국쉘석유,2016,Q2,에너지_화학,-0.08564949341191254,0.012455363029826971,-0.07994066253480414,0.08470084590711235,0.003334151093087545,0.10224508292317336,-0.144427976872456,-0.00914302308301864,002960
34,태광산업,2016,Q2,에너지_화학,-0.06198293431178346,0.3926160049260339,0.011530969475506136,-3.843180230566171,0.006336536549250704,0.0013466434853635079,0.01813488169945665,0.003052012134175792,003240
34,남양유업,2016,Q2,생활소비재,-0.09472363552423035,1.9035037356396871,-0.19925423295573153,2.7223651060540877,-0.0030317113324968004,0.012882603226104461,0.026631935913643545,0.005181239854440141,003920
34,삼성정밀화학,2016,Q2,에너지_화학,-0.05296271180271714,-1.2754680915168097,0.0005684683359967746,-2.174724758684227,-0.020078648497515394,0.030025500590234566,0.07509792380285618,-0.16505417548574225,004000
34,농심,2016,Q2,생활소비재,-0.1780270453076065,-0.9079110926196303,-0.20368961434244914,-0.8281181286527772,0.008573434334518959,0.006493477010582893,-0.06651322823459072,-0.1457451772756213,004370
34,효성,2016,Q2,에너지_화학,0.1534777984746975,-0.5805314298371178,0.053961787663831196,0.43435460460787234,-0.011682974239716204,0.03241013972825746,-0.061357005008706555,0.008662089460464695,004800
34,빙그레,2016,Q2,생활소비재,-0.11018559045260598,3.1714256568413868,-0.14858791219877743,5.715947888773787,-0.02393667263633148,1.9420546648583596,0.11137982190832196,-0.015148782523825285,005180
34,롯데칠성,2016,Q2,생활소비재,-0.24769800863879976,-0.07504735245728256,-0.01243528318788445,0.18738296545846644,-0.007538595202371434,0.011534706840914843,0.19988850005912262,-0.04036610090069271,005300
34,현대그린푸드,2016,Q2,생활소비재,-0.14465697385225118,-0.4594270512805826,-0.04789121403052987,-0.27093477111252984,-0.03262489121738055,0.020044772680589018,0.010213946009797858,-0.06730279186944621,005440
