,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,비유동자산 변화율,이익잉여금 변화율,유동자산 변화율,Label,Code
23,하이트진로,2019,Q1,생활소비재,0.13211775161023842,-2.8027381050160685,0.6897806449205179,-1.2591771900780397,0.02281548901552677,0.5745497952748062,-0.06027971327344883,0.0872777002159705,000080
23,한화,2019,Q1,에너지_화학,-0.04853802088551708,-0.8469199985707649,0.049483831911554255,-0.7103351020603279,0.014600014645917092,-0.02106000291390353,0.02646772323438018,-0.15130566166444795,000880
23,CJ,2019,Q1,생활소비재,-0.1025298796100788,2.4244923121743223,0.03278340876927266,4.275578278197231,0.006704233237018853,-0.010962648062234681,0.2362859835375084,-0.22322779129095355,001040
23,대상,2019,Q1,생활소비재,-0.1110409216559617,-13.855683758889123,0.32891848625708175,3.01225128303736,0.016791748590101463,0.007737813478325473,0.28564435844216196,-0.045225165199967235,001680
23,오리온,2019,Q1,생활소비재,0.05690690037991064,1.1790902867316215,10.900807128853279,10.356225525900761,-0.005230914790510743,-0.5166194444124357,1.7135735933438596,-0.10415342262919178,001800
23,아모레G,2019,Q1,생활소비재,0.01831549592935707,10.662312602334579,-0.09305975752781415,144.03463173200572,0.007241672382942044,0.019844772334498773,0.07840135791932545,-0.1419193800760003,002790
23,한국쉘석유,2019,Q1,에너지_화학,0.03378105806185134,-0.1671497776447628,0.0,-0.17186316513868583,0.017827839003841994,-0.18589825534436444,-0.020005155792630847,0.047126003335580306,002960
23,태광산업,2019,Q1,에너지_화학,-0.05150507717388067,8.317618320505055,0.03738180831062632,-0.36468145007554365,0.008043915521650957,0.01879554137278916,0.040149385182217,-0.22519583058794568,003240
23,남양유업,2019,Q1,생활소비재,0.025595438990866713,-0.77339266940667,7.793732100604457,-0.7397077094415225,0.23797955907884805,0.0012391164281579936,0.002933598753672939,-0.03722636073201374,003920
23,삼성정밀화학,2019,Q1,에너지_화학,0.06807493503702064,2.381949527397459,0.01784072385904123,-0.022258239208362784,0.010177054361631521,0.052368219570489094,0.13096692829681866,0.03075821555241501,004000
23,농심,2019,Q1,생활소비재,-0.0937125065069914,0.03343316144242414,0.13538979773803494,0.06828880551058036,0.016565253455773865,0.0002148293137493873,0.03661304256878739,-0.10368408595835324,004370
23,효성,2019,Q1,에너지_화학,0.09611798615802036,-1.2773338763627071,0.08090192603095114,-1.6166188907974357,0.00822951751678147,-0.007457742595747829,1.0644742057485064,0.1065397642693578,004800
23,빙그레,2019,Q1,생활소비재,0.05314771236452197,-1.7360550372191543,0.6157879143974989,-1.4826982026118904,0.04725385616479194,-0.7555308882112701,0.04697910071840128,-0.08456857949375865,005180
23,롯데칠성,2019,Q1,생활소비재,-0.08649932546618737,-1.0908917409157324,-0.10642163888820688,2.772955137442916,0.013391309035339916,-0.01472544331340453,0.3610897250945033,-0.06691938007600029,005300
23,현대그린푸드,2019,Q1,생활소비재,-0.04503444151343003,-0.0671054181142634,0.12627284151288332,0.07768860658047361,0.0252630604507893,0.01226831212556645,0.09071640482425258,-0.063978033141956,005440
23,삼립식품,2019,Q1,생활소비재,-0.11254376588181063,-0.6283044674897995,2.128952197359917,-0.60309184982096,0.05173150717544406,-0.0028842896521105166,-0.042942073235285316,-0.22634560958419703,005610
23,크라운제과,2019,Q1,생활소비재,-0.052891736055795724,-48.8127811984517,-0.03494982025988258,-116.01871823936844,0.0024727982001935267,0.009605634488643044,3.059535863767758,0.02582255540787068,005740
23,SK케미칼,2019,Q1,에너지_화학,0.10150612895032014,-1.7637574405093015,-0.19879633141834363,-14.09080065994778,0.0028658376873071933,0.00496035289452923,0.28567176523142623,-0.161170716974396,006120
23,대한유화,2019,Q1,에너지_화학,-0.0718194382970196,2.5664086665128427,0.08632576666997438,2.1164228502047977,-0.0073175915569957395,0.022430455719189224,0.26121292078683567,-0.13906562132144265,006650
23,GS리테일,2019,Q1,생활소비재,-0.04304538092221839,7.042748748861285,3.0424065930507442,-0.6245086561899469,0.39785412100725903,-0.005755629847688182,0.2583552921721859,0.1682857665271764,007070
23,오뚜기,2019,Q1,생활소비재,-0.06578986417756941,0.6451519821130289,0.043883808494548315,0.4056774111908861,0.019810200984247794,0.015855058149871093,0.05809406080428858,-0.06186157660779219,007310
23,국도화학,2019,Q1,에너지_화학,-0.004241627612673573,0.5794896286646449,-0.01767580582456596,1.2913747853752686,0.061805925542280926,-0.0024205612011261035,0.10827612947435661,0.037654307498687756,007690
23,한화케미칼,2019,Q1,에너지_화학,0.013660248712433955,-1.6862098006226072,0.05903699139887064,-2.065254223616703,0.006366768673691903,0.01694928826179476,0.08898085487111307,-0.10815472176625504,009830
23,OCI,2019,Q1,에너지_화학,-0.02255571736582705,-0.5011187159793409,0.06339379597684869,0.10817482903194486,-0.005996365845440277,-0.02008503245586335,-0.09162212351937782,-0.17348512034121136,010060
23,S-Oil,2019,Q1,에너지_화학,-0.04919481791145233,-1.3435622651962396,0.022790065527411363,-1.8140573499832637,0.009290926062584637,0.0202389246831729,0.060052521450076,0.08338182474327682,010950
23,롯데케미칼,2019,Q1,에너지_화학,-0.08120919588312296,1.3291480884461109,-0.09632074049724093,1.4582169813357018,0.01086631274929939,-0.00969921417730446,0.02551492671410882,-0.1079561292262059,011170
23,금호석유,2019,Q1,에너지_화학,-0.01839722170632569,4.397047287228408,-0.2852670566871133,1.599630845487892,-0.010300955557473679,0.0693639910730135,0.14242528012941524,-0.14013764288223637,011780
23,SKC,2019,Q1,에너지_화학,-0.0657644751791459,-3.6434946293669626,0.12069284548493564,-0.1184493295051453,0.007799739651277893,-0.005056111485109871,0.47295855009927834,0.2953687555172201,011790
