,name,year,quarter,sector,Relative Return,법인세차감전 순이익 변화율,비유동부채 변화율,영업이익 변화율,비유동자산 변화율,이익잉여금 변화율,유동자산 변화율,Label,Code
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,-0.4965490301398281,0.007578404108758541,-0.08459790919232058,-0.00035696854703115566,0.019400058661172448,-0.026066099480617444,-0.17068264442794995,000080
33,한화,2016,Q3,에너지_화학,-0.008169161058828388,-0.4405754334194024,-0.05179550599005367,-0.2994510955154962,0.0063181787942987455,0.01182713877430297,-0.06465010674916571,-0.1480524624259277,000880
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.028864798176029716,0.007249193258550113,0.008895097874344726,-0.0006186861606024552,0.004574507703857478,0.08310912825388472,-0.06228555020128465,001040
33,대상,2016,Q3,생활소비재,-0.13602207737328315,0.4067816851806436,0.01379193633164566,0.06880401883909926,0.03836325979662458,0.05498587715038128,-0.030014096932042267,-0.27888938087563453,001680
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,-0.31802019502549705,-0.1605360508029724,-0.2727874488290898,-0.031217306569349512,0.024592276178315498,-0.028601864426049617,-0.17317446296599925,001800
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,-3.041531187439077,0.01301595309686876,0.039920644608754996,0.0013426432607561711,-0.0010731504098437927,-0.005795328937587052,-0.3155265935223543,002790
33,한국쉘석유,2016,Q3,에너지_화학,-0.00914302308301864,-0.20833924523862224,0.014218813584566892,-0.21979799200974204,0.014171029172739047,0.03397061784376909,0.022347382789226433,-0.22900066637135905,002960
33,태광산업,2016,Q3,에너지_화학,0.003052012134175792,-3.2189423202964935,0.20108995650721062,-0.5015890715733262,0.00273393893214946,-0.005467361547842997,-0.025348037960863046,-0.10714640041194032,003240
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,-0.30062247363327343,-0.11207685588350424,-0.2689808475024904,-0.03387612013010277,0.008543108875769923,0.033783793835122644,0.1127092949915663,003920
33,삼성정밀화학,2016,Q3,에너지_화학,-0.16505417548574225,-0.567571562509318,-0.33941787786566535,-0.5498462079643753,-0.019737601572862862,0.012917040537689717,-0.022814060339357956,0.1852746668176697,004000
