code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
880,Hanwha_Corp,에너지_화학,2024,Q1,"3,282,774,000,000","7,849,067,000,000","11,131,841,000,000","4,243,254,000,000","3,447,915,000,000","7,691,169,000,000","3,017,378,000,000","3,440,672,000,000",1652430000000.0,183672000000.0,138305000000.0,127958000000.0,127958000000.0,"489,550,000,000",109878000000.0,,,,,,,,,
2960,Korea_Shell_Petroleum,에너지_화학,2024,Q1,"167,272,133,388","30,257,869,949","197,530,003,337","90,430,458,741","2,833,419,284","93,263,878,025","96,265,787,555","104,266,125,312",81373659102.0,12374719009.0,13653852147.0,10615870047.0,10615870047.0,"7,000,000,000",10615870047.0,,,,,,,,,
3240,Taekwang_Industrial,에너지_화학,2024,Q1,"1,611,549,012,710","2,161,627,792,533","3,773,176,805,243","313,189,111,293","239,982,085,985","553,171,197,278","3,209,710,993,086","3,220,005,607,965",492001364764.0,-31755672.0,65411552497.0,53737631481.0,53737631481.0,"5,567,000,000",54584008848.0,,,,,,"759,778,075,197","116,781,649,914",,
4000,Samsung_Fine Chemicals,에너지_화학,2024,Q1,"1,140,360,097,255","1,462,665,523,844","2,603,025,621,099","301,587,912,765","118,729,587,220","420,317,499,985","1,730,377,210,965","2,182,708,121,114",402561279303.0,12348964602.0,62967722698.0,55543231574.0,55543231574.0,"129,000,000,000",55543231574.0,,,,,,,,,
4800,Hyosung,에너지_화학,2024,Q1,"251,706,364,633","2,687,688,249,124","2,939,394,613,757","180,750,177,542","289,941,707,315","470,691,884,857","6,339,205,881,164","2,468,702,728,900",140876971288.0,3390853680.0,2828681378.0,3227582964.0,3227582964.0,"105,355,125,000",32829066734.0,,,,,,,,,
6120,SK_Chemicals,에너지_화학,2024,Q1,"225,223,756,514","1,657,425,087,058","1,882,648,843,572","425,129,404,510","371,997,239,011","797,126,643,521","1,586,595,944,232","1,085,522,200,051",44776386350.0,41428436022.0,34319662899.0,33457524008.0,33457524008.0,"111,677,150,000",33660554783.0,,,,,,,,,
6650,Korea_Petrochemical_Ind,에너지_화학,2024,Q1,"542,643,960,042","1,493,553,082,032","2,036,197,042,074","311,162,787,892","7,820,091,570","318,982,879,462","1,415,555,107,458","1,717,214,162,612",659064856026.0,-16689865729.0,-12014729715.0,-8641707635.0,-8641707635.0,"41,000,000,000",-8641707635.0,,,,,,,,,
7690,Kukdo_Chemical,에너지_화학,2024,Q1,"610,101,887,161","839,820,623,573","1,449,922,510,734","535,424,396,067","90,500,291,006","625,924,687,073","680,863,930,338","823,997,823,661",227913469805.0,4797647815.0,5037044894.0,3951255813.0,3951255813.0,"45,053,080,000",4377119645.0,,,,,,,,,
9830,Hanwha_Solutions,에너지_화학,2024,Q1,"3,667,964,202,666","13,724,878,937,050","17,392,843,139,716","6,229,790,307,165","3,534,010,592,323","9,763,800,899,488","5,674,829,628,176","7,629,042,240,228",1573627419232.0,-45947463750.0,-36432795908.0,-30844067005.0,-30844067005.0,"888,568,910,000",-30832739721.0,,,,,,,,,
10060,OCI,에너지_화학,2024,Q1,"624,932,205,000","1,949,291,957,000","2,574,224,162,000","98,778,647,000","72,940,951,000","171,719,598,000","2,266,449,228,000","2,402,504,564,000",317398411000.0,294938294000.0,290457127000.0,287145194000.0,287145194000.0,"107,063,575,000",287856807000.0,,,,,,,,,
10950,S-Oil,에너지_화학,2024,Q1,"10,197,173,000,000","12,051,674,000,000","22,248,847,000,000","9,971,251,000,000","3,258,407,000,000","13,229,658,000,000","7,353,288,000,000","9,019,189,000,000",9223162000000.0,453503000000.0,229638000000.0,168791000000.0,168791000000.0,"291,512,000,000",168791000000.0,,,,,,,,,
11170,Lotte_Chemical,에너지_화학,2024,Q1,"5,884,410,982,979","15,956,082,862,549","21,840,493,845,528","5,805,476,811,869","3,205,039,985,738","9,010,516,797,607","10,276,434,954,577","12,829,977,047,921",3396127833556.0,-92430201978.0,-47990997854.0,-5884363551.0,-5884363551.0,"213,877,095,000",32034415565.0,,,,,,,,,
11780,Kumho_Petrochemical,에너지_화학,2024,Q1,"1,543,464,099,661","3,076,888,305,800","4,620,352,405,461","1,049,900,135,212","312,155,135,686","1,362,055,270,898","2,929,970,839,793","3,258,297,134,563",1109335103911.0,54777813651.0,137238281743.0,126945104730.0,126945104730.0,"167,455,885,000",119177466550.0,,,,,,,,,
11790,SKC,에너지_화학,2024,Q1,"76,764,450,999","2,649,511,851,795","2,726,276,302,794","459,740,510,669","465,052,675,135","924,793,185,804","1,718,586,274,389","1,801,483,116,990",4981509168.0,-9760177474.0,-22204006650.0,95082273.0,95082273.0,"189,341,490,000",109513158.0,,,,,,,,,
14680,Hansol_Chemical,에너지_화학,2024,Q1,"313,555,388,337","828,064,863,509","1,141,620,251,846","215,613,908,619","171,306,019,709","386,919,928,328","720,566,643,484","754,700,323,518",149174667967.0,31442893502.0,39839824000.0,30065038605.0,30065038605.0,"56,675,975,000",30307824466.0,,,,,,,,,
14820,Dongwon_Systems,에너지_화학,2024,Q1,"501,417,785,361","997,093,400,456","1,498,511,185,817","557,106,843,469","211,288,025,679","768,394,869,148","266,902,136,903","730,116,316,669",287378541872.0,14531864839.0,11536847016.0,13010294662.0,13010294662.0,"146,276,965,000",13179014645.0,,,,,,,,,
14830,UNID,에너지_화학,2024,Q1,"282,032,823,051","621,049,276,424","903,082,099,475","202,893,785,807","24,579,583,508","227,473,369,315","836,776,764,343","675,608,730,160",147833300400.0,16973408165.0,38729774735.0,34676060597.0,34676060597.0,"33,838,000,000",30340933330.0,,,,,,,,,
25860,Namhae_Chemical,에너지_화학,2024,Q1,"483,395,995,565","282,751,513,766","766,147,509,331","229,608,703,384","14,426,269,946","244,034,973,330","433,771,545,469","522,112,536,001",415729272823.0,23331435700.0,19716285161.0,14732008272.0,14732008272.0,"49,678,843,000",14732008272.0,,,,,,,,,
51910,LG_Chem,에너지_화학,2024,Q1,"9,060,041,000,000","25,656,389,000,000","34,716,430,000,000","7,292,547,000,000","7,129,458,000,000","14,422,005,000,000","17,173,409,000,000","20,294,425,000,000",5012066000000.0,46816000000.0,152156000000.0,198731000000.0,198731000000.0,"391,406,000,000",163561000000.0,,,,,,,,,
69260,Huchems,에너지_화학,2024,Q1,"546,001,694,970","579,225,684,767","1,125,227,379,737","250,517,969,848","40,822,719,812","291,340,689,660","658,599,011,154","833,886,690,077",300813718157.0,31537101907.0,38619781468.0,30533100650.0,30533100650.0,"40,878,588,000",31347143287.0,,,,,,,,,
78930,GS_Holdings,에너지_화학,2024,Q1,"697,665,000,000","6,523,505,000,000","7,221,170,000,000","466,010,000,000","382,394,000,000","848,404,000,000","4,613,602,000,000","6,372,766,000,000",439980000000.0,418778000000.0,418709000000.0,412538000000.0,412538000000.0,"473,501,000,000",412482000000.0,,,,,,,,,
79980,Huvepharma,에너지_화학,2024,Q1,"219,246,604,841","461,970,458,204","681,217,063,045","298,224,354,411","141,308,561,514","439,532,915,925","46,882,035,035","241,684,147,120",176546992375.0,-7419068303.0,-10143718992.0,-11055900380.0,-11055900380.0,"172,500,000,000",-10794947338.0,,,,,,,,,
93370,Huvis,에너지_화학,2024,Q1,"92,043,626,966","411,041,847,828","503,085,474,794","89,783,767,998","154,525,499,298","244,309,267,296","135,243,053,604","258,776,207,498",63306286772.0,-2541124052.0,-101832633.0,-77568352.0,-77568352.0,"47,176,052,000",-151789879.0,,,,,,,,,
96770,SK_Innovation,에너지_화학,2024,Q1,"1,646,493,194,000","19,879,532,458,000","21,526,025,652,000","465,041,241,000","2,472,830,895,000","2,937,872,136,000","11,048,439,427,000","18,588,153,516,000",681822695000.0,369259412000.0,383549570000.0,349379210000.0,349379210000.0,"509,519,950,000",367679299000.0,,,,,,,,,
120110,Kolon_Industries,에너지_화학,2024,Q1,"1,582,113,665,795","3,230,532,942,661","4,812,646,608,456","1,787,749,081,726","579,300,233,188","2,367,049,314,914","1,055,287,537,605","2,445,597,293,542",801430984896.0,18458699669.0,20228586570.0,10382089036.0,10382089036.0,"151,434,755,000",72746578535.0,,,,,,,,,
