,name,year,quarter,sector,Relative Return,부채총계 변화율,매출액 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,실업률 변화율,금리 변화율,Label,Code
7,조선내화,2023,Q1,철강_소재,0.06836339716957847,-0.09414070085295922,-0.009001172611143526,0.008909039258360174,-1.3006376883211392,-0.05813953488372092,-0.12061758935426237,0.01859796740924216,000480
7,영풍,2023,Q1,철강_소재,-0.08632504545940695,0.11485875040803184,-0.07662054891727643,0.04194689292381737,-1.6616865226516435,-0.05813953488372092,-0.12061758935426237,-0.008138775911639778,000670
7,동국제강,2023,Q1,철강_소재,-0.0896062855049913,0.04065093225563543,-0.055101902947439774,0.058012714921399366,122.62314326654231,-0.05813953488372092,-0.12061758935426237,0.20365198402539958,001230
7,세아베스틸,2023,Q1,철강_소재,0.005019466384008388,0.15242195915871015,-0.30791722407055333,0.005840820022078086,-0.1221568230761445,-0.05813953488372092,-0.12061758935426237,-0.01517141271331833,001430
7,고려제강,2023,Q1,철강_소재,-0.12670927147250136,0.05478255264024656,-0.14465949101103193,0.0056693784658230495,36.51452740282365,-0.05813953488372092,-0.12061758935426237,0.19543682499953216,002240
7,세아제강,2023,Q1,철강_소재,0.028680810714708974,0.2577002736285281,7.751471975872944,0.03433322742626976,71.62036145654875,-0.05813953488372092,-0.12061758935426237,0.21341076251411584,003030
7,현대제철,2023,Q1,철강_소재,-0.018297440196015237,-0.02699253827803727,0.11908698135628315,0.009673225735137514,-1.8552901791882697,-0.05813953488372092,-0.12061758935426237,-0.048063175218814744,004020
7,삼광글라스,2023,Q1,철강_소재,-0.10419097835919167,-0.06520914173179515,-0.11373883279054009,-0.08144915079026549,-0.754024031598815,-0.05813953488372092,-0.12061758935426237,-0.14846349759528193,005090
7,POSCO,2023,Q1,철강_소재,0.07761034656793306,0.06404549012077099,0.14227985908794527,0.00844201762208141,1.5571264488261822,-0.05813953488372092,-0.12061758935426237,0.5378390778086102,005490
7,무림P&P,2023,Q1,철강_소재,-0.034432687876599546,-0.0483439897829403,-0.07060981205126293,-0.0037924361763430614,-0.08101394143093699,-0.05813953488372092,-0.12061758935426237,-0.11948345723663582,009580
7,고려아연,2023,Q1,철강_소재,-0.13914484232180235,-0.0607132793103774,-0.16149531820532315,-0.03407366421640101,0.09745773084119436,-0.05813953488372092,-0.12061758935426237,-0.02949819793436219,010130
7,풍산,2023,Q1,철강_소재,0.06564280825471461,-0.04088129241111549,-0.10285343692656768,0.023615010712588314,1.8333612981496956,-0.05813953488372092,-0.12061758935426237,-0.1827580104026475,103140
7,한국철강,2023,Q1,철강_소재,-0.0887247530763517,0.09760428184464542,-0.15044497215915242,0.013145798380427731,-0.5279866712753704,-0.05813953488372092,-0.12061758935426237,-0.18370531086095038,104700
