,name,year,quarter,sector,Relative Return,부채총계 변화율,매출액 변화율,이익잉여금 변화율,법인세차감전 순이익 변화율,실업률 변화율,금리 변화율,Label,Code
16,조선내화,2020,Q4,철강_소재,-0.22696701323501478,0.16558394214611738,-0.04221995992057148,-0.023192781433433396,-5.185598335563734,0.04166666666666674,0.13205764233403983,0.14736283094853636,000480
16,영풍,2020,Q4,철강_소재,-0.04346045509788579,0.04242057119611342,0.07584883770127449,-0.01379571577065608,-2.9689627661920603,0.04166666666666674,0.13205764233403983,0.13628434962609204,000670
16,동국제강,2020,Q4,철강_소재,0.30520921549003,0.015258137268562288,0.08616154650378816,-0.14551649761161867,-2.0444990541503008,0.04166666666666674,0.13205764233403983,1.1644862489723582,001230
16,세아베스틸,2020,Q4,철강_소재,0.35570665658451284,0.12824734291049222,0.39454744669324926,-0.21379570140252147,13.259850726135744,0.04166666666666674,0.13205764233403983,1.0999714744505023,001430
16,고려제강,2020,Q4,철강_소재,0.10423418359646339,-0.027036785551366904,0.18038828618525748,-0.005797633506063549,-2.0784032940861894,0.04166666666666674,0.13205764233403983,0.5463577878128957,002240
16,세아제강,2020,Q4,철강_소재,-0.23618863397233558,-0.0965956519927279,-0.2427618293532705,0.007668373060043976,28.80535867839671,0.04166666666666674,0.13205764233403983,0.580579845566021,003030
16,현대제철,2020,Q4,철강_소재,0.0759734546631314,0.0553344327484917,0.06143872368138181,-0.02905327385710943,3.1315519450112,0.04166666666666674,0.13205764233403983,0.2913822074991597,004020
16,삼광글라스,2020,Q4,철강_소재,-0.2156833133416598,3.2917469123662544,-3.066383049928563,-0.533081475558923,-2.2217563690073447,0.04166666666666674,0.13205764233403983,0.09900104840634069,005090
16,POSCO,2020,Q4,철강_소재,0.010481830291593275,-0.09848071831569782,0.07593127678136691,0.005712711109495672,-0.3884015739261951,0.04166666666666674,0.13205764233403983,0.21377281100309467,005490
16,무림P&P,2020,Q4,철강_소재,0.3678466441585656,0.039312697091042015,0.1029469960231606,-0.04157202778396174,0.7666499991485527,0.04166666666666674,0.13205764233403983,0.09020125625153456,009580
16,고려아연,2020,Q4,철강_소재,-0.19433020247902077,0.29045672975323256,0.16486641966910898,0.022802788576414157,-0.05820386272081224,0.04166666666666674,0.13205764233403983,0.12464930818741818,010130
16,풍산,2020,Q4,철강_소재,0.002890473616461803,-0.06392640574195563,0.3796009651757535,0.06485415643351344,0.016309822885489655,0.04166666666666674,0.13205764233403983,0.3254106019249555,103140
16,한국철강,2020,Q4,철강_소재,0.5291142771212916,0.5442970534611533,0.08474051674899252,-0.3078900583427008,-4.2025376372532826,0.04166666666666674,0.13205764233403983,0.2676067463358327,104700
