code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,이자비용,차입부채
660,S_hynix,전기·전자,2020,Q4,"13,310,241,000,000","50,760,764,000,000","64,071,005,000,000","7,488,366,000,000","7,008,335,000,000","14,496,701,000,000","44,221,664,000,000","49,574,304,000,000",7451248000000.0,852037000000.0,1967502000000.0,1433993000000.0,1433993000000.0,"3,657,652,000,000",,,,,,,,,,
4490,SEBANG_Global_Battery,전기·전자,2020,Q4,"841,303,242,307","495,181,319,243","1,336,484,561,550","225,249,776,570","10,343,751,404","235,593,527,974","1,054,708,452,346","1,100,891,033,576",288209887210.0,23271106436.0,2292393704.0,667152734.0,667152734.0,"7,000,000,000",,,,,,,,,,
4710,Hansol_Technics,전기·전자,2020,Q4,"184,633,741,280","248,840,050,406","433,473,791,686","131,714,145,743","67,242,506,782","198,956,652,525","19,447,656,732","234,517,139,161",131149758205.0,-6285026519.0,118140111.0,1253482708.0,1253482708.0,"160,549,390,000",,,,,,,,,,
5930,Samsung_Electronics,전기·전자,2020,Q4,"73,798,549,000,000","155,865,878,000,000","229,664,427,000,000","44,412,904,000,000","1,934,799,000,000","46,347,703,000,000","178,284,102,000,000","183,316,724,000,000",40517918000000.0,5802307000000.0,5755368000000.0,4516751000000.0,4516751000000.0,"897,514,000,000",,,,,,,,,,
6400,Samsung_SDI,전기·전자,2020,Q4,"3,423,162,391,895","11,861,799,385,915","15,284,961,777,810","2,858,583,593,340","1,208,760,468,082","4,067,344,061,422","5,914,709,091,746","11,217,617,716,388",2541996606508.0,27214058671.0,32341480555.0,27846284053.0,27846284053.0,"356,712,130,000",,,,,,,,,,
7340,Dong-A_Tire,전기·전자,2020,Q4,"71,462,086,012","293,442,162,241","364,904,248,253","25,548,933,875","2,765,300,336","28,314,234,211","609,491,033,112","336,590,014,042",43034852580.0,4971561077.0,2207154331.0,2755503986.0,2755503986.0,"4,997,002,500",,,,,,,,,,
9150,Samsung_Electro-Mechanics,전기·전자,2020,Q4,"2,587,330,149,046","3,236,590,525,460","5,823,920,674,506","1,123,038,972,816","96,567,435,229","1,219,606,408,045","344,067,179,186","4,604,314,266,461",1284302256756.0,171637496504.0,154479426763.0,150334942235.0,150334942235.0,"388,003,400,000",,,,,,,,,,
10120,LS_Electric,전기·전자,2020,Q4,"1,333,308,958,844","1,017,948,033,453","2,351,256,992,297","517,527,399,948","473,643,317,066","991,170,717,014","1,243,209,859,281","1,360,086,275,283",467750630516.0,27874317010.0,60013861089.0,47321914059.0,47321914059.0,"150,000,000,000",,,,,,,,,,
11070,LG_Innotek,전기·전자,2020,Q4,"2,870,702,923,079","2,621,547,394,076","5,492,250,317,155","2,222,495,572,707","1,101,825,416,358","3,324,320,989,065","898,277,414,974","2,167,929,328,090",3701289421425.0,338697775833.0,212788429201.0,76019224735.0,76019224735.0,"118,335,535,000",,,,,,,,,,
20150,Iljin_Materials,전기·전자,2020,Q4,"295,010,000,000","386,607,000,000","681,617,000,000","40,197,000,000","57,294,000,000","97,491,000,000","153,068,000,000","584,126,000,000",78076000000.0,4616000000.0,-5178000000.0,-2506000000.0,-2506000000.0,"23,055,000,000",,,,,,,,,,
25540,Korea_Electric_Terminal,전기·전자,2020,Q4,"380,105,406,522","511,171,449,303","891,276,855,825","155,358,513,084","45,130,049,999","200,488,563,083","654,533,864,128","690,788,292,742",230795209282.0,27768637915.0,16470557874.0,12203642377.0,12203642377.0,"5,207,500,000",,,,,,,,,,
29530,Sindoh,전기·전자,2020,Q4,"674,179,532,588","230,014,864,474","904,194,397,062","51,985,384,349","8,410,600,892","60,395,985,241","687,272,944,835","843,798,411,821",81415986529.0,5737266945.0,-6682953533.0,-2483789655.0,-2483789655.0,"50,400,145,000",,,,,,,,,,
34220,LG_Display,전기·전자,2020,Q4,"6,948,054,000,000","19,757,148,000,000","26,705,202,000,000","10,180,660,000,000","6,261,307,000,000","16,441,967,000,000","6,223,043,000,000","10,263,235,000,000",6957629000000.0,269498000000.0,56876000000.0,350227000000.0,350227000000.0,"1,789,079,000,000",,,,,,,,,,
66570,LG_Electronics,전기·전자,2020,Q4,"9,669,743,000,000","20,030,244,000,000","29,699,987,000,000","12,101,343,000,000","7,676,911,000,000","19,778,254,000,000","6,018,118,000,000","9,921,733,000,000",7363795000000.0,-84748000000.0,-293019000000.0,-14267000000.0,-14267000000.0,"904,169,000,000",,,,,,,,,,
