,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,실업률 변화율,기말 소유주식 지분율 변화율,Label,Code
34,경방,2016,Q2,경기소비재,-0.03362986153695546,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.05179556550348005,000050
34,대림산업,2016,Q2,건설,-0.015144660421478967,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,-0.01695130941694848,000210
34,한국타이어월드와이드,2016,Q2,경기소비재,-0.19615148859336112,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.07960487395138752,000240
34,기아차,2016,Q2,경기소비재,-0.1652028683202031,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,-0.08762965356279914,000270
34,현대건설,2016,Q2,건설,0.02257622244255246,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.17336626894697518,000720
34,SK네트웍스,2016,Q2,경기소비재,-0.03633542185878209,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.10632868286939529,001740
34,넥센타이어,2016,Q2,경기소비재,-0.07092765019682944,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.0014462235565562281,002350
34,KCC,2016,Q2,건설,-0.02140646831967888,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,-0.055202335069408956,002380
34,일신방직,2016,Q2,경기소비재,-0.17687116393707397,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.12247796958830226,003200
34,한일시멘트,2016,Q2,건설,-0.2802891170932226,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,-0.0743844073816016,003300
34,쌍용차,2016,Q2,경기소비재,-0.09437374569527021,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.03183520841879381,003620
34,한솔홀딩스,2016,Q2,경기소비재,-0.1427248246727712,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,-0.10595135441227563,004150
34,신세계,2016,Q2,경기소비재,-0.19409109127495283,-0.08606485539000996,0.0,0.0,0.0,-0.044642857142857095,0.0,0.027715898034637036,004170
