,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,실업률 변화율,기말 소유주식 지분율 변화율,Label,Code
33,경방,2016,Q3,경기소비재,0.05179556550348005,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.2813695647129345,000050
33,대림산업,2016,Q3,건설,-0.01695130941694848,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.13911732572419963,000210
33,한국타이어월드와이드,2016,Q3,경기소비재,0.07960487395138752,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.19368253315611283,000240
33,기아차,2016,Q3,경기소비재,-0.08762965356279914,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.15636195899343341,000270
33,현대건설,2016,Q3,건설,0.17336626894697518,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,0.01665776516054719,000720
33,SK네트웍스,2016,Q3,경기소비재,0.10632868286939529,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.058738377608712575,001740
33,넥센타이어,2016,Q3,경기소비재,0.0014462235565562281,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.12315621736663916,002350
33,KCC,2016,Q3,건설,-0.055202335069408956,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.2071485078598309,002380
33,일신방직,2016,Q3,경기소비재,0.12247796958830226,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.3281529472554554,003200
33,한일시멘트,2016,Q3,건설,-0.0743844073816016,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,0.1901894167030761,003300
33,쌍용차,2016,Q3,경기소비재,0.03183520841879381,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.021960996984554046,003620
33,한솔홀딩스,2016,Q3,경기소비재,-0.10595135441227563,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.10450812581784394,004150
33,신세계,2016,Q3,경기소비재,0.027715898034637036,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.1250910976894108,004170
33,세방전지,2016,Q3,경기소비재,-0.006007403880872824,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.15849834835393145,004490
33,조광피혁,2016,Q3,경기소비재,-0.1192573210191688,-0.16954353663214605,0.0,-0.05062240034267196,0.0,0.08411214953271018,0.0,-0.14332937753979935,004700
33,현대차,2016,Q3,경기소비재,-0.013784868880418563,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,0.08123772202730022,005380
33,에스엘,2016,Q3,경기소비재,0.039512190933739505,-0.16954353663214605,0.0,-0.05062240034265619,0.0,0.08411214953271018,0.0,0.15441191175498448,005850
33,동아타이어,2016,Q3,경기소비재,-0.0994539219401365,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.08110160236504049,007340
33,서연,2016,Q3,경기소비재,-0.034268062157729484,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.13856747277789458,007860
33,호텔신라,2016,Q3,경기소비재,-0.1358966335863009,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.2686594330801799,008770
33,한샘,2016,Q3,경기소비재,0.06692241403274671,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,0.07566731204512554,009240
33,모토닉,2016,Q3,경기소비재,0.015020711167446407,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.16967993910914425,009680
33,화신,2016,Q3,경기소비재,-0.15055245051399357,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.17611509157120483,010690
33,아이에스동서,2016,Q3,건설,-0.18481327166520314,-0.16954353663214605,-0.050622400342641094,0.0,0.0,0.08411214953271018,0.0,-0.15739864160906342,010780
33,현대위아,2016,Q3,경기소비재,-0.15839698201835667,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.17593734315199627,011210
33,현대모비스,2016,Q3,경기소비재,-0.04558212976950702,-0.16954353663214605,0.0,0.0,0.0,0.08411214953271018,0.0,-0.1661729977465027,012330
