,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,실업률 변화율,기말 소유주식 지분율 변화율,Label,Code
29,경방,2017,Q3,경기소비재,-0.12313590234177786,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.041282164991423786,000050
29,대림산업,2017,Q3,건설,-0.11560459519957578,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.11154265413313096,000210
29,한국타이어월드와이드,2017,Q3,경기소비재,-0.15109247683773183,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.001746463831453167,000240
29,기아차,2017,Q3,경기소비재,-0.07915442086029638,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.07666297878411757,000270
29,현대건설,2017,Q3,건설,-0.1900207477224205,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.20833757687430982,000720
29,SK네트웍스,2017,Q3,경기소비재,-0.1960592284296609,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.037047728087738756,001740
29,넥센타이어,2017,Q3,경기소비재,-0.166310576512762,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.05585901794400728,002350
29,KCC,2017,Q3,건설,-0.09493906539262703,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.10068709323209238,002380
29,일신방직,2017,Q3,경기소비재,-0.08332433892506423,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.019008492860209676,003200
29,한일시멘트,2017,Q3,건설,0.07450946031834868,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.1328015080024008,003300
29,쌍용차,2017,Q3,경기소비재,-0.16666943052586125,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.020711474915769197,003620
29,한솔홀딩스,2017,Q3,경기소비재,-0.1335700103103873,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.15442420595960327,004150
29,신세계,2017,Q3,경기소비재,0.11264533343945793,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.5130793044325864,004170
29,세방전지,2017,Q3,경기소비재,-0.21713296299610035,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.03288116412783011,004490
29,조광피혁,2017,Q3,경기소비재,0.039485334906325054,0.03346456692913535,0.0,0.034245429112108816,0.0,0.018181818181818077,0.0,0.0026496563404850917,004700
29,현대차,2017,Q3,경기소비재,0.03011591406793329,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.04329772808773875,005380
29,에스엘,2017,Q3,경기소비재,-0.06480747034245979,0.03346456692913535,0.0,0.03424542911209949,0.0,0.018181818181818077,0.0,-0.037974506301888096,005850
29,동아타이어,2017,Q3,경기소비재,-0.2007839161527798,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.0,007340
29,서연,2017,Q3,경기소비재,-0.20054770149270745,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.1671144756605543,007860
29,호텔신라,2017,Q3,경기소비재,0.23124795766005968,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.22507636061213976,008770
29,한샘,2017,Q3,경기소비재,-0.12236266610342535,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.012244800159810824,009240
29,모토닉,2017,Q3,경기소비재,-0.09619987540575092,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.12266584179308465,009680
29,화신,2017,Q3,경기소비재,-0.2086779070401973,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.14896729014968427,010690
29,아이에스동서,2017,Q3,건설,-0.14836272527852445,0.03346456692913535,0.03424542911208994,0.0,0.0,0.018181818181818077,0.0,-0.10459321326294091,010780
29,현대위아,2017,Q3,경기소비재,-0.19106153548480231,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.1383933070124657,011210
29,현대모비스,2017,Q3,경기소비재,-0.025611640111633277,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,-0.04294851040502164,012330
29,현대산업,2017,Q3,건설,-0.09943011953419714,0.03346456692913535,0.03424542911199957,0.0,0.0,0.018181818181818077,0.0,0.05853474064697794,012630
29,에스원,2017,Q3,경기소비재,-0.06951563696228841,0.03346456692913535,0.0,0.0,0.0,0.018181818181818077,0.0,0.09869281813074865,012750
