,name,year,quarter,sector,Relative Return,금리 변화율,보유 주식 수 변화율,1인평균급여 변화율,기초 소유주식 지분율 변화율,실업률 변화율,기말 소유주식 지분율 변화율,Label,Code
8,경방,2022,Q4,경기소비재,-0.015779626136757832,0.11445954938682568,-0.14542370064392685,0.18999575600910523,0.08990120130234636,0.023809523809523725,0.09892869099430857,-0.05075163065633926,000050
8,대림산업,2022,Q4,건설,-0.1569472344230102,0.11445954938682568,-0.06882836875961051,0.0960264900662251,0.8455228981544769,0.023809523809523725,0.09090909090909083,-0.11473241338712198,000210
8,한국타이어월드와이드,2022,Q4,경기소비재,-0.05457576397169826,0.11445954938682568,-0.041157936460311406,0.07037037037037042,-0.5001380262249828,0.023809523809523725,-0.4999309582988125,0.04704054396149173,000240
8,기아차,2022,Q4,경기소비재,0.16996704520573117,0.11445954938682568,-0.01309028350349517,0.11602209944751385,0.0,0.023809523809523725,0.0,0.11084148040708677,000270
8,현대건설,2022,Q4,건설,-0.12877678844013868,0.11445954938682568,0.05209192919709227,0.10486891385767794,0.6666666666666667,0.023809523809523725,0.6666666666666667,0.04414312617702444,000720
8,SK네트웍스,2022,Q4,경기소비재,0.039444218410868585,0.11445954938682568,0.0,-0.1128894168013701,-0.1285254824344383,0.023809523809523725,-0.15168362116552325,0.025948287350597267,001740
8,넥센타이어,2022,Q4,경기소비재,0.05304448707738941,0.11445954938682568,-0.9990412348773965,0.2056737588652482,0.0,0.023809523809523725,0.010455563853622118,0.14645767932000284,002350
8,KCC,2022,Q4,건설,-0.10477236749806443,0.11445954938682568,-0.07189941119894905,0.07566403535651878,0.0002532286654850502,0.023809523809523725,-0.0655696202531647,-0.04391398905085796,002380
8,일신방직,2022,Q4,경기소비재,0.2541788765844919,0.11445954938682568,0.00011350974008150772,-0.11567289284980364,-0.008879242304656754,0.023809523809523725,-0.0001990842126219361,-0.06536431941289537,003200
8,한일시멘트,2022,Q4,건설,0.07977592941879771,0.11445954938682568,0.07115767315784427,0.0005031840828850775,0.0,0.023809523809523725,-0.002036363636363725,-0.011799147529933125,003300
8,쌍용차,2022,Q4,경기소비재,0.0,0.11445954938682568,0.06597485832131067,0.38235294117647056,-1.0,0.023809523809523725,-0.8686090645233311,0.0,003620
8,한솔홀딩스,2022,Q4,경기소비재,0.01577219283522478,0.11445954938682568,-0.03391132690408161,0.11214953271028039,0.0,0.023809523809523725,0.07395179927368778,-0.057138712873934336,004150
8,신세계,2022,Q4,경기소비재,-0.004501769986062963,0.11445954938682568,0.05922174258385482,0.10526315789473695,-0.25,0.023809523809523725,-0.2502625131256563,-0.05916883963494138,004170
8,세방전지,2022,Q4,경기소비재,0.23811265633220116,0.11445954938682568,-0.2903946501046403,0.0018067760696685031,-0.1245786178666024,0.023809523809523725,-0.12478941034897717,0.030740159975824806,004490
8,조광피혁,2022,Q4,경기소비재,0.017470721292549653,0.11445954938682568,0.004773578908797926,0.0,0.0,0.023809523809523725,0.0,-0.01757296417821786,004700
8,현대차,2022,Q4,경기소비재,0.03507395094661494,0.11445954938682568,-0.03154254435535986,0.11428571428571432,-0.16666666666666663,0.023809523809523725,-0.16666666666666663,0.1625501261126868,005380
8,에스엘,2022,Q4,경기소비재,-0.20658044446095197,0.11445954938682568,0.017068345075923697,0.02316602316602312,-0.016223027248385535,0.023809523809523725,0.036023054755043304,0.2625216443275829,005850
8,동아타이어,2022,Q4,경기소비재,0.1420023270632949,0.11445954938682568,0.06689005276611648,0.24514912537743183,-0.16666666666666674,0.023809523809523725,-0.16666666666666663,-0.010042012977869802,007340
8,서연,2022,Q4,경기소비재,0.4854545034186941,0.11445954938682568,0.003827805965167075,0.32237457785734636,0.0,0.023809523809523725,0.0,0.1357405586895126,007860
8,호텔신라,2022,Q4,경기소비재,0.08616230172227207,0.11445954938682568,0.008201061243682028,-0.05217391304347829,-0.005847953216374213,0.023809523809523725,0.00588235294117645,0.027152477936989855,008770
8,한샘,2022,Q4,경기소비재,0.2280126134690762,0.11445954938682568,-0.02163585726663586,-0.1895674300254453,-0.9253368676827921,0.023809523809523725,3.417748917748918,-0.09954028325980965,009240
8,모토닉,2022,Q4,경기소비재,0.1380744008389,0.11445954938682568,-0.03807204909183082,0.04924337168584292,0.0,0.023809523809523725,-0.0002575328354365025,-0.00043641934367581736,009680
8,화신,2022,Q4,경기소비재,0.16628078205642297,0.11445954938682568,0.04116481282523332,0.22522522522522515,0.0,0.023809523809523725,0.0,0.33871152305409663,010690
8,아이에스동서,2022,Q4,건설,0.26009935173087906,0.11445954938682568,-0.05983014294248434,-0.04418604651162794,-0.12420003656975687,0.023809523809523725,-0.1240409207161125,-0.1481796641342082,010780
8,현대위아,2022,Q4,경기소비재,-0.08536472003780006,0.11445954938682568,0.0,0.06331168831168821,0.0,0.023809523809523725,-0.00024539877300611135,0.04138724448866944,011210
8,현대모비스,2022,Q4,경기소비재,0.024720731635329344,0.11445954938682568,-0.023477203410682046,0.10465116279069764,0.005126561999359014,0.023809523809523725,0.003187759005419233,-0.004036470219109925,012330
8,현대산업,2022,Q4,건설,0.17791898315387147,0.11445954938682568,-0.08086145877876705,-0.47777777777777775,-0.15550008758101241,0.023809523809523725,-0.0962319592083658,-0.07444094751314137,012630
