,name,year,quarter,sector,Relative Return,매출액 변화율,유동자산 변화율,법인세차감전 순이익 변화율,국제유가 변화율,Label,Code
6,SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.12633529861621448,0.0006329286503670151,-0.10841990116897104,-0.27705664815940834,-0.03519218134034163,0.13157052320142448,017670
6,제일기획,2023,Q2,커뮤니케이션서비스,-0.021654007406326094,0.10223772615755466,-0.08756971420243853,1.4867554972881942,-0.03519218134034163,0.10887430073332618,030000
6,KT,2023,Q2,커뮤니케이션서비스,-0.04013117666181618,-0.028485856444065538,-0.11468799688818732,-0.07725634976490148,-0.03519218134034163,0.06370477521028312,030200
6,LG유플러스,2023,Q2,커뮤니케이션서비스,-0.14252943247576966,-0.035932711693164365,0.009255395982388892,0.16180659353055638,-0.03519218134034163,0.06773791932308297,032640
6,SBS,2023,Q2,커뮤니케이션서비스,-0.28628315730740905,0.2543474622385318,-0.10501666837326462,25.38097617275654,-0.03519218134034163,0.05303030303030302,034120
6,NAVER,2023,Q2,커뮤니케이션서비스,0.013203277882944876,0.06073888120502202,-0.15110819108415718,0.5921537241093546,-0.03519218134034163,-0.09722454590296001,035420
6,엔씨소프트,2023,Q2,커뮤니케이션서비스,-0.3421236263262457,-0.06941553356161068,-0.08857018065120892,-0.751648380912392,-0.03519218134034163,-0.0006141616667932961,036570
