,name,year,quarter,sector,Relative Return,매출액 변화율,국제유가 변화율,유동자산 변화율,비유동자산 변화율,이익잉여금 변화율,Label,Code
2,SK텔레콤,2024,Q2,커뮤니케이션서비스,0.08785202885842457,0.0008931595519148239,0.01979840167061564,-0.05995312111231943,-0.030908451536501458,0.004013371679929545,0.1480776425971261,017670
2,제일기획,2024,Q2,커뮤니케이션서비스,-0.05285491260701005,0.20776368592727157,0.01979840167061564,-0.10442260320081476,0.01432360956832901,0.0424512655515219,0.14019050476377237,030000
2,KT,2024,Q2,커뮤니케이션서비스,0.09554830945591036,-0.031211367061796502,0.01979840167061564,-0.01671787790954682,0.011280256216295692,0.0011010839094862668,0.222114110545662,030200
2,LG유플러스,2024,Q2,커뮤니케이션서비스,0.00896016004143508,-0.028450892596496025,0.01979840167061564,0.09471554915255442,0.0021497349797987564,0.0313839781737375,0.15455574478690715,032640
2,SBS,2024,Q2,커뮤니케이션서비스,-0.2500714753333872,0.19069575397331917,0.01979840167061564,-0.1494112896183709,-0.0037791871492928175,0.008678222187901818,0.013590057813970768,034120
2,NAVER,2024,Q2,커뮤니케이션서비스,-0.10666826333042465,0.06713826033045112,0.01979840167061564,0.030451380131635064,-0.0012483525210004176,0.025878529335799927,0.27535199399224725,035420
2,엔씨소프트,2024,Q2,커뮤니케이션서비스,-0.09225738547868659,-0.10388204878889973,0.01979840167061564,-0.07416074517160343,0.007878169514797806,0.011710499486744297,0.21888764133863128,036570
