,name,year,quarter,sector,Relative Return,매출액 변화율,국제유가 변화율,유동자산 변화율,자산총계 변화율,법인세차감전 순이익 변화율,Label,Code
32,SK텔레콤,2016,Q4,커뮤니케이션서비스,0.04982150810956108,-0.013972599648267026,0.07425742574257432,0.12460758233859415,0.049528650685828124,1.7098056482883117,-0.1265149732385295,017670
32,제일기획,2016,Q4,커뮤니케이션서비스,0.06370995993432076,0.274688246507905,0.07425742574257432,0.262058341221147,0.13958421026194578,-0.27375595934376495,-0.05491420964243015,030000
32,KT,2016,Q4,커뮤니케이션서비스,-0.10688162308256621,1.1740542948265684,0.07425742574257432,-0.10437258822875628,0.017001521858193813,1.5172852692698475,-0.08243373061989505,030200
32,LG유플러스,2016,Q4,커뮤니케이션서비스,0.19021465954406075,0.1389367471465428,0.07425742574257432,-0.0937158180975528,0.018057706266428886,-0.09619924189118645,-0.1284575581857787,032640
32,SBS,2016,Q4,커뮤니케이션서비스,-0.10342613834156378,1.6414875866871914,0.07425742574257432,0.07601916482002169,0.04203672753081378,-3.482351572999051,-0.02733052572071806,034120
32,NAVER,2016,Q4,커뮤니케이션서비스,0.013392578190782448,0.10089461412716538,0.07425742574257432,-0.0018966643124824767,0.001854857757588979,-0.20355422089528608,-0.07260074365793275,035420
32,엔씨소프트,2016,Q4,커뮤니케이션서비스,0.06016764626972447,0.4275794622642912,0.07425742574257432,0.18617630241914518,0.054089347123121634,0.8573048412266535,0.14570839247964562,036570
