,name,year,quarter,sector,Relative Return,국제유가 변화율,매출액 변화율,유동자산 변화율,이익잉여금 변화율,자산총계 변화율,영업이익 변화율,Label,Code
24,SK텔레콤,2018,Q4,커뮤니케이션서비스,-0.07653364974184323,-0.09983604378074207,-0.02593612462793604,-0.15189157848700907,0.009221490368607643,0.0658735802080499,-0.16521375225341228,0.06716970112969795,017670
24,제일기획,2018,Q4,커뮤니케이션서비스,0.05476177228069047,-0.09983604378074207,0.094962274908718,0.11132612469908376,0.01619339899477268,0.07093370663778575,0.089077228131621,0.08636396622511665,030000
24,KT,2018,Q4,커뮤니케이션서비스,-0.10303644801752983,-0.09983604378074207,0.013769311431174103,-0.016415816315560217,-0.004516917306822799,0.04846348614260498,-0.791856138900372,0.057241368280829444,030200
24,LG유플러스,2018,Q4,커뮤니케이션서비스,-0.012480616478091733,-0.09983604378074207,0.061317050757037306,-0.05585533883405791,0.02556601519147672,0.06829459187947129,-0.5377196349740887,0.0321486698829376,032640
24,SBS,2018,Q4,커뮤니케이션서비스,0.3415740686822057,-0.09983604378074207,0.10928478826745325,0.11192716868378949,0.02132900500027568,0.03394786220946977,-2.5825520290295834,-0.07872488300278745,034120
24,NAVER,2018,Q4,커뮤니케이션서비스,0.04799770301662121,-0.09983604378074207,0.0895173778467937,-0.18443316745124605,0.04712676183751685,-0.03221949419410752,0.09545042386440894,0.019214525803786825,035420
24,엔씨소프트,2018,Q4,커뮤니케이션서비스,0.07296498379785547,-0.09983604378074207,0.0385692078080031,-0.04260016979432424,0.043904487409448745,-0.028547113066796137,-0.04904995803280876,0.0464659038656936,036570
