,name,year,quarter,sector,Relative Return,유동자산 변화율,비유동자산 변화율,매출액 변화율,자산총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
20,SK텔레콤,2020,Q2,커뮤니케이션서비스,-0.021310634346725477,-0.05536056731941541,0.020334291109052716,0.0058118032259664165,0.007841647681435582,0.04828677348803301,0.005635745500795375,-0.09112350064829944,017670
20,제일기획,2020,Q2,커뮤니케이션서비스,-0.07829649493100276,-0.0757605080207524,0.035362922255029794,0.007545498586065236,-0.03545259494108499,3.3668808186800074,0.31131999934405075,0.0917477094704256,030000
20,KT,2020,Q2,커뮤니케이션서비스,-0.09254807460497928,0.08235560019069021,-0.0028758044556018714,-0.020183031776218385,0.018801048798305908,-0.15654945678476662,0.03365849231442808,-0.1158080790962274,030200
20,LG유플러스,2020,Q2,커뮤니케이션서비스,-0.18001456988327846,-0.0017557676851732706,0.017618659292068406,-0.008320293244848176,0.012220689054904144,0.0917908962536842,0.017750083835642583,-0.10061389584324029,032640
20,SBS,2020,Q2,커뮤니케이션서비스,-0.1922780742757106,0.013331846880329401,0.04808154236312623,0.1600730537335453,0.03538525578178864,-0.7028458420609114,-0.005402087370442232,-0.020235822123852776,034120
20,NAVER,2020,Q2,커뮤니케이션서비스,0.21465573234958274,-0.12624470819323375,0.05759754953540153,0.08247233403984278,0.030157646270244864,0.11269897585816535,0.022382525788191776,-0.11426177002690016,035420
20,엔씨소프트,2020,Q2,커뮤니케이션서비스,0.01426355584907274,-0.004440914040372723,0.07396743652926308,-0.7180523319981457,0.024523252984096633,-0.08279544163916941,0.10062354302693177,-0.1357959625859567,036570
