,name,year,quarter,sector,Relative Return,매출액 변화율,국제유가 변화율,유동자산 변화율,비유동자산 변화율,이익잉여금 변화율,Label,Code
26,SK텔레콤,2018,Q2,커뮤니케이션서비스,0.25329261677180526,-0.015627373652267407,0.11515816784752042,-0.12209372050103517,-0.0021514953556308614,0.013493541272320275,0.09907619067919897,017670
26,제일기획,2018,Q2,커뮤니케이션서비스,0.1291982357360479,0.254748586121782,0.11515816784752042,-0.04397717547131341,-0.0025096289699270136,0.04121324587667563,0.1817587279625133,030000
26,KT,2018,Q2,커뮤니케이션서비스,0.12804049882701565,-0.0032877543716102187,0.11515816784752042,-0.007286790219520944,-0.011760382493162469,0.019937944336794633,0.11044707413812602,030200
26,LG유플러스,2018,Q2,커뮤니케이션서비스,0.33774745853397536,-0.0007107879726874211,0.11515816784752042,-0.05379228040360773,-0.011800608316541172,0.04393986137149475,0.011272667533378855,032640
26,SBS,2018,Q2,커뮤니케이션서비스,-0.20013132934481254,0.24758694719477736,0.11515816784752042,-0.09448601206932483,0.021982037982442693,0.020086339814562093,0.08764858807709541,034120
26,NAVER,2018,Q2,커뮤니케이션서비스,0.1451806233370187,0.062215284027964834,0.11515816784752042,-0.010545476323290837,0.03396170523040354,0.051294223613219225,-0.16782385035637076,035420
26,엔씨소프트,2018,Q2,커뮤니케이션서비스,0.15361572200702928,-0.09608247118324897,0.11515816784752042,-0.09977402967742166,0.017699838844223548,0.07866913580249668,0.2947537311917189,036570
